# AI-GENERATED NEEDS-REVIEW
# distance_convention: center_center
episode_id,scenario_id,seed,step,selected_source,selected_v_mps,selected_w_radps,selected_score,constraint_reason,candidate_total,candidate_feasible,candidate_infeasible,feasible_score_min,feasible_score_max,dynamic_window_v_min,dynamic_window_v_max,dynamic_window_w_min,dynamic_window_w_max,target_goal_kind,target_goal_x,target_goal_y,distance_to_goal_m,route_progress_from_start_m,robot_x_m,robot_y_m,global_route_probe_activated
bottleneck_timeout,classic_bottleneck_medium,131,0,dwa,0.16000000000000003,-0.07500000000000001,2.7726349418816754,best_feasible,63,63,0,2.2872773808443556,2.7726349418816754,0.0,0.16000000000000003,-0.30000000000000004,0.30000000000000004,next,19.98436164855957,21.539634704589844,1.9992237537893667,0.0007772462106334643,20.50560513133839,30.689990793879783,True
bottleneck_timeout,classic_bottleneck_medium,131,1,dwa,0.17600000075995925,0.0,2.8071068530025354,best_feasible,63,63,0,2.352121506951558,2.8071068530025354,0.0,0.17600000075995925,-0.30000000000000004,0.30000000000000004,next,20.01563835144043,10.65037727355957,1.9968918138829554,0.0031091861170446933,20.50559095471328,30.687590835746494,True
bottleneck_timeout,classic_bottleneck_medium,131,2,dwa,0.19200000151991847,0.0,2.8351319914012385,best_feasible,63,63,0,2.3525460670885936,2.8351319914012385,0.0,0.19200000151991847,-0.30000000000000004,0.30000000000000004,next,20.01563835144043,10.65037727355957,1.9930049655184268,0.006996034481573377,20.50556461955756,30.683590922425168,True
bottleneck_timeout,classic_bottleneck_medium,131,3,dwa,0.20800000041723254,0.0,2.8631535504581023,best_feasible,63,63,0,2.35292467904129,2.8631535504581023,0.0,0.20800000041723254,-0.30000000000000004,0.30000000000000004,next,20.01563835144043,10.65037727355957,1.9875633244625985,0.012437675537401605,20.505524338970513,30.677991067272384,True
bottleneck_timeout,classic_bottleneck_medium,131,4,dwa,0.22400000303983691,0.0,2.8911719484472944,best_feasible,63,63,0,2.3532619455824877,2.8911719484472944,0.0,0.22400000303983691,-0.30000000000000004,0.30000000000000004,next,20.01563835144043,10.65037727355957,1.9805672904133849,0.019433709586615278,20.50546860221933,30.670791282972708,True
bottleneck_timeout,classic_bottleneck_medium,131,5,dwa,0.2399999982118607,0.0,2.9191875028968686,best_feasible,63,63,0,2.3535617881357003,2.9191875028968686,0.0,0.2399999982118607,-0.30000000000000004,0.30000000000000004,next,20.01563835144043,10.65037727355957,1.9720175446594483,0.0279834553405518,20.50539613737355,30.661991581298317,True
bottleneck_timeout,classic_bottleneck_medium,131,6,dwa,0.25600000083446506,0.0,2.947200543550717,best_feasible,63,63,0,2.353827883212122,2.947200543550717,0.0,0.25600000083446506,-0.30000000000000004,0.30000000000000004,next,20.01563835144043,10.65037727355957,1.9619150522732913,0.03808594772670881,20.50530587865062,30.651591972939286,True
bottleneck_timeout,classic_bottleneck_medium,131,7,dwa,0.27200000345706943,0.0,2.975211318591916,best_feasible,63,63,0,2.354063515880898,2.975211318591916,0.0,0.27200000345706943,-0.30000000000000004,0.30000000000000004,next,20.01563835144043,10.65037727355957,1.950261068843123,0.04973993115687714,20.505196937904238,30.639592467403123,True
bottleneck_timeout,classic_bottleneck_medium,131,8,dwa,0.2880000060796738,0.0,3.0032200415922246,best_feasible,63,63,0,2.3542714564509417,3.0032200415922246,0.0,0.2880000060796738,-0.30000000000000004,0.30000000000000004,next,20.01563835144043,10.65037727355957,1.9370571519336874,0.0629438480663127,20.505068579754216,30.62599307305246,True
bottleneck_timeout,classic_bottleneck_medium,131,9,dwa,0.303999993801117,0.0,3.0312268923422545,best_feasible,63,63,0,2.354454461861758,3.0312268923422545,0.0,0.303999993801117,-0.30000000000000004,0.30000000000000004,next,20.01563835144043,10.65037727355957,1.9223051774587507,0.0776958225412494,20.504920199914665,30.610793797216438,True
bottleneck_timeout,classic_bottleneck_medium,131,10,dwa,0.31999999642372134,0.0,3.0592320676933253,best_feasible,63,63,0,2.354614594637169,3.0592320676933253,0.0,0.31999999642372134,-0.30000000000000004,0.30000000000000004,next,20.01563835144043,10.65037727355957,1.9060073611455082,0.09399363885449197,20.50475130632766,30.593994646171904,True
bottleneck_timeout,classic_bottleneck_medium,131,11,dwa,0.3359999990463257,0.0,3.08723570201019,best_feasible,63,63,0,2.3817010815729174,3.08723570201019,0.015999999046325653,0.3359999990463257,-0.30000000000000004,0.30000000000000004,next,20.01563835144043,10.65037727355957,1.8881662857677908,0.11183471423220936,20.504561502759177,30.57559562514848,True
bottleneck_timeout,classic_bottleneck_medium,131,12,dwa,0.3520000016689301,0.0,3.115237910108754,best_feasible,63,63,0,2.4087682481430535,3.115237910108754,0.03200000166893002,0.3520000016689301,-0.30000000000000004,0.30000000000000004,next,20.01563835144043,10.65037727355957,1.8687849349830061,0.131216065016994,20.50435047455508,30.5555967384981,True
