planner_key,algo,paired_episodes,nominal_success_incidence,perturbed_success_incidence,success_delta,nominal_collision_incidence,perturbed_collision_incidence,collision_delta,perturbation_profiles,perturbation_hashes
goal,goal,1,0.0,0.0,0.0,0.0,0.0,0.0,issue_3952_robustness_smoke_v1,2ea65ccd009c
