comparison,left_order,right_order,pairwise_reversal_count,pairwise_disagreement_rate,claim_boundary
base_snqi_vs_constraints_first,ppo > hybrid_rule_v3_fast_progress_static_escape > scenario_adaptive_hybrid_orca_v1 > orca > socnav_sampling > prediction_planner > social_force > sacadrl > goal,hybrid_rule_v3_fast_progress_static_escape > scenario_adaptive_hybrid_orca_v1 > ppo > orca > prediction_planner > social_force > socnav_sampling > goal > sacadrl,5,0.1388888888888889,Diagnostic export for inspecting SNQI scalarization sensitivity; not benchmark evidence and not a primary-index claim.
