campaign,scenario_id,scenario_family,planner_key,seed_count,success_mean,success_ci_low,success_ci_high,collisions_mean,collisions_ci_low,collisions_ci_high,snqi_mean,snqi_ci_low,snqi_ci_high
issue_1454_s10_h500_candidates_2026-05-23,francis2023_following_human,,hybrid_rule_v3_fast_progress_static_escape,10,1.0,1.0,1.0,0.0,0.0,0.0,0.10846644074999401,0.10720084747777893,0.10958197676184966
issue_1454_s10_h500_candidates_2026-05-23,francis2023_frontal_approach,,hybrid_rule_v3_fast_progress_static_escape,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.018441377224439264,-0.03200486358918304,-0.002432532697472614
issue_1454_s10_h500_candidates_2026-05-23,francis2023_intersection_no_gesture,,hybrid_rule_v3_fast_progress_static_escape,10,0.9,0.6,1.0,0.0,0.0,0.0,0.08645990688247786,0.02675036402167279,0.10786060871572813
issue_1454_s10_h500_candidates_2026-05-23,francis2023_intersection_proceed,,hybrid_rule_v3_fast_progress_static_escape,10,0.9,0.6,1.0,0.0,0.0,0.0,0.08645990688247786,0.02675036402167279,0.10786060871572813
issue_1454_s10_h500_candidates_2026-05-23,francis2023_intersection_wait,,hybrid_rule_v3_fast_progress_static_escape,10,0.9,0.6,1.0,0.0,0.0,0.0,0.08645990688247786,0.02675036402167279,0.10786060871572813
issue_1454_s10_h500_candidates_2026-05-23,francis2023_join_group,,hybrid_rule_v3_fast_progress_static_escape,10,0.6,0.3,0.8,0.0,0.0,0.0,-0.38856290892726814,-0.4630026865402652,-0.32958817620740216
issue_1454_s10_h500_candidates_2026-05-23,francis2023_leading_human,,hybrid_rule_v3_fast_progress_static_escape,10,1.0,1.0,1.0,0.0,0.0,0.0,0.10846644074999401,0.10720084747777893,0.10958197676184966
issue_1454_s10_h500_candidates_2026-05-23,francis2023_leave_group,,hybrid_rule_v3_fast_progress_static_escape,10,0.6,0.3,0.9,0.0,0.0,0.0,-0.4408515871794284,-0.5096315141716558,-0.38274313809437877
issue_1454_s10_h500_candidates_2026-05-23,francis2023_narrow_doorway,,hybrid_rule_v3_fast_progress_static_escape,10,0.0,0.0,0.0,0.0,0.0,0.0,-0.09491099136070058,-0.09491099136070058,-0.09491099136070058
issue_1454_s10_h500_candidates_2026-05-23,francis2023_narrow_hallway,,hybrid_rule_v3_fast_progress_static_escape,10,0.9,0.6,1.0,0.0,0.0,0.0,-0.22089725972054147,-0.2797011502034011,-0.19725265626546293
issue_1454_s10_h500_candidates_2026-05-23,francis2023_parallel_traffic,,hybrid_rule_v3_fast_progress_static_escape,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.006105831910988175,-0.01887976090256267,0.00578887789850494
issue_1454_s10_h500_candidates_2026-05-23,francis2023_pedestrian_obstruction,,hybrid_rule_v3_fast_progress_static_escape,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.06751278531130216,-0.1487027024241404,0.03164607393621443
issue_1454_s10_h500_candidates_2026-05-23,francis2023_pedestrian_overtaking,,hybrid_rule_v3_fast_progress_static_escape,10,1.0,1.0,1.0,0.0,0.0,0.0,0.09479140199205209,0.09313993323343579,0.09620508303396166
issue_1454_s10_h500_candidates_2026-05-23,francis2023_perpendicular_traffic,,hybrid_rule_v3_fast_progress_static_escape,10,0.9,0.6,1.0,0.0,0.0,0.0,-0.04634367404609622,-0.14500395208093206,0.039613843676972786
issue_1454_s10_h500_candidates_2026-05-23,francis2023_robot_crowding,,hybrid_rule_v3_fast_progress_static_escape,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.696459561665259,-0.8842639205840224,-0.5436279448810095
issue_1454_s10_h500_candidates_2026-05-23,francis2023_robot_overtaking,,hybrid_rule_v3_fast_progress_static_escape,10,1.0,1.0,1.0,0.0,0.0,0.0,0.021875291801255047,-0.04656792441942821,0.07089899977714349
issue_1454_s10_h500_candidates_2026-05-23,classic_bottleneck_high,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.35352394141586896,-0.57856010632241,-0.16654706273137407
issue_1454_s10_h500_candidates_2026-05-23,classic_bottleneck_low,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,0.09845721842941031,0.09453905629188118,0.10286994164812133
issue_1454_s10_h500_candidates_2026-05-23,classic_bottleneck_medium,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,0.04070099140977634,-0.044573699686125005,0.10313193308678731
issue_1454_s10_h500_candidates_2026-05-23,classic_cross_trap_high,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.7,0.4,1.0,0.3,0.0,0.6,-0.22761130968900195,-0.2829589368805391,-0.16002088514464785
issue_1454_s10_h500_candidates_2026-05-23,classic_cross_trap_low,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,0.04271612282409815,-0.051099804568472004,0.12364393380411036
issue_1454_s10_h500_candidates_2026-05-23,classic_cross_trap_medium,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.8,0.5475000000000007,1.0,0.2,0.0,0.45249999999999774,-0.16276160452608618,-0.2550968732407517,-0.06647827302791404
issue_1454_s10_h500_candidates_2026-05-23,classic_doorway_high,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.7,1.0,0.0,0.0,0.0,-0.4546999547936875,-0.6823394989016746,-0.2909384135035747
issue_1454_s10_h500_candidates_2026-05-23,classic_doorway_low,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.7,0.4,0.9,0.0,0.0,0.0,-0.3534267446795042,-0.5806312052019793,-0.16302150531304715
issue_1454_s10_h500_candidates_2026-05-23,classic_doorway_medium,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.7,0.4,0.9,0.0,0.0,0.0,-0.31381317809845843,-0.5356228250675642,-0.12166395188010463
issue_1454_s10_h500_candidates_2026-05-23,classic_group_crossing_high,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.7,1.0,0.0,0.0,0.0,-0.18894544175981737,-0.3092859673235578,-0.054892728549193186
issue_1454_s10_h500_candidates_2026-05-23,classic_group_crossing_low,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.7,1.0,0.0,0.0,0.0,-0.046528596454456096,-0.16699985723827052,0.05998782628475368
issue_1454_s10_h500_candidates_2026-05-23,classic_group_crossing_medium,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.7,1.0,0.0,0.0,0.0,-0.11535912216704132,-0.25160476479139904,0.03032748372590481
issue_1454_s10_h500_candidates_2026-05-23,classic_head_on_corridor_low,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.6,1.0,0.1,0.0,0.4,-0.1516990267895953,-0.25983983488735546,-0.037235899341646936
issue_1454_s10_h500_candidates_2026-05-23,classic_head_on_corridor_medium,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.6,1.0,0.1,0.0,0.4,-0.250686767475954,-0.33825274928151544,-0.15053833553995746
issue_1454_s10_h500_candidates_2026-05-23,classic_merging_low,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.7,0.4,1.0,0.0,0.0,0.0,-0.2643724335161301,-0.4420315248797466,-0.08821522356884781
issue_1454_s10_h500_candidates_2026-05-23,classic_merging_medium,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.3119647477307131,-0.4166905128618774,-0.21403682465989343
issue_1454_s10_h500_candidates_2026-05-23,classic_overtaking_low,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.09222304501695669,-0.19430648951724014,0.0023289253545949783
issue_1454_s10_h500_candidates_2026-05-23,classic_overtaking_medium,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.08394310008767236,-0.18364724786102946,0.017084497761652877
issue_1454_s10_h500_candidates_2026-05-23,classic_realworld_double_bottleneck_high,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.032355410692581764,-0.09581130493687004,0.022058393861251507
issue_1454_s10_h500_candidates_2026-05-23,classic_station_platform_medium,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.2,0.0,0.5,0.4,0.1,0.7,-0.43594529858951425,-0.5322394568510013,-0.3645932806296169
issue_1454_s10_h500_candidates_2026-05-23,classic_t_intersection_low,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.7,1.0,0.0,0.0,0.0,0.035685181825453625,-0.04294191669913935,0.09345445845091543
issue_1454_s10_h500_candidates_2026-05-23,classic_t_intersection_medium,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.7,1.0,0.0,0.0,0.0,0.013140795564289109,-0.06042419680190712,0.07217769436082182
issue_1454_s10_h500_candidates_2026-05-23,classic_urban_crossing_medium,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.6,1.0,0.0,0.0,0.0,0.045380572160362447,-0.03704974029098263,0.10512646551159766
issue_1454_s10_h500_candidates_2026-05-23,francis2023_accompanying_peer,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,0.10604659900088305,0.10518666187140922,0.10708702390174893
issue_1454_s10_h500_candidates_2026-05-23,francis2023_blind_corner,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.6,1.0,0.0,0.0,0.0,-0.14855654583009736,-0.16074711945261763,-0.1330313708786023
issue_1454_s10_h500_candidates_2026-05-23,francis2023_circular_crossing,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.7,1.0,0.1,0.0,0.3,0.030117470762203464,-0.04811060659113824,0.08030626294175008
issue_1454_s10_h500_candidates_2026-05-23,francis2023_crowd_navigation,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.22779383236796003,-0.3561909067881791,-0.1133323952647557
issue_1454_s10_h500_candidates_2026-05-23,francis2023_down_path,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,0.10714667978260572,0.10628485438477576,0.10819167582076808
issue_1454_s10_h500_candidates_2026-05-23,francis2023_entering_elevator,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,0.08126709154232127,0.06251508971681428,0.09380215918000681
issue_1454_s10_h500_candidates_2026-05-23,francis2023_entering_room,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,0.09510534477003171,0.09175877310437978,0.0981618084053194
issue_1454_s10_h500_candidates_2026-05-23,francis2023_exiting_elevator,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.8,0.5,1.0,0.0,0.0,0.0,0.038935870827707574,-0.0200210281307978,0.08212271255835549
issue_1454_s10_h500_candidates_2026-05-23,francis2023_exiting_room,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0947540646871251,0.09272886352825378,0.09638147657737602
issue_1454_s10_h500_candidates_2026-05-23,francis2023_following_human,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,0.10604659900088305,0.10518666187140922,0.10708702390174893
issue_1454_s10_h500_candidates_2026-05-23,francis2023_frontal_approach,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,0.03194351564649234,0.020426062329601005,0.0430998971151297
issue_1454_s10_h500_candidates_2026-05-23,francis2023_intersection_no_gesture,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.6,1.0,0.0,0.0,0.0,0.0841808770548916,0.025345452151985453,0.10566290013523112
issue_1454_s10_h500_candidates_2026-05-23,francis2023_intersection_proceed,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.6,1.0,0.0,0.0,0.0,0.0841808770548916,0.025345452151985453,0.10566290013523112
issue_1454_s10_h500_candidates_2026-05-23,francis2023_intersection_wait,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.6,1.0,0.0,0.0,0.0,0.0841808770548916,0.025345452151985453,0.10566290013523112
issue_1454_s10_h500_candidates_2026-05-23,francis2023_join_group,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.6,0.3,0.9,0.0,0.0,0.0,-0.388597559626448,-0.47029383795126967,-0.32397180206408605
issue_1454_s10_h500_candidates_2026-05-23,francis2023_leading_human,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,0.10604659900088305,0.10518666187140922,0.10708702390174893
issue_1454_s10_h500_candidates_2026-05-23,francis2023_leave_group,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.5,0.2,0.8,0.0,0.0,0.0,-0.4831317391619046,-0.5299537869951606,-0.4412174043072215
issue_1454_s10_h500_candidates_2026-05-23,francis2023_narrow_doorway,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.0,0.0,0.0,0.0,0.0,0.0,-0.09491099136070058,-0.09491099136070058,-0.09491099136070058
issue_1454_s10_h500_candidates_2026-05-23,francis2023_narrow_hallway,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.6,1.0,0.0,0.0,0.0,-0.19580502392977672,-0.21079528665230512,-0.16647925687915877
issue_1454_s10_h500_candidates_2026-05-23,francis2023_parallel_traffic,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,0.00630032929708266,-0.0028162184345126816,0.015454938627856435
issue_1454_s10_h500_candidates_2026-05-23,francis2023_pedestrian_obstruction,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,0.06484739454556486,0.013060052267074393,0.0959658750625377
issue_1454_s10_h500_candidates_2026-05-23,francis2023_pedestrian_overtaking,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,0.09358850620556754,0.09193486976012943,0.09479970512460296
issue_1454_s10_h500_candidates_2026-05-23,francis2023_perpendicular_traffic,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,0.9,0.6,1.0,0.0,0.0,0.0,-0.05329399829665297,-0.15763622358643986,0.042267220811645405
issue_1454_s10_h500_candidates_2026-05-23,francis2023_robot_crowding,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.7783784224395008,-0.954149233791572,-0.6009582726854316
issue_1454_s10_h500_candidates_2026-05-23,francis2023_robot_overtaking,,hybrid_rule_v3_fast_progress_static_escape_continuous,10,1.0,1.0,1.0,0.0,0.0,0.0,0.05197831903096121,0.004936637749605229,0.08627326110541977
issue_1454_s10_h500_candidates_2026-05-23,classic_bottleneck_high,,orca,10,0.1,0.0,0.3,0.0,0.0,0.0,-1.3899634759393031,-1.4097881608014087,-1.3519293349264239
issue_1454_s10_h500_candidates_2026-05-23,classic_bottleneck_low,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,0.13086966895948668,0.12857144170022436,0.13346772276809638
issue_1454_s10_h500_candidates_2026-05-23,classic_bottleneck_medium,,orca,10,0.5,0.2,0.8,0.5,0.2,0.8,-1.1614117237172448,-1.2776682848749767,-1.0623433591003517
issue_1454_s10_h500_candidates_2026-05-23,classic_cross_trap_high,,orca,10,0.3,0.04750000000000068,0.6,0.7,0.4,0.9524999999999977,-0.4128318626629851,-0.5157490652622656,-0.3170417727595082
issue_1454_s10_h500_candidates_2026-05-23,classic_cross_trap_low,,orca,10,0.9,0.7,1.0,0.1,0.0,0.3,-0.06061540383198192,-0.21669630919141894,0.06495273211980133
issue_1454_s10_h500_candidates_2026-05-23,classic_cross_trap_medium,,orca,10,0.4,0.1,0.7,0.6,0.3,0.9,-0.3678347100990154,-0.4764954793421351,-0.26276624909781937
issue_1454_s10_h500_candidates_2026-05-23,classic_doorway_high,,orca,10,0.7,0.4,0.9,0.0,0.0,0.0,-0.9074247538552271,-1.0985850969606834,-0.7501710189131302
issue_1454_s10_h500_candidates_2026-05-23,classic_doorway_low,,orca,10,0.4,0.1,0.7,0.5,0.2,0.8,-0.8422210718225532,-1.1970316929891291,-0.5319352382020553
issue_1454_s10_h500_candidates_2026-05-23,classic_doorway_medium,,orca,10,0.1,0.0,0.3,0.5,0.2,0.8,-0.901055607471011,-1.0721704808920258,-0.7386238183074106
issue_1454_s10_h500_candidates_2026-05-23,classic_group_crossing_high,,orca,10,0.9,0.7,1.0,0.1,0.0,0.3,-0.07522689686828013,-0.1948128503276653,0.03106278614107991
issue_1454_s10_h500_candidates_2026-05-23,classic_group_crossing_low,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,0.008210140232846141,-0.12749164154318984,0.11907501568255238
issue_1454_s10_h500_candidates_2026-05-23,classic_group_crossing_medium,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,0.009500715150625203,-0.1105858873141842,0.1144821245896232
issue_1454_s10_h500_candidates_2026-05-23,classic_head_on_corridor_low,,orca,10,0.9,0.6,1.0,0.1,0.0,0.4,0.020832460627237648,-0.0517601190411728,0.06606088108690024
issue_1454_s10_h500_candidates_2026-05-23,classic_head_on_corridor_medium,,orca,10,0.8,0.5,1.0,0.2,0.0,0.5,-0.044873007104800966,-0.1380424144453119,0.028086415357602826
issue_1454_s10_h500_candidates_2026-05-23,classic_merging_low,,orca,10,0.8,0.5,1.0,0.1,0.0,0.3,-0.3696739935855222,-0.5263532272729473,-0.21858717877281614
issue_1454_s10_h500_candidates_2026-05-23,classic_merging_medium,,orca,10,0.6,0.3,0.9,0.4,0.1,0.7,-0.5598579106707191,-0.6449377696745411,-0.4723074303523825
issue_1454_s10_h500_candidates_2026-05-23,classic_overtaking_low,,orca,10,0.8,0.5,1.0,0.2,0.0,0.5,-0.1803451131009043,-0.4024275859835579,0.0151351382539099
issue_1454_s10_h500_candidates_2026-05-23,classic_overtaking_medium,,orca,10,0.8,0.5,1.0,0.2,0.0,0.5,-0.26915247206226056,-0.44380513017659634,-0.08274248247054855
issue_1454_s10_h500_candidates_2026-05-23,classic_realworld_double_bottleneck_high,,orca,10,0.4,0.1,0.7,0.6,0.3,0.9,-0.47060506788008477,-0.6744317725254727,-0.34103894065443924
issue_1454_s10_h500_candidates_2026-05-23,classic_station_platform_medium,,orca,10,0.3,0.04750000000000068,0.6,0.5,0.2,0.8,-0.5234562820681077,-0.8236257038340473,-0.31650565542680803
issue_1454_s10_h500_candidates_2026-05-23,classic_t_intersection_low,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.03544008157817047,-0.13140341051039367,0.06832444763719968
issue_1454_s10_h500_candidates_2026-05-23,classic_t_intersection_medium,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.06694190405270009,-0.17036845184997235,0.04369602237667848
issue_1454_s10_h500_candidates_2026-05-23,classic_urban_crossing_medium,,orca,10,0.9,0.7,1.0,0.1,0.0,0.3,0.07826257466092908,-0.005980291350576352,0.12207285720115123
issue_1454_s10_h500_candidates_2026-05-23,francis2023_accompanying_peer,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,0.12200928854538422,0.12114168521333259,0.12279019504196845
issue_1454_s10_h500_candidates_2026-05-23,francis2023_blind_corner,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.03568027376045304,-0.0486322747460747,-0.02562129635225458
issue_1454_s10_h500_candidates_2026-05-23,francis2023_circular_crossing,,orca,10,0.9,0.7,1.0,0.1,0.0,0.3,0.040765247242590785,-0.04191863929926498,0.0902448350951232
issue_1454_s10_h500_candidates_2026-05-23,francis2023_crowd_navigation,,orca,10,0.8,0.5,1.0,0.2,0.0,0.5,-0.3799055327779837,-0.6892908978825939,-0.17344969598001958
issue_1454_s10_h500_candidates_2026-05-23,francis2023_down_path,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,0.12318201622609122,0.12229912328320099,0.12397661987469243
issue_1454_s10_h500_candidates_2026-05-23,francis2023_entering_elevator,,orca,10,0.9,0.7,1.0,0.0,0.0,0.0,-0.07129614019895472,-0.11441294506305424,-0.03397356441358962
issue_1454_s10_h500_candidates_2026-05-23,francis2023_entering_room,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,0.13496088642677265,0.13361872908711084,0.1362305926279912
issue_1454_s10_h500_candidates_2026-05-23,francis2023_exiting_elevator,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.4693293523228682,-0.5643881133745801,-0.37234925432306937
issue_1454_s10_h500_candidates_2026-05-23,francis2023_exiting_room,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,0.1188223484098713,0.11158582213112217,0.12318606903505251
issue_1454_s10_h500_candidates_2026-05-23,francis2023_following_human,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,0.12200928854538422,0.12114168521333259,0.12279019504196845
issue_1454_s10_h500_candidates_2026-05-23,francis2023_frontal_approach,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.020636568080822315,-0.02351213675646845,-0.01599914718252161
issue_1454_s10_h500_candidates_2026-05-23,francis2023_intersection_no_gesture,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,0.1275578201004966,0.12649670342689873,0.12859093508409677
issue_1454_s10_h500_candidates_2026-05-23,francis2023_intersection_proceed,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,0.1275578201004966,0.12649670342689873,0.12859093508409677
issue_1454_s10_h500_candidates_2026-05-23,francis2023_intersection_wait,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,0.1275578201004966,0.12649670342689873,0.12859093508409677
issue_1454_s10_h500_candidates_2026-05-23,francis2023_join_group,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.24325527941812028,-0.2694742641936321,-0.2189932054471347
issue_1454_s10_h500_candidates_2026-05-23,francis2023_leading_human,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,0.12200928854538422,0.12114168521333259,0.12279019504196845
issue_1454_s10_h500_candidates_2026-05-23,francis2023_leave_group,,orca,10,0.7,0.4,1.0,0.3,0.0,0.6,-0.2638468717092738,-0.28524692271950863,-0.2438431851976156
issue_1454_s10_h500_candidates_2026-05-23,francis2023_narrow_doorway,,orca,10,0.0,0.0,0.0,0.0,0.0,0.0,-0.8873051549107934,-1.0349525222416718,-0.6881482201359798
issue_1454_s10_h500_candidates_2026-05-23,francis2023_narrow_hallway,,orca,10,0.1,0.0,0.3,0.9,0.7,1.0,-1.3451363246785522,-1.4248846362619338,-1.271252435714033
issue_1454_s10_h500_candidates_2026-05-23,francis2023_parallel_traffic,,orca,10,0.9,0.7,1.0,0.1,0.0,0.3,-0.18533165386913883,-0.28172750661971274,-0.08610390807408587
issue_1454_s10_h500_candidates_2026-05-23,francis2023_pedestrian_obstruction,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.051440562344237814,-0.054482808087432055,-0.04894194431449592
issue_1454_s10_h500_candidates_2026-05-23,francis2023_pedestrian_overtaking,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,0.10219324285170936,0.10074590224450104,0.10343311360033923
issue_1454_s10_h500_candidates_2026-05-23,francis2023_perpendicular_traffic,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,0.09308388134940812,0.06829410791233133,0.11891137532445831
issue_1454_s10_h500_candidates_2026-05-23,francis2023_robot_crowding,,orca,10,0.3,0.1,0.6,0.7,0.4,0.9,-0.8470887017916743,-1.1037365163670534,-0.57111665663507
issue_1454_s10_h500_candidates_2026-05-23,francis2023_robot_overtaking,,orca,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.0546376852926511,-0.0626764890479564,-0.046556238480139636
issue_1454_s10_h500_candidates_2026-05-23,classic_bottleneck_high,,ppo,10,0.0,0.0,0.0,1.0,1.0,1.0,-0.35989827902076393,-0.37695634693534563,-0.3427524827240731
issue_1454_s10_h500_candidates_2026-05-23,classic_bottleneck_low,,ppo,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.0059914755372178705,-0.023267462679872324,0.012718321198373742
issue_1454_s10_h500_candidates_2026-05-23,classic_bottleneck_medium,,ppo,10,0.8,0.5,1.0,0.0,0.0,0.0,-0.4381443323775499,-0.7698118016376087,-0.19780059971154396
issue_1454_s10_h500_candidates_2026-05-23,classic_cross_trap_high,,ppo,10,0.6,0.3,0.9,0.4,0.1,0.7,-0.34707753992884,-0.4421233356349316,-0.2586043004227129
issue_1454_s10_h500_candidates_2026-05-23,classic_cross_trap_low,,ppo,10,0.9,0.7,1.0,0.0,0.0,0.0,-0.17010799427302206,-0.24875980257610578,-0.08787508022734088
issue_1454_s10_h500_candidates_2026-05-23,classic_cross_trap_medium,,ppo,10,0.8,0.5475000000000007,1.0,0.2,0.0,0.45249999999999774,-0.2390076543445963,-0.32627212490300667,-0.14679181565930802
issue_1454_s10_h500_candidates_2026-05-23,classic_doorway_high,,ppo,10,0.3,0.0,0.6,0.7,0.4,1.0,-1.0637030557260554,-1.2435478424104776,-0.8300446998785344
issue_1454_s10_h500_candidates_2026-05-23,classic_doorway_low,,ppo,10,0.7,0.4,0.9524999999999977,0.3,0.04750000000000068,0.6,-0.8425252289597219,-1.0868362082544325,-0.6133803060699284
issue_1454_s10_h500_candidates_2026-05-23,classic_doorway_medium,,ppo,10,0.4,0.1,0.7,0.5,0.2,0.8,-0.7396537821474519,-0.9476574346266978,-0.5124301405731765
issue_1454_s10_h500_candidates_2026-05-23,classic_group_crossing_high,,ppo,10,0.9,0.7,1.0,0.0,0.0,0.0,-0.20951468647267518,-0.30262504967046355,-0.11782555241583281
issue_1454_s10_h500_candidates_2026-05-23,classic_group_crossing_low,,ppo,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.08727201965485357,-0.13336300906092802,-0.05225032279080538
issue_1454_s10_h500_candidates_2026-05-23,classic_group_crossing_medium,,ppo,10,0.9,0.7,1.0,0.1,0.0,0.3,-0.2773980797181135,-0.5424887787401632,-0.0659672322730409
issue_1454_s10_h500_candidates_2026-05-23,classic_head_on_corridor_low,,ppo,10,0.9,0.6,1.0,0.1,0.0,0.4,-0.09003771688738942,-0.13385619847963118,-0.050316434125640006
issue_1454_s10_h500_candidates_2026-05-23,classic_head_on_corridor_medium,,ppo,10,0.9,0.6,1.0,0.1,0.0,0.4,-0.12781749479260532,-0.18476593688337284,-0.08118728679040607
issue_1454_s10_h500_candidates_2026-05-23,classic_merging_low,,ppo,10,0.0,0.0,0.0,0.9,0.7,1.0,-0.5196433881667191,-0.7031330852804831,-0.39160401630825853
issue_1454_s10_h500_candidates_2026-05-23,classic_merging_medium,,ppo,10,0.0,0.0,0.0,1.0,1.0,1.0,-0.4765795448600558,-0.5742847395747656,-0.39523016847809744
issue_1454_s10_h500_candidates_2026-05-23,classic_overtaking_low,,ppo,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.28056075946015746,-0.540216304365842,-0.10211710372783069
issue_1454_s10_h500_candidates_2026-05-23,classic_overtaking_medium,,ppo,10,1.0,1.0,1.0,0.0,0.0,0.0,-0.25548469572301213,-0.36044737916119046,-0.14542111760756887
issue_1454_s10_h500_candidates_2026-05-23,classic_realworld_double_bottleneck_high,,ppo,10,0.5,0.2,0.8,0.5,0.2,0.8,-0.5691778420354032,-0.6628740638802194,-0.48670972179960253
issue_1454_s10_h500_candidates_2026-05-23,classic_station_platform_medium,,ppo,10,0.0,0.0,0.0,0.7,0.3475000000000007,0.9,-0.4593210124094755,-0.5606243763656881,-0.3713808081597228
