planner_key,algo,scenario_family,scenario_id,episodes,success_mean,collisions_mean,ped_collision_count_mean,obstacle_collision_count_mean,total_collision_count_mean,near_misses_mean,time_to_goal_norm_mean,path_efficiency_mean,comfort_exposure_mean,jerk_mean,snqi_mean
orca,orca,t_intersection,classic_t_intersection_medium,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0453,,'-0.2176
orca,orca,crossing,classic_urban_crossing_medium,10,0.0000,0.1000,0.1000,0.0000,0.1000,0.6000,1.0000,1.0000,0.0080,,'-0.1202
orca,orca,accompanying_peer,francis2023_accompanying_peer,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0100,,'-0.0967
orca,orca,blind_corner,francis2023_blind_corner,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,,'-0.1007
orca,orca,circular_crossing,francis2023_circular_crossing,10,0.9000,0.1000,0.1000,0.0000,0.1000,0.3000,0.7160,1.0000,0.0882,,0.0385
orca,orca,crowd_navigation,francis2023_crowd_navigation,10,0.0000,0.1000,0.1000,0.0000,0.1000,12.1000,1.0000,1.0000,0.1154,,'-0.5398
orca,orca,down_path,francis2023_down_path,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,,'-0.0949
orca,orca,entering_elevator,francis2023_entering_elevator,10,0.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8830,1.0000,0.0000,,'-0.1100
orca,orca,entering_room,francis2023_entering_room,10,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7660,1.0000,0.0000,,0.1178
orca,orca,exiting_elevator,francis2023_exiting_elevator,10,0.4000,0.0000,0.0000,0.0000,0.0000,10.0000,0.9820,1.0000,0.0000,,'-0.6443
orca,orca,exiting_room,francis2023_exiting_room,10,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8430,1.0000,0.0000,,0.0944
orca,orca,following_human,francis2023_following_human,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0100,,'-0.0967
orca,orca,frontal_approach,francis2023_frontal_approach,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,,'-0.0949
orca,orca,intersection_no_gesture,francis2023_intersection_no_gesture,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,,'-0.0949
orca,orca,intersection_proceed,francis2023_intersection_proceed,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,,'-0.0949
orca,orca,intersection_wait,francis2023_intersection_wait,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,,'-0.0949
orca,orca,join_group,francis2023_join_group,10,1.0000,0.0000,0.0000,0.0000,0.0000,22.0000,0.6940,1.0000,0.0764,,'-0.2666
orca,orca,leading_human,francis2023_leading_human,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0100,,'-0.0967
orca,orca,leave_group,francis2023_leave_group,10,0.7000,0.3000,0.3000,0.0000,0.3000,23.9000,0.7910,1.0000,0.0866,,'-0.2830
orca,orca,narrow_doorway,francis2023_narrow_doorway,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,,'-0.3911
orca,orca,narrow_hallway,francis2023_narrow_hallway,10,0.0000,0.3000,0.0000,0.3000,0.3000,0.0000,1.0000,1.0000,0.0202,,'-1.1557
orca,orca,parallel_traffic,francis2023_parallel_traffic,10,0.0000,0.0000,0.0000,0.0000,0.0000,9.3000,1.0000,1.0000,0.0519,,'-0.2871
