scenario_matrix,scenario_matrix_hash,scenario_count,planner_key,algo,human_model_variant,human_model_source,planner_group,benchmark_profile,observation_mode,kinematics,seed_policy.mode,seed_policy.seed_set,resolved_seeds,repeats,horizon_mode,horizon,scenario_horizons_path,paper_facing,paper_profile_version,observation_noise.profile,observation_noise.enabled,observation_noise_hash,config_hash,git_commit,campaign_id,created_at_utc
configs/scenarios/sets/paper_cross_kinematics_v1.yaml,ab8352ea8083,1,goal,goal,,,core,baseline-safe,,bicycle_drive,fixed-list,,[111],1,fixed,80,,True,paper-cross-kinematics-v1,none,False,c71dd80adab5,a93a4e3054013f17,469d40c9c6771498611fbaf58fcce60ea474e4ab,paper_cross_kinematics_v1_issue1354-paper-compact-main-rvo2-20260526_20260526_062604,2026-05-26T04:26:04.690370Z
configs/scenarios/sets/paper_cross_kinematics_v1.yaml,ab8352ea8083,1,goal,goal,,,core,baseline-safe,,differential_drive,fixed-list,,[111],1,fixed,80,,True,paper-cross-kinematics-v1,none,False,c71dd80adab5,a93a4e3054013f17,469d40c9c6771498611fbaf58fcce60ea474e4ab,paper_cross_kinematics_v1_issue1354-paper-compact-main-rvo2-20260526_20260526_062604,2026-05-26T04:26:04.690370Z
configs/scenarios/sets/paper_cross_kinematics_v1.yaml,ab8352ea8083,1,goal,goal,,,core,baseline-safe,,holonomic,fixed-list,,[111],1,fixed,80,,True,paper-cross-kinematics-v1,none,False,c71dd80adab5,a93a4e3054013f17,469d40c9c6771498611fbaf58fcce60ea474e4ab,paper_cross_kinematics_v1_issue1354-paper-compact-main-rvo2-20260526_20260526_062604,2026-05-26T04:26:04.690370Z
configs/scenarios/sets/paper_cross_kinematics_v1.yaml,ab8352ea8083,1,orca,orca,,,core,baseline-safe,,bicycle_drive,fixed-list,,[111],1,fixed,80,,True,paper-cross-kinematics-v1,none,False,c71dd80adab5,a93a4e3054013f17,469d40c9c6771498611fbaf58fcce60ea474e4ab,paper_cross_kinematics_v1_issue1354-paper-compact-main-rvo2-20260526_20260526_062604,2026-05-26T04:26:04.690370Z
configs/scenarios/sets/paper_cross_kinematics_v1.yaml,ab8352ea8083,1,orca,orca,,,core,baseline-safe,,differential_drive,fixed-list,,[111],1,fixed,80,,True,paper-cross-kinematics-v1,none,False,c71dd80adab5,a93a4e3054013f17,469d40c9c6771498611fbaf58fcce60ea474e4ab,paper_cross_kinematics_v1_issue1354-paper-compact-main-rvo2-20260526_20260526_062604,2026-05-26T04:26:04.690370Z
configs/scenarios/sets/paper_cross_kinematics_v1.yaml,ab8352ea8083,1,orca,orca,,,core,baseline-safe,,holonomic,fixed-list,,[111],1,fixed,80,,True,paper-cross-kinematics-v1,none,False,c71dd80adab5,a93a4e3054013f17,469d40c9c6771498611fbaf58fcce60ea474e4ab,paper_cross_kinematics_v1_issue1354-paper-compact-main-rvo2-20260526_20260526_062604,2026-05-26T04:26:04.690370Z
configs/scenarios/sets/paper_cross_kinematics_v1.yaml,ab8352ea8083,1,social_force,social_force,,,core,baseline-safe,,bicycle_drive,fixed-list,,[111],1,fixed,80,,True,paper-cross-kinematics-v1,none,False,c71dd80adab5,a93a4e3054013f17,469d40c9c6771498611fbaf58fcce60ea474e4ab,paper_cross_kinematics_v1_issue1354-paper-compact-main-rvo2-20260526_20260526_062604,2026-05-26T04:26:04.690370Z
configs/scenarios/sets/paper_cross_kinematics_v1.yaml,ab8352ea8083,1,social_force,social_force,,,core,baseline-safe,,differential_drive,fixed-list,,[111],1,fixed,80,,True,paper-cross-kinematics-v1,none,False,c71dd80adab5,a93a4e3054013f17,469d40c9c6771498611fbaf58fcce60ea474e4ab,paper_cross_kinematics_v1_issue1354-paper-compact-main-rvo2-20260526_20260526_062604,2026-05-26T04:26:04.690370Z
configs/scenarios/sets/paper_cross_kinematics_v1.yaml,ab8352ea8083,1,social_force,social_force,,,core,baseline-safe,,holonomic,fixed-list,,[111],1,fixed,80,,True,paper-cross-kinematics-v1,none,False,c71dd80adab5,a93a4e3054013f17,469d40c9c6771498611fbaf58fcce60ea474e4ab,paper_cross_kinematics_v1_issue1354-paper-compact-main-rvo2-20260526_20260526_062604,2026-05-26T04:26:04.690370Z
