episode_id,scenario_id,planner_key,kinematics,algo,seed,repeat_index,success,collision,near_miss,time_to_goal,snqi
classic_bottleneck_high--112--3eaec1ed533af7f4,classic_bottleneck_high,hybrid_rule_v3_fast_progress_static_escape_continuous,differential_drive,hybrid_rule_local_planner,112,0,1.0,0.0,0.0,0.6071428571428571,0.05382524153754416
classic_bottleneck_high--113--14a62c0ecc35d298,classic_bottleneck_high,hybrid_rule_v3_fast_progress_static_escape_continuous,differential_drive,hybrid_rule_local_planner,113,0,1.0,0.0,72.0,0.7571428571428571,-0.40216358689506815
classic_bottleneck_high--114--bbe76e28d5a50087,classic_bottleneck_high,hybrid_rule_v3_fast_progress_static_escape_continuous,differential_drive,hybrid_rule_local_planner,114,0,1.0,0.0,121.0,0.9678571428571429,-1.0102030139381823
classic_bottleneck_high--115--9959a2ce27310212,classic_bottleneck_high,hybrid_rule_v3_fast_progress_static_escape_continuous,differential_drive,hybrid_rule_local_planner,115,0,1.0,0.0,55.0,0.8535714285714285,-0.5295155287815354
classic_bottleneck_high--116--41f9558de1d12032,classic_bottleneck_high,hybrid_rule_v3_fast_progress_static_escape_continuous,differential_drive,hybrid_rule_local_planner,116,0,1.0,0.0,21.0,0.6321428571428571,-0.20838264017751326
classic_bottleneck_high--117--d7797aa4fb2359ef,classic_bottleneck_high,hybrid_rule_v3_fast_progress_static_escape_continuous,differential_drive,hybrid_rule_local_planner,117,0,1.0,0.0,0.0,0.5857142857142857,0.09921787287062553
classic_bottleneck_high--118--0137d8a8cbfe63a9,classic_bottleneck_high,hybrid_rule_v3_fast_progress_static_escape_continuous,differential_drive,hybrid_rule_local_planner,118,0,1.0,0.0,74.0,0.8571428571428571,-0.37713436822880164
classic_bottleneck_high--119--2de4947a6af64c28,classic_bottleneck_high,hybrid_rule_v3_fast_progress_static_escape_continuous,differential_drive,hybrid_rule_local_planner,119,0,1.0,0.0,55.0,0.8,-0.23613044402027167
classic_bottleneck_high--120--06e413c79461dde1,classic_bottleneck_high,hybrid_rule_v3_fast_progress_static_escape_continuous,differential_drive,hybrid_rule_local_planner,120,0,1.0,0.0,97.0,0.9071428571428571,-0.6719863998975786
classic_bottleneck_high--111--68f5e74f08fb7de9,classic_bottleneck_high,orca,differential_drive,orca,111,0,0.0,0.0,79.0,1.0,-1.4157129712043683
classic_bottleneck_high--112--0e52709bfeabd249,classic_bottleneck_high,orca,differential_drive,orca,112,0,0.0,0.0,81.0,1.0,-1.4084582484044095
classic_bottleneck_high--113--2342e4af8206ab44,classic_bottleneck_high,orca,differential_drive,orca,113,0,0.0,0.0,87.0,1.0,-1.408068115560645
classic_bottleneck_high--114--cad1a8436d009c36,classic_bottleneck_high,orca,differential_drive,orca,114,0,0.0,0.0,84.0,1.0,-1.4082103877362808
classic_bottleneck_high--115--619a41f0aca870ce,classic_bottleneck_high,orca,differential_drive,orca,115,0,0.0,0.0,83.0,1.0,-1.4078948169886947
classic_bottleneck_high--116--5199da022aeae056,classic_bottleneck_high,orca,differential_drive,orca,116,0,0.0,0.0,91.0,1.0,-1.4085725365840571
classic_bottleneck_high--117--ec9e82598f3c2820,classic_bottleneck_high,orca,differential_drive,orca,117,0,0.0,0.0,90.0,1.0,-1.4072385219242722
classic_bottleneck_high--118--9c63dde274797e50,classic_bottleneck_high,orca,differential_drive,orca,118,0,0.0,0.0,70.0,1.0,-1.4070894100729507
classic_bottleneck_high--119--e6f064f31d1d947b,classic_bottleneck_high,orca,differential_drive,orca,119,0,1.0,0.0,114.0,0.9535714285714286,-1.221532125436049
classic_bottleneck_high--120--788c497cc7fecf88,classic_bottleneck_high,orca,differential_drive,orca,120,0,0.0,0.0,72.0,1.0,-1.4068576254813043
classic_bottleneck_high--111--fdfdc24b7519e965,classic_bottleneck_high,ppo,differential_drive,ppo,111,0,0.0,1.0,0.0,1.0,-0.318804888806281
classic_bottleneck_high--112--ec3ea135bb640c16,classic_bottleneck_high,ppo,differential_drive,ppo,112,0,0.0,1.0,0.0,1.0,-0.3298716961862126
classic_bottleneck_high--113--26009be1d96b222b,classic_bottleneck_high,ppo,differential_drive,ppo,113,0,0.0,1.0,0.0,1.0,-0.3595922806576599
classic_bottleneck_high--114--09c97a22ab6f0a91,classic_bottleneck_high,ppo,differential_drive,ppo,114,0,0.0,1.0,0.0,1.0,-0.3582526349556641
classic_bottleneck_high--115--d97fb41c73cf1822,classic_bottleneck_high,ppo,differential_drive,ppo,115,0,0.0,1.0,0.0,1.0,-0.37510362678991027
classic_bottleneck_high--116--2c04865adbbb747f,classic_bottleneck_high,ppo,differential_drive,ppo,116,0,0.0,1.0,0.0,1.0,-0.33678843631369226
classic_bottleneck_high--117--f23e709d695a5dd0,classic_bottleneck_high,ppo,differential_drive,ppo,117,0,0.0,1.0,0.0,1.0,-0.3353101035121771
classic_bottleneck_high--118--9c5104350f82540e,classic_bottleneck_high,ppo,differential_drive,ppo,118,0,0.0,1.0,0.0,1.0,-0.40452431361607644
classic_bottleneck_high--119--05ce37433be2e034,classic_bottleneck_high,ppo,differential_drive,ppo,119,0,0.0,1.0,0.0,1.0,-0.3989989916975242
classic_bottleneck_high--120--f5f65a04382cdc9a,classic_bottleneck_high,ppo,differential_drive,ppo,120,0,0.0,1.0,0.0,1.0,-0.38173581767244136
classic_bottleneck_high--111--bd96467ed21e7a49,classic_bottleneck_high,prediction_planner,differential_drive,prediction_planner,111,0,1.0,0.0,89.0,0.7392857142857143,-0.19312231784830244
classic_bottleneck_high--112--08171f64eb81afe5,classic_bottleneck_high,prediction_planner,differential_drive,prediction_planner,112,0,1.0,0.0,74.0,0.6535714285714286,-0.18773969628249162
classic_bottleneck_high--113--22854acbfb54237e,classic_bottleneck_high,prediction_planner,differential_drive,prediction_planner,113,0,0.0,1.0,0.0,1.0,-0.19974641644114027
classic_bottleneck_high--114--8fadf30b74f26d5a,classic_bottleneck_high,prediction_planner,differential_drive,prediction_planner,114,0,0.0,1.0,0.0,1.0,-0.19974641644114027
classic_bottleneck_high--115--9de1bfd9256f1b28,classic_bottleneck_high,prediction_planner,differential_drive,prediction_planner,115,0,1.0,0.0,124.0,0.8714285714285714,-0.20899347344581826
classic_bottleneck_high--116--02da1ed61d1eb72e,classic_bottleneck_high,prediction_planner,differential_drive,prediction_planner,116,0,1.0,0.0,51.0,0.5607142857142857,-0.17455563363675655
classic_bottleneck_high--117--078aa1abbe5ebc1c,classic_bottleneck_high,prediction_planner,differential_drive,prediction_planner,117,0,1.0,0.0,43.0,0.5785714285714286,-0.17990343228710717
classic_bottleneck_high--118--a78e52abaa75b818,classic_bottleneck_high,prediction_planner,differential_drive,prediction_planner,118,0,1.0,0.0,101.0,0.775,-0.20205748237454932
classic_bottleneck_high--119--0954577b1bb4d9ca,classic_bottleneck_high,prediction_planner,differential_drive,prediction_planner,119,0,0.0,1.0,0.0,1.0,-0.19974641644114027
classic_bottleneck_high--120--b325834358272bc7,classic_bottleneck_high,prediction_planner,differential_drive,prediction_planner,120,0,1.0,0.0,52.0,0.5964285714285714,-0.17488194124771175
classic_bottleneck_high--111--4294338080c19817,classic_bottleneck_high,sacadrl,differential_drive,sacadrl,111,0,0.0,1.0,0.0,1.0,-0.19974641644114027
classic_bottleneck_high--112--686466352483bc75,classic_bottleneck_high,sacadrl,differential_drive,sacadrl,112,0,0.0,1.0,0.0,1.0,-0.19974641644114027
classic_bottleneck_high--113--f43dc6fe1af0ad6d,classic_bottleneck_high,sacadrl,differential_drive,sacadrl,113,0,0.0,1.0,0.0,1.0,-0.21084766037140934
classic_bottleneck_high--114--ade60447a62674d5,classic_bottleneck_high,sacadrl,differential_drive,sacadrl,114,0,0.0,1.0,0.0,1.0,-0.2953661877667773
classic_bottleneck_high--115--2914cd0c74a2c60d,classic_bottleneck_high,sacadrl,differential_drive,sacadrl,115,0,0.0,1.0,0.0,1.0,-0.2289485503649915
classic_bottleneck_high--116--2bfe312ff7b3634d,classic_bottleneck_high,sacadrl,differential_drive,sacadrl,116,0,0.0,1.0,0.0,1.0,-0.19974641644114027
classic_bottleneck_high--117--9ca7b36ca2f01011,classic_bottleneck_high,sacadrl,differential_drive,sacadrl,117,0,0.0,1.0,0.0,1.0,-0.234917445812314
classic_bottleneck_high--118--6f4bc78caa67cbb9,classic_bottleneck_high,sacadrl,differential_drive,sacadrl,118,0,0.0,1.0,0.0,1.0,-0.6218097836486283
classic_bottleneck_high--119--4cc72d51e871e63c,classic_bottleneck_high,sacadrl,differential_drive,sacadrl,119,0,0.0,1.0,0.0,1.0,-0.3432634062518968
classic_bottleneck_high--120--db5b7da5eaa2f263,classic_bottleneck_high,sacadrl,differential_drive,sacadrl,120,0,0.0,1.0,0.0,1.0,-0.19974641644114027
classic_bottleneck_high--111--38b32ebd3407bc8e,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v1,differential_drive,hybrid_rule_local_planner,111,0,1.0,0.0,35.0,0.6285714285714286,-0.19336770593158387
