component,metric_name,configured_weight,configured_weight_share,calibrated_weight,delta,mean_abs_contribution,mean_abs_score_delta_if_ablated,episode_rank_correlation_if_ablated,planner_rank_correlation_if_ablated,planner_order_changed_if_ablated,sensitivity_rank
w_success,success,0.19045845847432735,0.19045845847432738,0.09970246799236013,-0.09075599048196722,0.10951361362274296,0.10951361362273823,0.9129910603517342,0.7412587412587412,True,1
w_time,time_to_goal_norm,0.09491099136070058,0.0949109913607006,0.06919633264464112,-0.025714658716059463,0.07584447012473602,0.07584447012473655,0.9861579734171876,1.0,False,5
w_collisions,collisions,0.10483542508043969,0.1048354250804397,0.05627426243808449,-0.0485611626423552,0.0276831044353032,0.027683104435303606,0.9634445092448987,0.8741258741258742,True,3
w_near,near_misses,0.30825830332144416,0.3082583033214442,0.3290881443390048,0.020829841017560635,0.09257942826605044,0.09257942826605012,0.8034913030709266,0.8321678321678322,True,2
w_comfort,comfort_exposure,0.17983060763794978,0.1798306076379498,0.07735011794490737,-0.10248048969304241,0.005099068532881192,0.005099068532881182,0.9945890527532675,1.0,False,7
w_force_exceed,force_exceed_events,0.0692114485473155,0.06921144854731551,0.16409741663144006,0.09488596808412457,0.011643874756845871,0.011643874756845881,0.9885616430696091,1.0,False,6
w_jerk,jerk_mean,0.05249476557782281,0.052494765577822816,0.20429125800956188,0.15179649243173907,0.015086831628773747,0.0150868316287738,0.9810418807243502,0.986013986013986,True,4
