# AI-GENERATED NEEDS-REVIEW
step,time_s,robot_x_m,robot_y_m,robot_heading_rad,executed_vx_m_s,executed_vy_m_s,executed_speed_m_s,commanded_linear_velocity_m_s,commanded_angular_velocity_rad_s,nearest_pedestrian_id,min_robot_ped_distance_m,pedestrian_count,pedestrian_positions_json
0,0.1,12.751636322673919,20.520221757708487,0.02612498588860035,0.03969609330246371,0.0010117356471894823,0.039708984279350414,0.794179685587153,0.2573877162028768,3,7.197649627548449,4,"[{""id"":""0"",""x_m"":21.08805351745245,""y_m"":27.37052850294156},{""id"":""1"",""x_m"":19.601621989076648,""y_m"":27.73658195013104},{""id"":""2"",""x_m"":20.747083223504106,""y_m"":29.15502987780151},{""id"":""3"",""x_m"":18.67788412803846,""y_m"":16.43540265395857}]"
1,0.2,12.764573187709585,20.520579009591053,0.029091035947203636,0.12936865035666045,0.0035725188256563456,0.1294179685587111,1.1154815153332105,0.10417335926476734,3,7.252127233886391,4,"[{""id"":""0"",""x_m"":21.09299624308436,""y_m"":27.40950085309876},{""id"":""1"",""x_m"":19.641057430798327,""y_m"":27.758941322340153},{""id"":""2"",""x_m"":20.75213581411664,""y_m"":29.105001570622537},{""id"":""3"",""x_m"":18.733110812947455,""y_m"":16.401124187336467}]"
2,0.30000000000000004,12.787370070201883,20.52128087399115,0.03246499225497246,0.227968824922975,0.007018644000957863,0.2280768434111061,1.1525954656064266,0.03672873281992395,3,7.298557469722877,4,"[{""id"":""0"",""x_m"":21.096160319565524,""y_m"":27.445765443726433},{""id"":""1"",""x_m"":19.670845349559713,""y_m"":27.77364436013355},{""id"":""2"",""x_m"":20.74659562761075,""y_m"":29.040238106126882},{""id"":""3"",""x_m"":18.789406356921642,""y_m"":16.368630930672197}]"
3,0.4,12.820024345659059,20.522403634098396,0.03627442941069603,0.3265427545717614,0.011227601072469895,0.3267357182634861,1.2950347096560253,0.11784661097216098,3,7.337042936262485,4,"[{""id"":""0"",""x_m"":21.097933598393084,""y_m"":27.47746874030622},{""id"":""1"",""x_m"":19.69175205268919,""y_m"":27.782190699891643},{""id"":""2"",""x_m"":20.735797802295025,""y_m"":28.97614124997581},{""id"":""3"",""x_m"":18.846220269862417,""y_m"":16.337052784805824}]"
4,0.5,12.862619368680464,20.524044488393645,0.04073191061615944,0.4259502302140561,0.016408542952497385,0.42626615969512677,1.3673445468961343,0.08795099776815274,3,7.367659919200534,4,"[{""id"":""0"",""x_m"":21.0974897328568,""y_m"":27.504134914221833},{""id"":""1"",""x_m"":19.70593744198371,""y_m"":27.785850991191086},{""id"":""2"",""x_m"":20.72196260603604,""y_m"":28.91263072057733},{""id"":""3"",""x_m"":18.90320017501995,""y_m"":16.305775150492494}]"
5,0.6000000000000001,12.91450256282004,20.526268509743257,0.04494749754667282,0.5188319413957565,0.0222402134961186,0.5193083963396342,1.3460325053845232,-0.04718000779411202,3,7.391077401283598,4,"[{""id"":""0"",""x_m"":21.094868259608347,""y_m"":27.525417404854238},{""id"":""1"",""x_m"":19.714971806345595,""y_m"":27.78542309081516},{""id"":""2"",""x_m"":20.70599519431912,""y_m"":28.84962245315898},{""id"":""3"",""x_m"":18.960105021453547,""y_m"":16.274361165511777}]"
6,0.7000000000000001,12.975626460666827,20.529134099511325,0.048747219145298004,0.611238978467874,0.02865589768067167,0.6119103278016602,1.54462291653521,0.048318396368318695,3,7.407465289633718,4,"[{""id"":""0"",""x_m"":21.090315584073753,""y_m"":27.541181382965792},{""id"":""1"",""x_m"":19.719967128342,""y_m"":27.781455865619023},{""id"":""2"",""x_m"":20.68839394509147,""y_m"":28.78705092588318},{""id"":""3"",""x_m"":19.016758426801616,""y_m"":16.242495954662523}]"
7,0.8,13.046635191838337,20.532736417683935,0.05262714996933937,0.7100873117150996,0.03602318172610808,0.7110004640507974,1.6788411665746668,0.04371809878244992,3,7.416457483597894,4,"[{""id"":""0"",""x_m"":21.084089370167224,""y_m"":27.5514757220913},{""id"":""1"",""x_m"":19.72172511553559,""y_m"":27.774350858878606},{""id"":""2"",""x_m"":20.669501067926895,""y_m"":28.724857202787963},{""id"":""3"",""x_m"":19.07302251932171,""y_m"":16.209948268218014}]"
8,0.9,13.12761437455403,20.537162419672693,0.05657628923654556,0.8097918271569249,0.04426001988758088,0.811000464050792,1.862674993293962,0.047722161343408454,3,7.418154012490264,4,"[{""id"":""0"",""x_m"":21.076413464280023,""y_m"":27.556483662475266},{""id"":""1"",""x_m"":19.720835837855436,""y_m"":27.764413975511413},{""id"":""2"",""x_m"":20.649577774330847,""y_m"":28.66298586554457},{""id"":""3"",""x_m"":19.128782590868195,""y_m"":16.176544459735585}]"
9,1.0,13.218557913755369,20.54250012822057,0.06067430600523949,0.9094353920133891,0.053377085478771846,0.91100046405079,2.0,0.06103594947002611,3,7.412747738498671,4,"[{""id"":""0"",""x_m"":21.067476138717247,""y_m"":27.556479470784385},{""id"":""1"",""x_m"":19.717740600677004,""y_m"":27.75188611248911},{""id"":""2"",""x_m"":20.62883279843263,""y_m"":28.60138516769964},{""id"":""3"",""x_m"":19.18393765607015,""y_m"":16.142150873377542}]"
10,1.1,13.319458111041595,20.548853833494665,0.06510002166032791,1.009001972862258,0.06353705274094068,1.0110004640508004,2.0,0.08646425680071546,3,7.400464548921785,4,"[{""id"":""0"",""x_m"":21.05743745245525,""y_m"":27.55179531756392},{""id"":""1"",""x_m"":19.71277452209722,""y_m"":27.736963431033498},{""id"":""2"",""x_m"":20.607437232789472,""y_m"":28.540007404863175},{""id"":""3"",""x_m"":19.23839434558835,""y_m"":16.1066618755512}]"
11,1.2000000000000002,13.430001629676934,20.55631521952387,0.06969007849693298,1.1054351863533896,0.07461386029206096,1.1079504408482521,2.0,0.03491797889111736,3,9.336311582638245,4,"[{""id"":""0"",""x_m"":21.053704507159107,""y_m"":27.546803431042502},{""id"":""1"",""x_m"":19.746394183730246,""y_m"":27.740874631903612},{""id"":""2"",""x_m"":20.58862416781144,""y_m"":28.486906774452603},{""id"":""3"",""x_m"":19.35910982694435,""y_m"":27.76827680796854}]"
