component,metric_name,configured_weight,configured_weight_share,calibrated_weight,delta,mean_abs_contribution,mean_abs_score_delta_if_ablated,episode_rank_correlation_if_ablated,planner_rank_correlation_if_ablated,planner_order_changed_if_ablated,sensitivity_rank
w_success,success,0.19045845847432735,0.19045845847432738,0.23557343917949486,0.04511498070516751,0.0,0.0,1.0,1.0,False,7
w_time,time_to_goal_norm,0.09491099136070058,0.0949109913607006,0.06984617478004373,-0.025064816580656846,0.09491099136070062,0.09491099136070058,1.0,1.0,False,4
w_collisions,collisions,0.10483542508043969,0.1048354250804397,0.0632874958623125,-0.041547929218127194,0.004992163099068557,0.004992163099068557,0.9868073878627969,0.987012987012987,True,3
w_near,near_misses,0.30825830332144416,0.3082583033214442,0.3082109218176986,-4.738150374555827e-05,0.1153347393379553,0.1153347393379553,0.5027942630441978,0.42077922077922075,True,1
w_comfort,comfort_exposure,0.17983060763794978,0.1798306076379498,0.06928413309940121,-0.11054647453854857,0.003716424107304747,0.0037164241073047457,1.0,1.0,False,6
w_force_exceed,force_exceed_events,0.0692114485473155,0.06921144854731551,0.20203095660789128,0.1328195080605758,0.005582653284185797,0.005582653284185797,1.0,1.0,False,5
w_jerk,jerk_mean,0.05249476557782281,0.052494765577822816,0.0517668786531577,-0.0007278869246651123,0.004077739380026939,0.004077739380026939,0.965090814509101,0.9415584415584416,True,2
