planner_key,algo,scenario_family,scenario_id,use_case,context,speed_regime,maneuver_type,episodes,success_mean,collisions_mean,ped_collision_count_mean,obstacle_collision_count_mean,total_collision_count_mean,near_misses_mean,time_to_goal_norm_mean,path_efficiency_mean,comfort_exposure_mean,jerk_mean,snqi_mean
prediction_planner,prediction_planner,doorway,classic_doorway_medium,,,,,3,0.6667,0.3333,0.0000,0.3333,0.3333,15.3333,0.4428,1.0000,0.0066,,'-0.3202
prediction_planner,prediction_planner,group_crossing,classic_group_crossing_high,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,12.6667,0.5011,1.0000,0.0505,,'-0.1536
prediction_planner,prediction_planner,group_crossing,classic_group_crossing_low,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2283,1.0000,0.0186,,0.1584
prediction_planner,prediction_planner,group_crossing,classic_group_crossing_medium,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.2389,1.0000,0.0047,,0.0770
prediction_planner,prediction_planner,head_on_corridor,classic_head_on_corridor_low,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,5.0000,0.5656,1.0000,0.0153,,'-0.0458
prediction_planner,prediction_planner,head_on_corridor,classic_head_on_corridor_medium,,,,,3,0.3333,0.6667,0.6667,0.0000,0.6667,6.3333,0.7900,1.0000,0.0146,,'-0.1850
prediction_planner,prediction_planner,merging,classic_merging_low,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9033,0.0079,,'-0.3050
prediction_planner,prediction_planner,merging,classic_merging_medium,,,,,3,0.0000,1.0000,0.3333,0.6667,1.0000,4.0000,1.0000,0.9544,0.0196,,'-0.3719
prediction_planner,prediction_planner,overtaking,classic_overtaking_low,,,,,3,0.3333,0.6667,0.0000,0.6667,0.6667,0.0000,0.8022,0.9853,0.0174,,'-0.1506
prediction_planner,prediction_planner,overtaking,classic_overtaking_medium,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,7.0000,1.0000,1.0000,0.0114,,'-0.3794
prediction_planner,prediction_planner,bottleneck,classic_realworld_double_bottleneck_high,,,,,3,0.3333,0.6667,0.6667,0.0000,0.6667,83.6667,0.8806,1.0000,0.0081,,'-0.4237
prediction_planner,prediction_planner,station_platform,classic_station_platform_medium,,,,,3,0.0000,0.6667,0.6667,0.0000,0.6667,45.0000,1.0000,0.9862,0.0123,,'-0.3820
prediction_planner,prediction_planner,t_intersection,classic_t_intersection_low,,,,,3,0.6667,0.3333,0.0000,0.3333,0.3333,0.0000,0.5244,0.9833,0.0267,,'-0.0225
prediction_planner,prediction_planner,t_intersection,classic_t_intersection_medium,,,,,3,0.6667,0.3333,0.0000,0.3333,0.3333,0.0000,0.5244,0.9833,0.0214,,'-0.0285
prediction_planner,prediction_planner,crossing,classic_urban_crossing_medium,,,,,3,0.3333,0.6667,0.0000,0.6667,0.6667,0.0000,0.7850,1.0000,0.0092,,'-0.0887
prediction_planner,prediction_planner,accompanying_peer,francis2023_accompanying_peer,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3706,1.0000,0.0045,,0.1545
prediction_planner,prediction_planner,blind_corner,francis2023_blind_corner,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.2018
prediction_planner,prediction_planner,circular_crossing,francis2023_circular_crossing,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,0.3333,0.4361,1.0000,0.2406,,'-0.0126
prediction_planner,prediction_planner,crowd_navigation,francis2023_crowd_navigation,,,,,3,0.3333,0.6667,0.6667,0.0000,0.6667,34.0000,0.7822,1.0000,0.0722,,'-0.3200
prediction_planner,prediction_planner,down_path,francis2023_down_path,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3700,1.0000,0.0000,,0.1553
prediction_planner,prediction_planner,entering_elevator,francis2023_entering_elevator,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1228,1.0000,0.0000,,0.1788
prediction_planner,prediction_planner,entering_room,francis2023_entering_room,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1844,1.0000,0.0000,,0.1730
prediction_planner,prediction_planner,exiting_elevator,francis2023_exiting_elevator,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,33.6667,0.1450,1.0000,0.0000,,'-0.1316
prediction_planner,prediction_planner,exiting_room,francis2023_exiting_room,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1872,1.0000,0.0000,,0.1727
prediction_planner,prediction_planner,following_human,francis2023_following_human,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,8.6667,0.3867,1.0000,0.0043,,0.0258
prediction_planner,prediction_planner,frontal_approach,francis2023_frontal_approach,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,5.3333,1.0000,1.0000,0.0000,,'-0.2780
prediction_planner,prediction_planner,intersection_no_gesture,francis2023_intersection_no_gesture,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2472,1.0000,0.0000,,0.1670
prediction_planner,prediction_planner,intersection_proceed,francis2023_intersection_proceed,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2472,1.0000,0.0000,,0.1670
prediction_planner,prediction_planner,intersection_wait,francis2023_intersection_wait,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2472,1.0000,0.0000,,0.1670
prediction_planner,prediction_planner,join_group,francis2023_join_group,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,6.3333,1.0000,1.0000,0.0141,,'-0.2990
prediction_planner,prediction_planner,leading_human,francis2023_leading_human,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3661,1.0000,0.0045,,0.1549
prediction_planner,prediction_planner,leave_group,francis2023_leave_group,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,14.3333,1.0000,1.0000,0.0152,,'-0.4162
prediction_planner,prediction_planner,narrow_doorway,francis2023_narrow_doorway,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.1997
prediction_planner,prediction_planner,narrow_hallway,francis2023_narrow_hallway,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,6.3333,1.0000,1.0000,0.0178,,'-0.2973
prediction_planner,prediction_planner,parallel_traffic,francis2023_parallel_traffic,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,43.0000,0.4722,1.0000,0.0372,,'-0.1358
prediction_planner,prediction_planner,pedestrian_obstruction,francis2023_pedestrian_obstruction,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,20.6667,1.0000,1.0000,0.0900,,'-0.4436
prediction_planner,prediction_planner,pedestrian_overtaking,francis2023_pedestrian_overtaking,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4133,1.0000,0.0227,,0.1405
prediction_planner,prediction_planner,perpendicular_traffic,francis2023_perpendicular_traffic,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,11.0000,0.5150,1.0000,0.0101,,'-0.1138
prediction_planner,prediction_planner,robot_crowding,francis2023_robot_crowding,,,,,3,0.3333,0.6667,0.6667,0.0000,0.6667,32.0000,0.7417,1.0000,0.1941,,'-0.4228
prediction_planner,prediction_planner,robot_overtaking,francis2023_robot_overtaking,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,36.6667,1.0000,1.0000,0.3039,,'-0.5880
sacadrl,sacadrl,bottleneck,classic_bottleneck_high,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.3796
sacadrl,sacadrl,bottleneck,classic_bottleneck_low,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3694,1.0000,0.0000,,0.0992
sacadrl,sacadrl,bottleneck,classic_bottleneck_medium,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.3032
sacadrl,sacadrl,cross_trap,classic_cross_trap_high,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,6.0000,1.0000,1.0000,0.3912,,'-0.4179
sacadrl,sacadrl,cross_trap,classic_cross_trap_low,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,4.6667,0.8450,0.9816,0.0265,,'-0.2243
sacadrl,sacadrl,cross_trap,classic_cross_trap_medium,,,,,3,0.0000,1.0000,0.6667,0.3333,1.0000,6.0000,1.0000,1.0000,0.1721,,'-0.4033
sacadrl,sacadrl,doorway,classic_doorway_high,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,4.3333,1.0000,1.0000,0.0103,,'-0.4458
sacadrl,sacadrl,doorway,classic_doorway_low,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,4.3333,1.0000,1.0000,0.0493,,'-0.4065
sacadrl,sacadrl,doorway,classic_doorway_medium,,,,,3,0.0000,1.0000,0.3333,0.6667,1.0000,6.3333,1.0000,1.0000,0.0095,,'-0.4109
sacadrl,sacadrl,group_crossing,classic_group_crossing_high,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,10.6667,0.5594,1.0000,0.0315,,'-0.2754
sacadrl,sacadrl,group_crossing,classic_group_crossing_low,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,9.6667,0.3383,1.0000,0.0130,,'-0.1129
sacadrl,sacadrl,group_crossing,classic_group_crossing_medium,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,10.3333,0.5606,1.0000,0.0065,,'-0.2615
sacadrl,sacadrl,head_on_corridor,classic_head_on_corridor_low,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,6.3333,0.6744,1.0000,0.0107,,'-0.2435
sacadrl,sacadrl,head_on_corridor,classic_head_on_corridor_medium,,,,,3,0.3333,0.6667,0.6667,0.0000,0.6667,11.6667,0.8333,1.0000,0.0078,,'-0.4167
sacadrl,sacadrl,merging,classic_merging_low,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,14.6667,1.0000,1.0000,0.0133,,'-0.5896
sacadrl,sacadrl,merging,classic_merging_medium,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,20.3333,1.0000,0.9946,0.0115,,'-0.6581
sacadrl,sacadrl,overtaking,classic_overtaking_low,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0111,,'-0.3944
sacadrl,sacadrl,overtaking,classic_overtaking_medium,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,2.6667,1.0000,0.9952,0.0056,,'-0.4317
sacadrl,sacadrl,bottleneck,classic_realworld_double_bottleneck_high,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.4501
sacadrl,sacadrl,station_platform,classic_station_platform_medium,,,,,3,0.0000,1.0000,0.6667,0.3333,1.0000,4.6667,1.0000,0.9523,0.0118,,'-0.7121
sacadrl,sacadrl,t_intersection,classic_t_intersection_low,,,,,3,0.3333,0.6667,0.0000,0.6667,0.6667,0.0000,0.8178,0.9901,0.0304,,'-0.2805
sacadrl,sacadrl,t_intersection,classic_t_intersection_medium,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0207,,'-0.4103
sacadrl,sacadrl,crossing,classic_urban_crossing_medium,,,,,3,0.0000,1.0000,0.3333,0.6667,1.0000,3.3333,1.0000,1.0000,0.0118,,'-0.7961
sacadrl,sacadrl,accompanying_peer,francis2023_accompanying_peer,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0194,,'-0.4663
sacadrl,sacadrl,blind_corner,francis2023_blind_corner,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,13.0000,1.0000,1.0000,0.0000,,'-0.6647
sacadrl,sacadrl,circular_crossing,francis2023_circular_crossing,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,0.3333,0.4822,1.0000,0.2358,,'-0.1113
sacadrl,sacadrl,crowd_navigation,francis2023_crowd_navigation,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,11.3333,0.5917,1.0000,0.0380,,'-0.2723
sacadrl,sacadrl,down_path,francis2023_down_path,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.4439
sacadrl,sacadrl,entering_elevator,francis2023_entering_elevator,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.4337
sacadrl,sacadrl,entering_room,francis2023_entering_room,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.3767
sacadrl,sacadrl,exiting_elevator,francis2023_exiting_elevator,,,,,3,0.6667,0.3333,0.0000,0.3333,0.3333,9.0000,0.4500,1.0000,0.0000,,'-0.2545
sacadrl,sacadrl,exiting_room,francis2023_exiting_room,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2694,1.0000,0.0000,,0.1174
sacadrl,sacadrl,following_human,francis2023_following_human,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0197,,'-0.5333
sacadrl,sacadrl,frontal_approach,francis2023_frontal_approach,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.6742
sacadrl,sacadrl,intersection_no_gesture,francis2023_intersection_no_gesture,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3872,1.0000,0.0000,,0.0391
sacadrl,sacadrl,intersection_proceed,francis2023_intersection_proceed,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3878,1.0000,0.0000,,0.0320
sacadrl,sacadrl,intersection_wait,francis2023_intersection_wait,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3878,1.0000,0.0000,,0.0326
sacadrl,sacadrl,join_group,francis2023_join_group,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,6.6667,1.0000,1.0000,0.0138,,'-0.5364
sacadrl,sacadrl,leading_human,francis2023_leading_human,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0191,,'-0.4610
sacadrl,sacadrl,leave_group,francis2023_leave_group,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,6.6667,1.0000,1.0000,0.0140,,'-0.5438
sacadrl,sacadrl,narrow_doorway,francis2023_narrow_doorway,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.4882
sacadrl,sacadrl,narrow_hallway,francis2023_narrow_hallway,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,6.0000,1.0000,1.0000,0.0136,,'-0.5552
sacadrl,sacadrl,parallel_traffic,francis2023_parallel_traffic,,,,,3,0.6667,0.3333,0.0000,0.3333,0.3333,0.0000,0.7083,1.0000,0.0378,,'-0.1530
sacadrl,sacadrl,pedestrian_obstruction,francis2023_pedestrian_obstruction,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.7622
sacadrl,sacadrl,pedestrian_overtaking,francis2023_pedestrian_overtaking,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,23.6667,0.5661,1.0000,0.0166,,'-0.1981
sacadrl,sacadrl,perpendicular_traffic,francis2023_perpendicular_traffic,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,13.3333,0.5917,1.0000,0.0071,,'-0.3928
sacadrl,sacadrl,robot_crowding,francis2023_robot_crowding,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,15.0000,1.0000,1.0000,0.1381,,'-0.6573
sacadrl,sacadrl,robot_overtaking,francis2023_robot_overtaking,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5850,0.9991,0.0000,,'-0.0519
social_force,social_force,bottleneck,classic_bottleneck_high,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,3.6667,1.0000,0.1478,0.0000,,'-1.0393
social_force,social_force,bottleneck,classic_bottleneck_low,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1194,0.0000,,'-0.8724
social_force,social_force,bottleneck,classic_bottleneck_medium,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,35.6667,1.0000,0.1233,0.0233,,'-1.3062
social_force,social_force,cross_trap,classic_cross_trap_high,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,5.3333,1.0000,1.0000,0.3914,,'-0.3772
social_force,social_force,cross_trap,classic_cross_trap_low,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,23.6667,1.0000,0.2828,0.0037,,'-1.1571
social_force,social_force,cross_trap,classic_cross_trap_medium,,,,,3,0.0000,0.6667,0.6667,0.0000,0.6667,20.3333,1.0000,0.7633,0.1732,,'-0.7184
social_force,social_force,doorway,classic_doorway_high,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,41.0000,1.0000,0.4098,0.0023,,'-1.3490
social_force,social_force,doorway,classic_doorway_low,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,16.3333,1.0000,0.4351,0.0047,,'-1.2811
social_force,social_force,doorway,classic_doorway_medium,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,30.3333,1.0000,0.4647,0.0019,,'-1.2836
social_force,social_force,group_crossing,classic_group_crossing_high,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2638,0.0200,,'-1.1508
social_force,social_force,group_crossing,classic_group_crossing_low,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2638,0.0063,,'-1.1045
social_force,social_force,group_crossing,classic_group_crossing_medium,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2699,0.0069,,'-1.1093
social_force,social_force,head_on_corridor,classic_head_on_corridor_low,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,6.3333,0.6389,1.0000,0.0119,,'-0.0717
social_force,social_force,head_on_corridor,classic_head_on_corridor_medium,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,14.0000,1.0000,1.0000,0.0100,,'-0.3813
social_force,social_force,merging,classic_merging_low,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.4702,0.0029,,'-1.1041
social_force,social_force,merging,classic_merging_medium,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.4715,0.0060,,'-1.1404
social_force,social_force,overtaking,classic_overtaking_low,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2814,0.0054,,'-1.1085
social_force,social_force,overtaking,classic_overtaking_medium,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2722,0.0029,,'-1.1093
social_force,social_force,bottleneck,classic_realworld_double_bottleneck_high,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,8.3333,1.0000,0.1541,0.0002,,'-0.9808
social_force,social_force,station_platform,classic_station_platform_medium,,,,,3,0.0000,0.3333,0.3333,0.0000,0.3333,11.3333,1.0000,0.5624,0.0106,,'-1.1206
social_force,social_force,t_intersection,classic_t_intersection_low,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.1058,,'-0.8582
social_force,social_force,t_intersection,classic_t_intersection_medium,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0568,,'-0.8494
social_force,social_force,crossing,classic_urban_crossing_medium,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0160,,'-0.9232
social_force,social_force,accompanying_peer,francis2023_accompanying_peer,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,9.0000,1.0000,0.8836,0.0470,,'-0.9736
social_force,social_force,blind_corner,francis2023_blind_corner,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.6977
social_force,social_force,circular_crossing,francis2023_circular_crossing,,,,,3,0.0000,0.3333,0.3333,0.0000,0.3333,0.3333,1.0000,0.6193,0.2278,,'-0.8627
social_force,social_force,crowd_navigation,francis2023_crowd_navigation,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,18.0000,1.0000,1.0000,0.0616,,'-0.5036
social_force,social_force,down_path,francis2023_down_path,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.6288,0.0000,,'-0.8370
social_force,social_force,entering_elevator,francis2023_entering_elevator,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1778,0.0000,,'-0.8948
social_force,social_force,entering_room,francis2023_entering_room,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3482,0.0000,,'-1.0968
social_force,social_force,exiting_elevator,francis2023_exiting_elevator,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.8661
social_force,social_force,exiting_room,francis2023_exiting_room,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1099,0.0000,,'-0.8379
social_force,social_force,following_human,francis2023_following_human,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,35.3333,1.0000,0.8688,0.1103,,'-1.3142
social_force,social_force,frontal_approach,francis2023_frontal_approach,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,7.3333,1.0000,0.6922,0.0034,,'-1.0012
social_force,social_force,intersection_no_gesture,francis2023_intersection_no_gesture,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9634,0.0000,,'-0.8659
social_force,social_force,intersection_proceed,francis2023_intersection_proceed,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9634,0.0000,,'-0.8659
social_force,social_force,intersection_wait,francis2023_intersection_wait,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9634,0.0000,,'-0.8659
social_force,social_force,join_group,francis2023_join_group,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,5.3333,1.0000,1.0000,0.0126,,'-0.2831
social_force,social_force,leading_human,francis2023_leading_human,,,,,3,0.0000,0.6667,0.6667,0.0000,0.6667,54.6667,1.0000,0.8772,0.0553,,'-0.9294
social_force,social_force,leave_group,francis2023_leave_group,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,9.3333,1.0000,1.0000,0.0069,,'-0.3394
social_force,social_force,narrow_doorway,francis2023_narrow_doorway,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.4363,0.0000,,'-0.8035
social_force,social_force,narrow_hallway,francis2023_narrow_hallway,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0732,,'-0.7013
social_force,social_force,parallel_traffic,francis2023_parallel_traffic,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,8.0000,1.0000,1.0000,0.1159,,'-0.7887
social_force,social_force,pedestrian_obstruction,francis2023_pedestrian_obstruction,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.6386,0.0000,,'-0.7823
social_force,social_force,pedestrian_overtaking,francis2023_pedestrian_overtaking,,,,,3,0.0000,0.3333,0.3333,0.0000,0.3333,1.6667,1.0000,0.7563,0.0285,,'-0.8063
social_force,social_force,perpendicular_traffic,francis2023_perpendicular_traffic,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9634,0.0162,,'-0.8749
social_force,social_force,robot_crowding,francis2023_robot_crowding,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,11.3333,1.0000,1.0000,0.2082,,'-0.4728
social_force,social_force,robot_overtaking,francis2023_robot_overtaking,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,2.3333,1.0000,0.6391,0.0000,,'-0.8184
socnav_sampling,socnav_sampling,bottleneck,classic_bottleneck_high,,,,,3,0.0000,1.0000,0.6667,0.3333,1.0000,2.0000,1.0000,1.0000,0.0000,,'-0.2573
socnav_sampling,socnav_sampling,bottleneck,classic_bottleneck_low,,,,,3,0.6667,0.3333,0.0000,0.3333,0.3333,0.0000,0.4661,1.0000,0.0000,,0.0214
socnav_sampling,socnav_sampling,bottleneck,classic_bottleneck_medium,,,,,3,0.0000,1.0000,0.6667,0.3333,1.0000,1.6667,1.0000,1.0000,0.0032,,'-0.2524
socnav_sampling,socnav_sampling,cross_trap,classic_cross_trap_high,,,,,3,0.0000,1.0000,0.6667,0.3333,1.0000,3.0000,1.0000,1.0000,0.3932,,'-0.3982
socnav_sampling,socnav_sampling,cross_trap,classic_cross_trap_low,,,,,3,0.6667,0.3333,0.0000,0.3333,0.3333,1.6667,0.5922,0.9939,0.0105,,'-0.0078
socnav_sampling,socnav_sampling,cross_trap,classic_cross_trap_medium,,,,,3,0.0000,1.0000,0.6667,0.3333,1.0000,1.3333,1.0000,1.0000,0.1796,,'-0.2991
socnav_sampling,socnav_sampling,doorway,classic_doorway_high,,,,,3,0.0000,1.0000,0.3333,0.6667,1.0000,1.0000,1.0000,1.0000,0.0128,,'-0.4295
socnav_sampling,socnav_sampling,doorway,classic_doorway_low,,,,,3,0.0000,1.0000,0.6667,0.3333,1.0000,4.6667,1.0000,1.0000,0.0675,,'-0.3543
socnav_sampling,socnav_sampling,doorway,classic_doorway_medium,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,5.0000,1.0000,1.0000,0.0125,,'-0.4435
socnav_sampling,socnav_sampling,group_crossing,classic_group_crossing_high,,,,,3,0.0000,1.0000,0.3333,0.6667,1.0000,5.0000,1.0000,1.0000,0.0580,,'-0.3413
socnav_sampling,socnav_sampling,group_crossing,classic_group_crossing_low,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1811,1.0000,0.0242,,0.1420
socnav_sampling,socnav_sampling,group_crossing,classic_group_crossing_medium,,,,,3,0.3333,0.6667,0.3333,0.3333,0.6667,1.0000,0.7289,1.0000,0.0069,,'-0.1206
socnav_sampling,socnav_sampling,head_on_corridor,classic_head_on_corridor_low,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,2.6667,0.5172,1.0000,0.0212,,'-0.0080
socnav_sampling,socnav_sampling,head_on_corridor,classic_head_on_corridor_medium,,,,,3,0.3333,0.6667,0.6667,0.0000,0.6667,3.6667,0.7667,0.9929,0.0235,,'-0.1576
socnav_sampling,socnav_sampling,merging,classic_merging_low,,,,,3,0.3333,0.6667,0.0000,0.6667,0.6667,5.0000,0.8878,0.8945,0.0072,,'-0.2766
socnav_sampling,socnav_sampling,merging,classic_merging_medium,,,,,3,0.0000,1.0000,0.3333,0.6667,1.0000,1.0000,1.0000,0.9527,0.0181,,'-0.3326
socnav_sampling,socnav_sampling,overtaking,classic_overtaking_low,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3267,0.9583,0.0152,,0.0818
socnav_sampling,socnav_sampling,overtaking,classic_overtaking_medium,,,,,3,0.3333,0.6667,0.0000,0.6667,0.6667,4.0000,0.7767,0.9903,0.0312,,'-0.2619
socnav_sampling,socnav_sampling,bottleneck,classic_realworld_double_bottleneck_high,,,,,3,0.0000,1.0000,0.6667,0.3333,1.0000,10.6667,1.0000,0.9774,0.0066,,'-0.5774
socnav_sampling,socnav_sampling,station_platform,classic_station_platform_medium,,,,,3,0.0000,1.0000,0.3333,0.6667,1.0000,0.6667,1.0000,1.0000,0.0142,,'-0.4951
