scenario_id,planner_key,planner_group,seed_count,success_mean,success_std,success_range,collision_mean,collision_std,near_misses_mean,near_misses_std,time_to_goal_norm_mean,time_to_goal_norm_std,snqi_mean,snqi_std
francis2023_circular_crossing,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,0.9,0.3,1.0,0.1,0.3,0.5,1.204159,0.682692,0.109969,0.030117,0.120653
francis2023_circular_crossing,orca,core,10,0.9,0.3,1.0,0.1,0.3,0.3,0.640312,0.692308,0.113364,0.040765,0.123343
francis2023_circular_crossing,ppo,core,10,0.9,0.3,1.0,0.1,0.3,0.3,0.640312,0.592308,0.138421,-0.121018,0.074519
francis2023_circular_crossing,prediction_planner,core,10,0.9,0.3,1.0,0.1,0.3,0.4,0.916515,0.746154,0.095595,0.056674,0.128527
francis2023_circular_crossing,scenario_adaptive_hybrid_orca_v1,candidate,10,0.9,0.3,1.0,0.1,0.3,0.5,1.204159,0.676923,0.114112,0.032492,0.121664
francis2023_circular_crossing,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,0.9,0.3,1.0,0.1,0.3,0.5,1.204159,0.676923,0.114112,0.032492,0.121664
francis2023_circular_crossing,socnav_sampling,core,10,0.9,0.3,1.0,0.1,0.3,0.3,0.640312,0.603846,0.136579,0.046579,0.130503
francis2023_crowd_navigation,goal,core,10,0.1,0.3,1.0,0.9,0.3,19.0,15.283979,0.969935,0.090196,-0.44395,0.109856
francis2023_crowd_navigation,sacadrl,core,10,0.9,0.3,1.0,0.1,0.3,7.6,9.728309,0.746078,0.085968,-0.096832,0.157762
francis2023_crowd_navigation,socnav_sampling,core,10,0.1,0.3,1.0,0.9,0.3,0.0,0.0,0.948366,0.154902,-0.302297,0.101934
francis2023_exiting_elevator,ppo,core,10,0.9,0.3,1.0,0.1,0.3,10.5,3.528456,0.273704,0.242362,-0.300567,0.080088
francis2023_exiting_elevator,sacadrl,core,10,0.9,0.3,1.0,0.1,0.3,18.0,6.465292,0.432963,0.19026,-0.192959,0.047855
francis2023_following_human,socnav_sampling,core,10,0.1,0.3,1.0,0.9,0.3,0.0,0.0,0.970233,0.089302,-0.176028,0.099953
francis2023_narrow_hallway,orca,core,10,0.1,0.3,1.0,0.9,0.3,11.1,9.883825,0.964706,0.105882,-1.345136,0.126989
francis2023_parallel_traffic,orca,core,10,0.9,0.3,1.0,0.1,0.3,16.6,11.850738,0.7032,0.103302,-0.185332,0.170153
francis2023_parallel_traffic,ppo,core,10,0.9,0.3,1.0,0.1,0.3,10.5,8.935883,0.6868,0.109194,-0.314814,0.381589
francis2023_robot_crowding,ppo,core,10,0.9,0.3,1.0,0.1,0.3,11.6,14.813507,0.341954,0.223928,-0.530662,0.479487
francis2023_robot_crowding,prediction_planner,core,10,0.1,0.3,1.0,0.9,0.3,45.9,32.828189,0.93908,0.182759,-0.582745,0.12068
francis2023_robot_crowding,sacadrl,core,10,0.1,0.3,1.0,0.9,0.3,23.1,15.003,0.936207,0.191379,-0.650612,0.228438
classic_bottleneck_high,hybrid_rule_v3_fast_progress,candidate,10,0.9,0.3,1.0,0.0,0.0,58.1,38.438132,0.758571,0.155734,-0.181141,0.056697
classic_bottleneck_high,orca,core,10,0.1,0.3,1.0,0.0,0.0,85.1,11.648605,0.995357,0.013929,-1.389963,0.056196
classic_bottleneck_low,hybrid_rule_v3_fast_progress,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.723295,0.105046,0.082654,0.060014
classic_bottleneck_medium,hybrid_rule_v3_fast_progress,candidate,10,0.9,0.3,1.0,0.0,0.0,35.5,17.505713,0.602417,0.155072,-0.179364,0.031767
classic_cross_trap_low,hybrid_rule_v3_fast_progress,candidate,10,0.1,0.3,1.0,0.0,0.0,6.9,8.688498,0.956031,0.131907,-0.187458,0.1117
classic_cross_trap_low,ppo,core,10,0.9,0.3,1.0,0.0,0.0,8.3,12.116518,0.492607,0.170083,-0.170108,0.130746
classic_doorway_high,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,0.9,0.3,1.0,0.0,0.0,48.5,54.591666,0.736923,0.142549,-0.4547,0.32482
classic_group_crossing_high,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,0.9,0.3,1.0,0.0,0.0,31.1,33.473721,0.761446,0.136554,-0.188945,0.203066
classic_group_crossing_high,ppo,core,10,0.9,0.3,1.0,0.0,0.0,6.2,5.723635,0.607831,0.144364,-0.209515,0.162305
classic_group_crossing_low,hybrid_rule_v3_fast_progress,candidate,10,0.9,0.3,1.0,0.0,0.0,19.2,33.896312,0.731544,0.128922,-0.031515,0.198978
classic_group_crossing_low,hybrid_rule_v3_fast_progress_static_escape,candidate,10,0.9,0.3,1.0,0.0,0.0,19.2,33.896312,0.731544,0.128922,-0.031515,0.198978
classic_group_crossing_low,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,0.9,0.3,1.0,0.0,0.0,13.4,21.932624,0.737584,0.125719,-0.046529,0.219403
classic_group_crossing_low,scenario_adaptive_hybrid_orca_v1,candidate,10,0.9,0.3,1.0,0.0,0.0,19.2,33.896312,0.731544,0.128922,-0.031515,0.198978
classic_group_crossing_low,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,0.9,0.3,1.0,0.0,0.0,19.2,33.896312,0.731544,0.128922,-0.031515,0.198978
classic_group_crossing_medium,hybrid_rule_v3_fast_progress,candidate,10,0.9,0.3,1.0,0.0,0.0,29.8,39.731096,0.701183,0.146436,-0.104408,0.210896
classic_group_crossing_medium,hybrid_rule_v3_fast_progress_static_escape,candidate,10,0.9,0.3,1.0,0.0,0.0,29.8,39.731096,0.701183,0.146436,-0.104408,0.210896
classic_group_crossing_medium,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,0.9,0.3,1.0,0.0,0.0,25.6,30.75126,0.71716,0.15302,-0.115359,0.223371
classic_group_crossing_medium,scenario_adaptive_hybrid_orca_v1,candidate,10,0.9,0.3,1.0,0.0,0.0,29.8,39.731096,0.701183,0.146436,-0.104408,0.210896
classic_group_crossing_medium,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,0.9,0.3,1.0,0.0,0.0,29.8,39.731096,0.701183,0.146436,-0.104408,0.210896
classic_overtaking_medium,hybrid_rule_v3_fast_progress_static_escape,candidate,10,0.9,0.3,1.0,0.0,0.0,27.9,42.826277,0.663158,0.139692,-0.139226,0.17675
classic_overtaking_medium,scenario_adaptive_hybrid_orca_v1,candidate,10,0.9,0.3,1.0,0.0,0.0,27.9,42.826277,0.663158,0.139692,-0.139226,0.17675
classic_overtaking_medium,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,0.9,0.3,1.0,0.0,0.0,27.9,42.826277,0.663158,0.139692,-0.139226,0.17675
classic_t_intersection_low,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,0.9,0.3,1.0,0.0,0.0,9.9,29.7,0.53503,0.182866,0.035685,0.105823
classic_t_intersection_medium,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,0.9,0.3,1.0,0.0,0.0,9.9,29.7,0.569329,0.178015,0.013141,0.104698
classic_urban_crossing_medium,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,0.9,0.3,1.0,0.0,0.0,4.5,13.5,0.775221,0.10109,0.045381,0.119785
francis2023_blind_corner,hybrid_rule_v3_fast_progress,candidate,10,0.9,0.3,1.0,0.0,0.0,15.3,5.139066,0.797152,0.068393,-0.150364,0.020417
francis2023_blind_corner,hybrid_rule_v3_fast_progress_static_escape,candidate,10,0.9,0.3,1.0,0.0,0.0,15.3,5.139066,0.797152,0.068393,-0.150461,0.020482
francis2023_blind_corner,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,0.9,0.3,1.0,0.0,0.0,15.0,5.07937,0.802848,0.066426,-0.148557,0.022177
francis2023_blind_corner,scenario_adaptive_hybrid_orca_v1,candidate,10,0.9,0.3,1.0,0.0,0.0,15.3,5.139066,0.797152,0.068393,-0.150461,0.020482
francis2023_blind_corner,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,0.9,0.3,1.0,0.0,0.0,15.3,5.139066,0.797152,0.068393,-0.150461,0.020482
francis2023_crowd_navigation,ppo,core,10,0.9,0.3,1.0,0.0,0.0,13.6,6.036555,0.427124,0.191276,-0.308187,0.157453
francis2023_entering_elevator,orca,core,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.867647,0.131771,-0.071296,0.068313
francis2023_exiting_elevator,hybrid_rule_v3_fast_progress_static_escape,candidate,10,0.9,0.3,1.0,0.0,0.0,16.6,25.877403,0.65037,0.287194,-0.117659,0.18072
francis2023_exiting_elevator,scenario_adaptive_hybrid_orca_v1,candidate,10,0.9,0.3,1.0,0.0,0.0,16.6,25.877403,0.65037,0.287194,-0.117659,0.18072
francis2023_exiting_elevator,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,0.9,0.3,1.0,0.0,0.0,16.6,25.877403,0.65037,0.287194,-0.117659,0.18072
francis2023_intersection_no_gesture,hybrid_rule_v3_fast_progress,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.749068,0.086342,0.08646,0.060538
francis2023_intersection_no_gesture,hybrid_rule_v3_fast_progress_static_escape,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.749068,0.086342,0.08646,0.060538
francis2023_intersection_no_gesture,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.755901,0.084026,0.084181,0.0598
francis2023_intersection_no_gesture,scenario_adaptive_hybrid_orca_v1,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.749068,0.086342,0.08646,0.060538
francis2023_intersection_no_gesture,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.749068,0.086342,0.08646,0.060538
francis2023_intersection_proceed,hybrid_rule_v3_fast_progress,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.749068,0.086342,0.08646,0.060538
francis2023_intersection_proceed,hybrid_rule_v3_fast_progress_static_escape,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.749068,0.086342,0.08646,0.060538
francis2023_intersection_proceed,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.755901,0.084026,0.084181,0.0598
francis2023_intersection_proceed,scenario_adaptive_hybrid_orca_v1,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.749068,0.086342,0.08646,0.060538
francis2023_intersection_proceed,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.749068,0.086342,0.08646,0.060538
francis2023_intersection_wait,hybrid_rule_v3_fast_progress,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.749068,0.086342,0.08646,0.060538
francis2023_intersection_wait,hybrid_rule_v3_fast_progress_static_escape,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.749068,0.086342,0.08646,0.060538
francis2023_intersection_wait,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.755901,0.084026,0.084181,0.0598
francis2023_intersection_wait,scenario_adaptive_hybrid_orca_v1,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.749068,0.086342,0.08646,0.060538
francis2023_intersection_wait,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.749068,0.086342,0.08646,0.060538
francis2023_narrow_hallway,hybrid_rule_v3_fast_progress,candidate,10,0.9,0.3,1.0,0.0,0.0,58.7,27.821035,0.641796,0.12901,-0.191268,0.032593
francis2023_narrow_hallway,hybrid_rule_v3_fast_progress_static_escape,candidate,10,0.9,0.3,1.0,0.0,0.0,61.2,23.081594,0.641176,0.129591,-0.220897,0.062116
francis2023_narrow_hallway,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,0.9,0.3,1.0,0.0,0.0,77.2,33.114347,0.737152,0.103966,-0.195805,0.034022
francis2023_narrow_hallway,scenario_adaptive_hybrid_orca_v1,candidate,10,0.9,0.3,1.0,0.0,0.0,61.4,22.861321,0.641796,0.12901,-0.222094,0.061883
francis2023_narrow_hallway,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,0.9,0.3,1.0,0.0,0.0,61.4,22.861321,0.641796,0.12901,-0.222094,0.061883
francis2023_pedestrian_overtaking,prediction_planner,core,10,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.923874,0.035322,0.069575,0.058837
francis2023_perpendicular_traffic,hybrid_rule_v3_fast_progress_static_escape,candidate,10,0.9,0.3,1.0,0.0,0.0,10.0,14.303846,0.655769,0.130663,-0.046344,0.146125
francis2023_perpendicular_traffic,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,0.9,0.3,1.0,0.0,0.0,9.0,12.473973,0.658173,0.131707,-0.053294,0.163644
francis2023_perpendicular_traffic,scenario_adaptive_hybrid_orca_v1,candidate,10,0.9,0.3,1.0,0.0,0.0,10.0,14.303846,0.663942,0.137477,-0.046688,0.146643
francis2023_perpendicular_traffic,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,0.9,0.3,1.0,0.0,0.0,10.0,14.303846,0.663942,0.137477,-0.046688,0.146643
classic_head_on_corridor_low,sacadrl,core,10,0.0,0.0,0.0,0.5,0.5,10.1,8.092589,1.0,0.0,-0.407654,0.176363
classic_t_intersection_low,social_force,core,10,0.0,0.0,0.0,0.5,0.5,9.1,10.309704,1.0,0.0,-1.322874,0.104615
classic_cross_trap_high,social_force,core,10,0.0,0.0,0.0,0.4,0.489898,2.8,5.617829,1.0,0.0,-0.840445,0.411644
classic_head_on_corridor_low,goal,core,10,0.0,0.0,0.0,0.4,0.489898,5.8,6.764614,1.0,0.0,-0.231966,0.102355
classic_station_platform_medium,hybrid_rule_v3_fast_progress,candidate,10,0.0,0.0,0.0,0.4,0.489898,47.5,48.322355,1.0,0.0,-0.460072,0.142566
classic_station_platform_medium,hybrid_rule_v3_fast_progress_static_escape,candidate,10,0.0,0.0,0.0,0.4,0.489898,47.5,48.322355,1.0,0.0,-0.460072,0.142566
classic_station_platform_medium,scenario_adaptive_hybrid_orca_v1,candidate,10,0.0,0.0,0.0,0.4,0.489898,47.5,48.322355,1.0,0.0,-0.460072,0.142566
classic_station_platform_medium,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,0.0,0.0,0.0,0.4,0.489898,47.5,48.322355,1.0,0.0,-0.460072,0.142566
classic_station_platform_medium,social_force,core,10,0.0,0.0,0.0,0.4,0.489898,1.2,3.6,1.0,0.0,-0.907093,0.368019
classic_t_intersection_medium,social_force,core,10,0.0,0.0,0.0,0.6,0.489898,12.4,11.412274,1.0,0.0,-1.37622,0.100122
francis2023_blind_corner,social_force,core,10,0.0,0.0,0.0,0.6,0.489898,2.2,1.939072,1.0,0.0,-1.150457,0.094315
francis2023_perpendicular_traffic,sacadrl,core,10,0.0,0.0,0.0,0.4,0.489898,10.1,8.514106,1.0,0.0,-0.302492,0.129871
classic_cross_trap_high,hybrid_rule_v3_fast_progress,candidate,10,0.0,0.0,0.0,0.3,0.458258,23.7,34.845516,1.0,0.0,-0.321053,0.109598
classic_cross_trap_medium,social_force,core,10,0.0,0.0,0.0,0.3,0.458258,1.5,4.5,1.0,0.0,-0.895759,0.358076
classic_station_platform_medium,ppo,core,10,0.0,0.0,0.0,0.7,0.458258,9.9,15.514187,1.0,0.0,-0.459321,0.144416
classic_station_platform_medium,prediction_planner,core,10,0.0,0.0,0.0,0.7,0.458258,53.5,64.072225,1.0,0.0,-0.417077,0.139402
classic_urban_crossing_medium,goal,core,10,0.0,0.0,0.0,0.3,0.458258,6.5,7.632169,1.0,0.0,-0.224912,0.127067
francis2023_entering_room,goal,core,10,0.0,0.0,0.0,0.3,0.458258,0.0,0.0,1.0,0.0,-0.126362,0.048042
francis2023_exiting_room,goal,core,10,0.0,0.0,0.0,0.3,0.458258,0.0,0.0,1.0,0.0,-0.126362,0.048042
francis2023_intersection_no_gesture,social_force,core,10,0.0,0.0,0.0,0.3,0.458258,3.0,2.645751,1.0,0.0,-1.099589,0.108413
francis2023_parallel_traffic,sacadrl,core,10,0.0,0.0,0.0,0.3,0.458258,8.4,16.310733,1.0,0.0,-0.365054,0.148054
francis2023_pedestrian_obstruction,goal,core,10,0.0,0.0,0.0,0.7,0.458258,6.8,2.521904,1.0,0.0,-0.274815,0.084712
classic_cross_trap_medium,hybrid_rule_v3_fast_progress,candidate,10,0.0,0.0,0.0,0.2,0.4,10.5,20.771375,1.0,0.0,-0.226657,0.124712
classic_group_crossing_low,goal,core,10,0.0,0.0,0.0,0.2,0.4,2.8,5.758472,1.0,0.0,-0.163453,0.123856
classic_merging_low,sacadrl,core,10,0.0,0.0,0.0,0.8,0.4,23.8,24.802419,1.0,0.0,-0.470096,0.147074
classic_station_platform_medium,sacadrl,core,10,0.0,0.0,0.0,0.8,0.4,16.2,21.226399,1.0,0.0,-0.469287,0.173168
classic_urban_crossing_medium,social_force,core,10,0.0,0.0,0.0,0.8,0.4,9.9,7.66094,1.0,0.0,-1.226391,0.17371
classic_bottleneck_low,goal,core,10,0.0,0.0,0.0,0.1,0.3,0.0,0.0,1.0,0.0,-0.106807,0.035687
classic_bottleneck_low,sacadrl,core,10,0.0,0.0,0.0,0.1,0.3,0.0,0.0,1.0,0.0,-0.137548,0.127911
classic_group_crossing_high,sacadrl,core,10,0.0,0.0,0.0,0.1,0.3,5.7,10.030454,1.0,0.0,-0.218369,0.150238
classic_merging_low,ppo,core,10,0.0,0.0,0.0,0.9,0.3,3.1,4.784349,1.0,0.0,-0.519643,0.266812
classic_overtaking_medium,social_force,core,10,0.0,0.0,0.0,0.1,0.3,0.4,1.2,1.0,0.0,-1.080078,0.124105
classic_urban_crossing_medium,sacadrl,core,10,0.0,0.0,0.0,0.9,0.3,0.0,0.0,1.0,0.0,-0.882503,0.219995
francis2023_accompanying_peer,social_force,core,10,0.0,0.0,0.0,0.9,0.3,4.8,2.925748,1.0,0.0,-0.985114,0.240657
francis2023_circular_crossing,goal,core,10,0.0,0.0,0.0,0.1,0.3,0.4,0.916515,1.0,0.0,-0.139754,0.064685
francis2023_circular_crossing,sacadrl,core,10,0.0,0.0,0.0,0.1,0.3,0.4,0.916515,1.0,0.0,-0.151629,0.065658
francis2023_circular_crossing,social_force,core,10,0.0,0.0,0.0,0.1,0.3,0.3,0.640312,1.0,0.0,-1.045689,0.241253
francis2023_crowd_navigation,social_force,core,10,0.0,0.0,0.0,0.9,0.3,20.4,21.955409,1.0,0.0,-0.567888,0.318439
francis2023_following_human,social_force,core,10,0.0,0.0,0.0,0.9,0.3,10.0,6.196773,1.0,0.0,-1.166165,0.293046
francis2023_robot_overtaking,goal,core,10,0.0,0.0,0.0,0.9,0.3,11.3,5.9,1.0,0.0,-0.368209,0.038388
classic_bottleneck_high,goal,core,10,0.0,0.0,0.0,1.0,0.0,3.4,1.2,1.0,0.0,-0.251067,0.013685
classic_bottleneck_high,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,61.5,34.444884,0.721071,0.137121,-0.191797,0.048977
classic_bottleneck_high,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,51.4,38.913237,0.766429,0.125846,-0.353524,0.313441
classic_bottleneck_high,ppo,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.359898,0.028214
classic_bottleneck_high,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.273414,0.124829
classic_bottleneck_high,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,61.5,34.444884,0.721071,0.137121,-0.191797,0.048977
classic_bottleneck_high,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,61.5,34.444884,0.721071,0.137121,-0.191797,0.048977
classic_bottleneck_high,social_force,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.897923,0.024541
classic_bottleneck_high,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,4.8,1.939072,1.0,0.0,-0.275294,0.029038
classic_bottleneck_low,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692045,0.050296,0.101034,0.007383
classic_bottleneck_low,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.705114,0.055231,0.098457,0.006807
classic_bottleneck_low,orca,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.623295,0.042371,0.13087,0.004023
classic_bottleneck_low,ppo,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628977,0.052816,-0.005991,0.027936
classic_bottleneck_low,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692045,0.050296,0.101034,0.007383
classic_bottleneck_low,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692045,0.050296,0.101034,0.007383
classic_bottleneck_low,social_force,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.913461,0.035367
classic_bottleneck_medium,goal,core,10,0.0,0.0,0.0,1.0,0.0,3.9,1.374773,1.0,0.0,-0.258406,0.016233
classic_bottleneck_medium,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,36.5,15.634897,0.54864,0.085517,-0.177039,0.038084
classic_bottleneck_medium,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,3.8,8.4,0.674018,0.185698,0.040701,0.121727
classic_bottleneck_medium,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,2.2,2.227106,1.0,0.0,-0.315283,0.108187
classic_bottleneck_medium,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,36.5,15.634897,0.54864,0.085517,-0.177039,0.038084
classic_bottleneck_medium,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,36.5,15.634897,0.54864,0.085517,-0.177039,0.038084
classic_bottleneck_medium,social_force,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.897687,0.02008
classic_bottleneck_medium,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,2.3,0.9,1.0,0.0,-0.235607,0.010667
classic_cross_trap_high,goal,core,10,0.0,0.0,0.0,1.0,0.0,11.2,15.295751,1.0,0.0,-0.37472,0.138633
classic_cross_trap_high,prediction_planner,core,10,0.0,0.0,0.0,1.0,0.0,0.3,0.9,1.0,0.0,-0.25269,0.038994
classic_cross_trap_high,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,3.1,3.910243,1.0,0.0,-0.359987,0.063873
classic_cross_trap_low,goal,core,10,0.0,0.0,0.0,1.0,0.0,6.5,13.425722,1.0,0.0,-0.28075,0.132328
classic_cross_trap_low,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.538521,0.046439,0.057247,0.10357
classic_cross_trap_low,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,5.6,11.629273,0.468677,0.035752,0.042716,0.158871
classic_cross_trap_low,prediction_planner,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.20843,0.009304
classic_cross_trap_low,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,3.3,6.783067,0.544942,0.056997,0.044499,0.121855
classic_cross_trap_low,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,3.3,6.783067,0.544942,0.056997,0.044499,0.121855
classic_cross_trap_low,social_force,core,10,0.0,0.0,0.0,0.0,0.0,2.5,7.5,1.0,0.0,-1.140807,0.091249
classic_cross_trap_medium,goal,core,10,0.0,0.0,0.0,1.0,0.0,10.9,14.808444,1.0,0.0,-0.359817,0.146063
classic_cross_trap_medium,prediction_planner,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.232606,0.032256
classic_cross_trap_medium,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,2.7,3.634556,1.0,0.0,-0.308627,0.055603
classic_doorway_high,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,5.2,3.655133,1.0,0.0,-0.37039,0.178058
classic_doorway_high,social_force,core,10,0.0,0.0,0.0,0.0,0.0,1.1,3.3,1.0,0.0,-1.130563,0.049504
classic_doorway_high,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,0.8,1.249,1.0,0.0,-0.350117,0.055274
classic_doorway_low,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,3.8,2.227106,1.0,0.0,-0.352703,0.151343
classic_doorway_low,social_force,core,10,0.0,0.0,0.0,0.0,0.0,1.2,3.6,1.0,0.0,-1.127141,0.052585
classic_doorway_low,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,2.4,1.019804,1.0,0.0,-0.300953,0.082907
classic_doorway_medium,goal,core,10,0.0,0.0,0.0,1.0,0.0,6.8,6.720119,1.0,0.0,-0.360274,0.121419
classic_doorway_medium,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,6.1,5.990826,1.0,0.0,-0.358583,0.131902
classic_doorway_medium,social_force,core,10,0.0,0.0,0.0,0.0,0.0,1.1,3.3,1.0,0.0,-1.128151,0.048422
classic_group_crossing_high,social_force,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.12641,0.018712
classic_group_crossing_low,orca,core,10,1.0,0.0,0.0,0.0,0.0,4.7,7.642644,0.624161,0.070836,0.00821,0.211113
classic_group_crossing_low,ppo,core,10,1.0,0.0,0.0,0.0,0.0,2.1,4.346263,0.599329,0.042558,-0.087272,0.065992
classic_group_crossing_low,sacadrl,core,10,0.0,0.0,0.0,0.0,0.0,2.9,5.593747,1.0,0.0,-0.168293,0.119499
classic_group_crossing_low,social_force,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.112937,0.008815
classic_group_crossing_medium,orca,core,10,1.0,0.0,0.0,0.0,0.0,4.7,6.450581,0.56568,0.091676,0.009501,0.180869
classic_group_crossing_medium,social_force,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.122026,0.018913
classic_merging_low,goal,core,10,0.0,0.0,0.0,1.0,0.0,8.9,12.605158,1.0,0.0,-0.445832,0.129065
classic_merging_low,social_force,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.106662,0.006531
classic_merging_medium,goal,core,10,0.0,0.0,0.0,1.0,0.0,25.7,29.946786,1.0,0.0,-0.526376,0.123738
classic_merging_medium,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,37.8,43.025109,0.844667,0.109158,-0.311965,0.168451
classic_merging_medium,ppo,core,10,0.0,0.0,0.0,1.0,0.0,5.1,9.596353,1.0,0.0,-0.47658,0.145513
classic_merging_medium,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,21.0,27.889066,1.0,0.0,-0.499439,0.129273
