scenario_id,planner_key,planner_group,seed_count,success_mean,success_std,success_range,collision_mean,collision_std,near_misses_mean,near_misses_std,time_to_goal_norm_mean,time_to_goal_norm_std,snqi_mean,snqi_std
classic_merging_medium,social_force,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.141474,0.020989
classic_merging_medium,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,4.4,6.529931,1.0,0.0,-0.387175,0.101184
classic_overtaking_low,goal,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.290153,0.032343
classic_overtaking_low,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,13.0,22.943409,0.630641,0.090674,-0.092223,0.161188
classic_overtaking_low,ppo,core,10,1.0,0.0,0.0,0.0,0.0,10.9,15.996562,0.50195,0.039625,-0.280561,0.357741
classic_overtaking_low,prediction_planner,core,10,0.0,0.0,0.0,1.0,0.0,4.7,9.980481,1.0,0.0,-0.323323,0.129159
classic_overtaking_low,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.299526,0.045299
classic_overtaking_low,social_force,core,10,0.0,0.0,0.0,0.0,0.0,8.8,26.4,1.0,0.0,-1.149508,0.090651
classic_overtaking_medium,goal,core,10,0.0,0.0,0.0,1.0,0.0,6.5,10.707474,1.0,0.0,-0.374358,0.122944
classic_overtaking_medium,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,16.1,28.278791,0.620789,0.074492,-0.083943,0.157706
classic_overtaking_medium,ppo,core,10,1.0,0.0,0.0,0.0,0.0,23.1,23.40705,0.502368,0.045037,-0.255485,0.175636
classic_overtaking_medium,prediction_planner,core,10,0.0,0.0,0.0,1.0,0.0,13.9,15.902516,1.0,0.0,-0.419284,0.158111
classic_overtaking_medium,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,2.9,5.838664,1.0,0.0,-0.351493,0.077237
classic_realworld_double_bottleneck_high,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,22.8,23.301502,0.634342,0.02377,-0.140569,0.107063
classic_realworld_double_bottleneck_high,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,22.8,23.301502,0.634342,0.02377,-0.140569,0.107063
classic_realworld_double_bottleneck_high,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,7.7,7.497333,0.637367,0.019843,-0.032355,0.100995
classic_realworld_double_bottleneck_high,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,19.6,15.370101,1.0,0.0,-0.462461,0.087665
classic_realworld_double_bottleneck_high,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,22.8,23.301502,0.634342,0.02377,-0.140569,0.107063
classic_realworld_double_bottleneck_high,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,22.8,23.301502,0.634342,0.02377,-0.140569,0.107063
classic_realworld_double_bottleneck_high,social_force,core,10,0.0,0.0,0.0,0.0,0.0,5.4,5.388877,1.0,0.0,-1.198252,0.080394
classic_realworld_double_bottleneck_high,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,13.6,4.586938,1.0,0.0,-0.75583,0.235637
classic_station_platform_medium,goal,core,10,0.0,0.0,0.0,1.0,0.0,9.9,7.738863,1.0,0.0,-0.409699,0.095937
classic_station_platform_medium,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.357547,0.165977
classic_t_intersection_low,goal,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.317978,0.04016
classic_t_intersection_low,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,8.4,25.2,0.472754,0.086074,0.050692,0.105405
classic_t_intersection_low,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,8.4,25.2,0.472754,0.086074,0.050828,0.105013
classic_t_intersection_low,orca,core,10,1.0,0.0,0.0,0.0,0.0,8.1,13.560605,0.471856,0.118505,-0.03544,0.1591
classic_t_intersection_low,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.339673,0.042321
classic_t_intersection_low,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,8.4,25.2,0.472754,0.086074,0.050828,0.105013
classic_t_intersection_low,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,8.4,25.2,0.472754,0.086074,0.050828,0.105013
classic_t_intersection_medium,goal,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.333839,0.039297
classic_t_intersection_medium,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,8.8,25.095019,0.513738,0.095567,0.022661,0.108876
classic_t_intersection_medium,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,8.8,25.095019,0.513738,0.095567,0.022798,0.108509
classic_t_intersection_medium,orca,core,10,1.0,0.0,0.0,0.0,0.0,8.7,14.304195,0.502556,0.125824,-0.066942,0.174387
classic_t_intersection_medium,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.357896,0.048801
classic_t_intersection_medium,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,8.8,25.095019,0.513738,0.095567,0.022798,0.108509
classic_t_intersection_medium,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,8.8,25.095019,0.513738,0.095567,0.022798,0.108509
classic_urban_crossing_medium,ppo,core,10,1.0,0.0,0.0,0.0,0.0,2.2,6.6,0.720796,0.037777,-0.048027,0.133529
francis2023_accompanying_peer,goal,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.095747,0.0
francis2023_accompanying_peer,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.108466,0.001963
francis2023_accompanying_peer,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.108466,0.001963
francis2023_accompanying_peer,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755814,0.010243,0.106047,0.001608
francis2023_accompanying_peer,orca,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708837,0.013672,0.122009,0.001275
francis2023_accompanying_peer,ppo,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712093,0.011849,0.103093,0.009823
francis2023_accompanying_peer,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.555648,0.055668
francis2023_accompanying_peer,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.108466,0.001963
francis2023_accompanying_peer,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.108466,0.001963
francis2023_blind_corner,goal,core,10,0.0,0.0,0.0,1.0,0.0,5.3,0.458258,1.0,0.0,-0.325889,0.014991
francis2023_blind_corner,orca,core,10,1.0,0.0,0.0,0.0,0.0,9.2,0.4,0.688291,0.007388,-0.03568,0.018255
francis2023_blind_corner,prediction_planner,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.200913,0.003287
francis2023_blind_corner,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.363451,0.013454
francis2023_blind_corner,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,6.3,0.458258,1.0,0.0,-0.307171,0.013163
francis2023_crowd_navigation,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,43.9,41.440198,0.544771,0.114464,-0.330402,0.204064
francis2023_crowd_navigation,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,43.9,41.440198,0.544771,0.114464,-0.330402,0.204064
francis2023_crowd_navigation,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,15.1,16.896449,0.484641,0.064967,-0.227794,0.197398
francis2023_crowd_navigation,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,43.9,41.440198,0.544771,0.114464,-0.330402,0.204064
francis2023_crowd_navigation,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,43.9,41.440198,0.544771,0.114464,-0.330402,0.204064
francis2023_down_path,goal,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.094911,0.0
francis2023_down_path,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.109579,0.001984
francis2023_down_path,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.109579,0.001984
francis2023_down_path,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755814,0.010243,0.107147,0.001614
francis2023_down_path,orca,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708837,0.013672,0.123182,0.001298
francis2023_down_path,ppo,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712093,0.011849,0.092774,0.013122
francis2023_down_path,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.617991,0.039167
francis2023_down_path,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.109579,0.001984
francis2023_down_path,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.109579,0.001984
francis2023_down_path,social_force,core,10,0.0,0.0,0.0,0.0,0.0,13.6,2.6533,1.0,0.0,-1.194812,0.12846
francis2023_down_path,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.203296,0.006878
francis2023_entering_elevator,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628431,0.06897,0.092481,0.008268
francis2023_entering_elevator,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628431,0.06897,0.092481,0.008268
francis2023_entering_elevator,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65098,0.060148,0.081267,0.025304
francis2023_entering_elevator,ppo,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.460784,0.032516,-0.106363,0.015341
francis2023_entering_elevator,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.217724,0.022759
francis2023_entering_elevator,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628431,0.06897,0.092481,0.008268
francis2023_entering_elevator,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628431,0.06897,0.092481,0.008268
francis2023_entering_elevator,social_force,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1284,0.001977
francis2023_entering_elevator,socnav_sampling,core,10,1.0,0.0,0.0,0.0,0.0,0.1,0.3,0.458824,0.028684,0.145443,0.00523
francis2023_entering_room,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.680153,0.037931,0.098856,0.006107
francis2023_entering_room,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.680153,0.037931,0.098856,0.006107
francis2023_entering_room,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691603,0.032602,0.095105,0.005586
francis2023_entering_room,orca,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.584733,0.021913,0.134961,0.00208
francis2023_entering_room,ppo,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.590076,0.025558,-0.084796,0.02083
francis2023_entering_room,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.221861,0.023009
francis2023_entering_room,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.680153,0.037931,0.098856,0.006107
francis2023_entering_room,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.680153,0.037931,0.098856,0.006107
francis2023_entering_room,social_force,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.104728,0.001876
francis2023_entering_room,socnav_sampling,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.587023,0.023267,0.134744,0.002208
francis2023_exiting_elevator,goal,core,10,0.0,0.0,0.0,1.0,0.0,7.1,4.657252,1.0,0.0,-0.310305,0.064368
francis2023_exiting_elevator,orca,core,10,1.0,0.0,0.0,0.0,0.0,11.5,0.5,0.387778,0.039407,-0.469329,0.161529
francis2023_exiting_elevator,social_force,core,10,0.0,0.0,0.0,1.0,0.0,2.7,1.417745,1.0,0.0,-1.200694,0.131384
francis2023_exiting_elevator,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,1.9,1.3,1.0,0.0,-0.232612,0.020403
francis2023_exiting_room,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657639,0.025619,0.093558,0.006183
francis2023_exiting_room,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657639,0.025619,0.093558,0.006183
francis2023_exiting_room,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657639,0.018904,0.094754,0.003033
francis2023_exiting_room,orca,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585417,0.030595,0.118822,0.010991
francis2023_exiting_room,ppo,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553472,0.019898,-0.065806,0.013283
francis2023_exiting_room,sacadrl,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.104989,0.012207
francis2023_exiting_room,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657639,0.025619,0.093558,0.006183
francis2023_exiting_room,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657639,0.025619,0.093558,0.006183
francis2023_exiting_room,social_force,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.998169,0.066081
francis2023_exiting_room,socnav_sampling,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553472,0.018386,0.137566,0.002143
francis2023_following_human,goal,core,10,0.0,0.0,0.0,0.0,0.0,3.0,5.138093,1.0,0.0,-0.139784,0.075422
francis2023_following_human,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.108466,0.001963
francis2023_following_human,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.108466,0.001963
francis2023_following_human,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755814,0.010243,0.106047,0.001608
francis2023_following_human,orca,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708837,0.013672,0.122009,0.001275
francis2023_following_human,ppo,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711628,0.012306,0.109001,0.008363
francis2023_following_human,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.673308,0.050297
francis2023_following_human,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.108466,0.001963
francis2023_following_human,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.108466,0.001963
francis2023_frontal_approach,goal,core,10,0.0,0.0,0.0,1.0,0.0,5.1,0.3,1.0,0.0,-0.274609,0.004404
francis2023_frontal_approach,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,8.4,1.624808,0.707661,0.016354,-0.018441,0.02514
francis2023_frontal_approach,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,8.4,1.624808,0.707661,0.016354,-0.018441,0.02514
francis2023_frontal_approach,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,4.6,1.356466,0.711694,0.008506,0.031944,0.019515
francis2023_frontal_approach,orca,core,10,1.0,0.0,0.0,0.0,0.0,9.9,0.3,0.656048,0.018831,-0.020637,0.005689
francis2023_frontal_approach,ppo,core,10,1.0,0.0,0.0,0.0,0.0,5.4,0.489898,0.6375,0.0147,0.015181,0.012469
francis2023_frontal_approach,prediction_planner,core,10,1.0,0.0,0.0,0.0,0.0,31.5,11.901681,0.895968,0.030539,-0.19456,0.033288
francis2023_frontal_approach,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.766073,0.034179
francis2023_frontal_approach,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,8.4,1.624808,0.707661,0.016354,-0.018441,0.02514
francis2023_frontal_approach,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,8.4,1.624808,0.707661,0.016354,-0.018441,0.02514
francis2023_frontal_approach,social_force,core,10,0.0,0.0,0.0,1.0,0.0,3.0,0.632456,1.0,0.0,-0.944317,0.031465
francis2023_frontal_approach,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,2.2,0.4,1.0,0.0,-0.233164,0.006159
francis2023_intersection_no_gesture,goal,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.094911,0.0
francis2023_intersection_no_gesture,orca,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662733,0.017579,0.127558,0.001668
francis2023_intersection_no_gesture,ppo,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.663975,0.01973,-0.068054,0.017011
francis2023_intersection_no_gesture,prediction_planner,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.831677,0.02087,0.111523,0.001981
francis2023_intersection_no_gesture,sacadrl,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.096767,0.005568
francis2023_intersection_no_gesture,socnav_sampling,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.663354,0.019205,0.127499,0.001823
francis2023_intersection_proceed,goal,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.094911,0.0
francis2023_intersection_proceed,orca,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662733,0.017579,0.127558,0.001668
francis2023_intersection_proceed,ppo,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664596,0.019444,-0.072313,0.018742
francis2023_intersection_proceed,prediction_planner,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.831677,0.02087,0.111523,0.001981
francis2023_intersection_proceed,sacadrl,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.096767,0.005568
francis2023_intersection_proceed,social_force,core,10,0.0,0.0,0.0,0.0,0.0,1.4,2.416609,1.0,0.0,-1.043844,0.071799
francis2023_intersection_proceed,socnav_sampling,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.663354,0.019205,0.127499,0.001823
francis2023_intersection_wait,goal,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.094911,0.0
francis2023_intersection_wait,orca,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662733,0.017579,0.127558,0.001668
francis2023_intersection_wait,ppo,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664596,0.019444,-0.072313,0.018742
francis2023_intersection_wait,prediction_planner,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.831677,0.02087,0.111523,0.001981
francis2023_intersection_wait,sacadrl,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.096767,0.005568
francis2023_intersection_wait,social_force,core,10,0.0,0.0,0.0,0.0,0.0,1.4,2.416609,1.0,0.0,-1.043844,0.071799
francis2023_intersection_wait,socnav_sampling,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.663354,0.019205,0.127499,0.001823
francis2023_join_group,goal,core,10,0.0,0.0,0.0,1.0,0.0,5.1,0.3,1.0,0.0,-0.278879,0.004681
francis2023_join_group,orca,core,10,1.0,0.0,0.0,0.0,0.0,22.0,1.414214,0.447742,0.025839,-0.243255,0.040451
francis2023_join_group,ppo,core,10,1.0,0.0,0.0,0.0,0.0,10.8,1.249,0.370968,0.022021,-0.249833,0.030613
francis2023_join_group,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,6.9,0.830662,1.0,0.0,-0.329432,0.033428
francis2023_join_group,social_force,core,10,0.0,0.0,0.0,1.0,0.0,5.4,0.489898,1.0,0.0,-0.287092,0.007522
francis2023_join_group,socnav_sampling,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392903,0.025718,0.145549,0.008374
francis2023_leading_human,goal,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.095747,0.0
francis2023_leading_human,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.108466,0.001963
francis2023_leading_human,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.108466,0.001963
francis2023_leading_human,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755814,0.010243,0.106047,0.001608
francis2023_leading_human,orca,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708837,0.013672,0.122009,0.001275
francis2023_leading_human,ppo,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711628,0.012306,0.114875,0.003986
francis2023_leading_human,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.487702,0.045928
francis2023_leading_human,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.108466,0.001963
francis2023_leading_human,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747442,0.015848,0.108466,0.001963
francis2023_leading_human,social_force,core,10,0.0,0.0,0.0,1.0,0.0,4.1,1.7,1.0,0.0,-0.955598,0.212156
francis2023_leave_group,goal,core,10,0.0,0.0,0.0,1.0,0.0,5.6,0.489898,1.0,0.0,-0.286794,0.015671
francis2023_leave_group,ppo,core,10,1.0,0.0,0.0,0.0,0.0,20.9,2.385372,0.338235,0.01789,-0.367681,0.0387
francis2023_leave_group,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,15.4,6.499231,1.0,0.0,-0.452512,0.099918
francis2023_leave_group,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,55.3,2.609598,0.628824,0.036494,-0.269236,0.023859
francis2023_leave_group,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,55.3,2.609598,0.628824,0.036494,-0.269236,0.023859
francis2023_leave_group,social_force,core,10,0.0,0.0,0.0,1.0,0.0,10.9,4.011234,1.0,0.0,-0.371593,0.060838
francis2023_leave_group,socnav_sampling,core,10,1.0,0.0,0.0,0.0,0.0,2.3,2.794638,0.391765,0.021565,-0.038721,0.039936
francis2023_narrow_doorway,goal,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.199746,0.0
francis2023_narrow_doorway,hybrid_rule_v3_fast_progress,candidate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.094911,0.0
francis2023_narrow_doorway,hybrid_rule_v3_fast_progress_static_escape,candidate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.094911,0.0
francis2023_narrow_doorway,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.094911,0.0
francis2023_narrow_doorway,orca,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.887305,0.294765
francis2023_narrow_doorway,ppo,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.301738,0.064155
francis2023_narrow_doorway,prediction_planner,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.199746,0.0
francis2023_narrow_doorway,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.291832,0.019567
francis2023_narrow_doorway,scenario_adaptive_hybrid_orca_v1,candidate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.094911,0.0
francis2023_narrow_doorway,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.094911,0.0
francis2023_narrow_doorway,social_force,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.138392,0.001392
francis2023_narrow_doorway,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.199746,0.0
francis2023_narrow_hallway,goal,core,10,0.0,0.0,0.0,1.0,0.0,4.9,0.3,1.0,0.0,-0.275754,0.004371
francis2023_narrow_hallway,ppo,core,10,0.0,0.0,0.0,1.0,0.0,3.0,4.049691,1.0,0.0,-0.962873,0.367903
francis2023_narrow_hallway,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,5.2,0.87178,1.0,0.0,-0.369794,0.050012
francis2023_narrow_hallway,social_force,core,10,0.0,0.0,0.0,1.0,0.0,4.0,0.894427,1.0,0.0,-1.069744,0.021661
francis2023_narrow_hallway,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,2.2,0.4,1.0,0.0,-0.238868,0.007121
francis2023_parallel_traffic,goal,core,10,0.0,0.0,0.0,0.0,0.0,23.6,20.891146,1.0,0.0,-0.354344,0.151506
