planner_key,source_job,source_commit,execution_mode,episodes,scenarios,seeds,success_mean,success_ci_low,success_ci_high,collision_event_mean,collision_event_ci_low,collision_event_ci_high,near_miss_episode_mean,near_miss_episode_ci_low,near_miss_episode_ci_high,near_misses_mean,near_misses_ci_low,near_misses_ci_high,time_to_goal_norm_mean,time_to_goal_norm_ci_low,time_to_goal_norm_ci_high,path_efficiency_mean,path_efficiency_ci_low,path_efficiency_ci_high,snqi_mean,snqi_ci_low,snqi_ci_high,wall_time_sec_mean,wall_time_sec_ci_low,wall_time_sec_ci_high
hybrid_rule_v3_fast_progress_static_escape,13376,cef4b78a4946bdaa2beb1ac396466aebd3db54bc,adapter,1440,48,30,0.7597222222222224,0.7347222222222222,0.7847222222222222,0.20555555555555552,0.18819444444444444,0.2222222222222222,0.5138888888888887,0.4847222222222222,0.5416666666666666,20.29513888888889,18.272187500000005,22.354878472222225,0.4536597222222223,0.43561438078703696,0.47262853009259254,0.9869642633218259,0.9855509611553036,0.9883452938219853,-0.13526150606783086,-0.1510448914468202,-0.11957005918862415,15.596525885661443,15.157027157747914,16.014305753198762
hybrid_rule_v3_fast_progress_static_escape_continuous,13376,cef4b78a4946bdaa2beb1ac396466aebd3db54bc,adapter,1440,48,30,0.7715277777777779,0.7472222222222223,0.7937499999999998,0.14861111111111114,0.13194444444444445,0.1652777777777778,0.46111111111111114,0.4368055555555556,0.4840277777777778,20.956250000000004,18.62286458333333,23.375694444444445,0.4599131944444445,0.44227618634259264,0.47905590277777765,0.986306741637032,0.9849585541563222,0.9876920850715697,-0.16221272778275514,-0.17888204189163542,-0.14588490237117166,18.281868412594,17.604738680596157,19.029547758321794
orca,13376,cef4b78a4946bdaa2beb1ac396466aebd3db54bc,adapter,1440,48,30,0.6805555555555555,0.6569444444444446,0.7027777777777778,0.28333333333333327,0.26180555555555557,0.3055555555555556,0.5291666666666667,0.5034722222222222,0.5527777777777778,12.725694444444445,11.579149305555553,13.902777777777775,0.5199976851851852,0.5040416377314815,0.5363635127314814,0.9673159347854703,0.9642115712293232,0.9703287071494899,-0.2769606492262163,-0.2956053193127338,-0.2586859359040237,1.3202877213557564,1.2865821332111953,1.3542471951784356
ppo,13388,502564935b337b0ebd9ce92f36c3fd925f77d2a4,native,1440,48,30,0.717361111111111,0.7020833333333332,0.732638888888889,0.26458333333333334,0.25069444444444444,0.2791666666666667,0.44583333333333336,0.4270833333333332,0.46458333333333335,5.7319444444444425,5.208333333333332,6.2652777777777775,0.4560289351851852,0.44395486111111115,0.4683254340277778,0.9248394358242685,0.9159267169903537,0.9334066326940405,-0.17220564726078552,-0.1844787664319415,-0.16096862544083915,1.0058696253432169,0.9841071229303878,1.0287281663219134
scenario_adaptive_hybrid_orca_v1,13376,cef4b78a4946bdaa2beb1ac396466aebd3db54bc,adapter,1440,48,30,0.7534722222222222,0.7291666666666666,0.7770833333333333,0.21527777777777776,0.19791666666666663,0.23194444444444443,0.5131944444444444,0.4854166666666666,0.5402777777777777,19.425,17.57081597222222,21.35071180555556,0.45782407407407405,0.4406515914351852,0.47603938078703706,0.9871490650836642,0.9857378010965424,0.9885054781158328,-0.1332657023682007,-0.14787337537820416,-0.11917286194193413,15.304229979382622,14.879268034522735,15.730969610880647
scenario_adaptive_hybrid_orca_v2_collision_guard,13376,cef4b78a4946bdaa2beb1ac396466aebd3db54bc,adapter,1440,48,30,0.7534722222222222,0.7291666666666667,0.7770833333333333,0.21111111111111108,0.19375,0.22777777777777775,0.5131944444444444,0.4854166666666666,0.5402777777777776,19.31527777777778,17.463871527777776,21.220138888888883,0.45784375,0.44054166666666666,0.47631773726851845,0.9874136119648165,0.9859907913752481,0.988855974187387,-0.13638048475561942,-0.15080735609117937,-0.12229621706400419,15.576859082612724,15.137307807699676,16.00983075880342
