# AI-GENERATED NEEDS-REVIEW
# distance_convention: center_center
step,time_s,min_robot_ped_distance_m,nearest_pedestrian_id
0,0.1,5.923984615911019,simulator-slot-3
1,0.2,5.873867565876138,simulator-slot-3
2,0.30000000000000004,5.813064555386413,simulator-slot-3
3,0.4,5.741959674283142,simulator-slot-3
4,0.5,5.661016447403733,simulator-slot-3
5,0.6000000000000001,5.570861999878941,simulator-slot-3
6,0.7000000000000001,5.472389610437172,simulator-slot-3
7,0.8,5.366880280476853,simulator-slot-3
8,0.9,5.256028744779954,simulator-slot-3
9,1.0,5.141675214338051,simulator-slot-3
10,1.1,5.025509053557544,simulator-slot-3
11,1.2000000000000002,4.909117479716288,simulator-slot-3
12,1.3,4.794128038060415,simulator-slot-3
13,1.4000000000000001,4.68226098526864,simulator-slot-3
14,1.5,4.5753652069449515,simulator-slot-3
15,1.6,4.4754453355276524,simulator-slot-3
16,1.7000000000000002,4.384677236705109,simulator-slot-3
17,1.8,4.305407796890659,simulator-slot-3
18,1.9000000000000001,4.239774739334174,simulator-slot-3
19,2.0,4.189145961036448,simulator-slot-3
20,2.1,4.1547012170178395,simulator-slot-3
21,2.2,4.135991055881585,simulator-slot-3
22,2.3000000000000003,4.131229636118161,simulator-slot-3
23,2.4000000000000004,4.13846721421377,simulator-slot-3
24,2.5,4.155638143942301,simulator-slot-3
25,2.6,4.180598243338518,simulator-slot-3
26,2.7,4.211150987237993,simulator-slot-3
27,2.8000000000000003,4.245063711486878,simulator-slot-3
28,2.9000000000000004,4.280076320960076,simulator-slot-3
29,3.0,4.3149031436984036,simulator-slot-3
30,3.1,4.350235736622596,simulator-slot-3
31,3.2,4.387745240463761,simulator-slot-3
32,3.3000000000000003,4.429080801788987,simulator-slot-3
33,3.4000000000000004,4.475718418211593,simulator-slot-3
34,3.5,22.366304485277567,simulator-slot-0
35,3.6,22.102719307962943,simulator-slot-0
36,3.7,21.8389744112049,simulator-slot-0
37,3.8000000000000003,21.57536456761143,simulator-slot-0
38,3.9000000000000004,21.312050213931972,simulator-slot-0
39,4.0,21.049109695950783,simulator-slot-0
40,4.1000000000000005,20.786571536024592,simulator-slot-0
41,4.2,20.524435526343066,simulator-slot-0
42,4.3,20.262686247064032,simulator-slot-0
43,4.4,20.001301364351164,simulator-slot-0
44,4.5,19.740256464586977,simulator-slot-0
45,4.6000000000000005,19.47952770685793,simulator-slot-0
46,4.7,19.219093170052947,simulator-slot-0
47,4.800000000000001,18.958933453967802,simulator-slot-0
48,4.9,18.699031869897265,simulator-slot-0
49,5.0,18.439374414713193,simulator-slot-0
50,5.1000000000000005,18.179949637026336,simulator-slot-0
51,5.2,17.92074845559462,simulator-slot-0
52,5.300000000000001,17.66188828191899,simulator-slot-0
53,5.4,17.403474363339775,simulator-slot-0
54,5.5,17.145551463316167,simulator-slot-0
55,5.6000000000000005,16.888135697489272,simulator-slot-0
56,5.7,16.63121360346679,simulator-slot-0
57,5.800000000000001,16.374756078129106,simulator-slot-0
58,5.9,16.118753716400846,simulator-slot-0
59,6.0,15.863218497250239,simulator-slot-0
60,6.1000000000000005,15.608172758244436,simulator-slot-0
61,6.2,15.353639285227228,simulator-slot-0
62,6.300000000000001,15.099636532334756,simulator-slot-0
63,6.4,14.846177919728769,simulator-slot-0
64,6.5,14.593273088287713,simulator-slot-0
65,6.6000000000000005,14.340929592441912,simulator-slot-0
66,6.7,14.089154331313596,simulator-slot-0
67,6.800000000000001,13.837954552071563,simulator-slot-0
68,6.9,13.58733849002967,simulator-slot-0
69,7.0,13.337315764523133,simulator-slot-0
70,7.1000000000000005,13.087897628578139,simulator-slot-0
71,7.2,12.8390971375514,simulator-slot-0
72,7.300000000000001,12.59092927920623,simulator-slot-0
73,7.4,12.34341108988132,simulator-slot-0
74,7.5,12.096561771346746,simulator-slot-0
75,7.6000000000000005,11.850402819326392,simulator-slot-0
76,7.7,11.604958171642506,simulator-slot-0
77,7.800000000000001,11.360254380759255,simulator-slot-0
78,7.9,11.116320815133314,simulator-slot-0
79,8.0,10.873189893789158,simulator-slot-0
80,8.1,10.630897357744336,simulator-slot-0
81,8.200000000000001,10.388516772082111,simulator-slot-0
82,8.3,10.146006759057038,simulator-slot-0
83,8.4,9.903422174529483,simulator-slot-0
84,8.5,9.661108340024581,simulator-slot-0
85,8.6,9.41961115727639,simulator-slot-0
86,8.700000000000001,9.179265873934847,simulator-slot-0
87,8.8,8.94028387982932,simulator-slot-0
88,8.9,8.70280777166411,simulator-slot-0
89,9.0,8.466944794778925,simulator-slot-0
90,9.1,8.232787155408243,simulator-slot-0
91,9.200000000000001,8.000424336253396,simulator-slot-0
92,9.3,7.769941204790792,simulator-slot-0
93,9.4,7.541440556057994,simulator-slot-0
94,9.5,7.31503928556747,simulator-slot-0
95,9.600000000000001,7.091892848029622,simulator-slot-0
96,9.700000000000001,6.870944203155152,simulator-slot-0
97,9.8,6.6532225619058325,simulator-slot-0
98,9.9,6.437891705666596,simulator-slot-0
99,10.0,6.225987720288834,simulator-slot-0
100,10.100000000000001,6.016887038104334,simulator-slot-0
101,10.200000000000001,5.811623054563954,simulator-slot-0
102,10.3,5.609772554349673,simulator-slot-0
103,10.4,5.412352706459844,simulator-slot-0
104,10.5,5.219888448801338,simulator-slot-0
105,10.600000000000001,5.032148906608891,simulator-slot-0
106,10.700000000000001,4.850022210941765,simulator-slot-0
107,10.8,4.674220787220739,simulator-slot-0
108,10.9,4.505106866924869,simulator-slot-0
109,11.0,4.330749580603596,simulator-slot-2
110,11.100000000000001,4.112181736571987,simulator-slot-2
