step,time_s,min_robot_ped_distance_m,nearest_pedestrian_id
0,0.1,7.291951849948379,2
1,0.2,7.305280669968057,2
2,0.30000000000000004,7.317777131641335,2
3,0.4,7.328990690359004,2
4,0.5,7.338293765549935,2
5,0.6000000000000001,7.344993819035818,2
6,0.7000000000000001,7.3489500690260945,2
7,0.8,7.350094241335428,2
8,0.9,7.348511433614322,2
9,1.0,7.340079911089286,2
10,1.1,7.331274850433915,2
11,1.2000000000000002,7.318651122558721,2
12,1.3,7.2580429679245055,0
13,1.4000000000000001,7.177938060071097,0
14,1.5,7.09656879669402,0
15,1.6,7.016141839696492,0
16,1.7000000000000002,6.938238438084171,0
17,1.8,6.864630285793482,0
18,1.9000000000000001,6.797498706896372,0
19,2.0,6.73946188352482,0
20,2.1,6.693461428926198,0
21,2.2,6.6622718282811535,0
22,2.3000000000000003,6.648255207888893,0
23,2.4000000000000004,6.653346021729878,0
24,2.5,6.679035156118568,0
25,2.6,6.725601131645806,0
26,2.7,6.7908251395143555,0
27,2.8000000000000003,6.871422629315488,0
28,2.9000000000000004,6.964990291115195,0
29,3.0,7.069639743186603,0
30,3.1,7.184124214153496,0
31,3.2,7.307459532673298,0
32,3.3000000000000003,7.438990334380658,0
33,3.4000000000000004,7.578356581816764,0
34,3.5,7.725144476029664,0
35,3.6,7.878820522893771,0
36,3.7,8.038627663013566,0
37,3.8000000000000003,8.20397734215394,0
38,3.9000000000000004,8.373973928708107,0
39,4.0,8.546776090086604,0
40,4.1000000000000005,8.720182382096862,0
41,4.2,8.89219566380569,0
42,4.3,9.061099051925462,0
43,4.4,9.225491334364914,0
44,4.5,9.384304530587311,0
45,4.6000000000000005,9.536803995282648,0
46,4.7,9.682557704007815,0
47,4.800000000000001,9.821403874521915,0
48,4.9,9.953434164413684,0
49,5.0,10.078962652702211,0
50,5.1000000000000005,10.198461152781631,0
51,5.2,10.312513882345181,0
52,5.300000000000001,10.421793597932108,0
53,5.4,10.525747296135414,0
54,5.5,10.62262012325603,0
55,5.6000000000000005,10.711932186637057,0
56,5.7,10.794126896153852,0
57,5.800000000000001,10.86899276679311,0
58,5.9,10.935987657106843,0
59,6.0,10.994722967965023,0
60,6.1000000000000005,11.045075220051011,0
61,6.2,11.087166928078107,0
62,6.300000000000001,11.121405241253672,0
63,6.4,11.14844372970205,0
64,6.5,11.169015973778691,0
65,6.6000000000000005,11.183809442224982,0
66,6.7,11.193438353771821,0
67,6.800000000000001,11.198539801779571,0
68,6.9,11.199763127211597,0
69,7.0,11.197715651829714,0
70,7.1000000000000005,11.193136622747115,0
71,7.2,11.186711026886373,0
72,7.300000000000001,11.178662826265088,0
73,7.4,11.1694028000853,0
74,7.5,11.159366588609611,0
75,7.6000000000000005,11.148966882034415,0
76,7.7,12.4053474958523,1
77,7.800000000000001,12.37071365672097,1
78,7.9,12.334633520735107,1
79,8.0,12.297329276795145,1
80,8.1,12.258933843975079,1
81,8.200000000000001,12.21953417932923,1
82,8.3,12.179156415699621,1
83,8.4,12.137730253787138,1
84,8.5,12.095132568632128,1
85,8.6,12.051051249890747,1
86,8.700000000000001,12.005096111352719,1
87,8.8,11.956803845948947,1
88,8.9,11.905943795165165,1
89,9.0,11.852641620059542,1
90,9.1,11.796736518718433,1
91,9.200000000000001,11.738190783138624,1
92,9.3,11.67677428887468,1
93,9.4,11.612960964194396,1
94,9.5,11.54730179511254,1
95,9.600000000000001,11.480211090048858,1
96,9.700000000000001,11.411968627535975,1
97,9.8,11.3435575557683,1
98,9.9,11.277039189905096,1
99,10.0,11.21304304675075,1
100,10.100000000000001,11.152930680894398,1
101,10.200000000000001,11.099168715210164,1
102,10.3,11.054153249404113,1
103,10.4,11.01952456012289,1
104,10.5,10.99615666332954,1
105,10.600000000000001,10.983783854843734,1
106,10.700000000000001,10.981317367840933,1
107,10.8,10.987044511877695,1
108,10.9,10.998747317449547,1
109,11.0,11.014253527931576,1
110,11.100000000000001,11.031985641623026,1
111,11.200000000000001,11.050834709960913,1
112,11.3,11.069976703135962,1
113,11.4,11.088852270787083,1
114,11.5,11.107020414168671,1
115,11.600000000000001,11.12410939173232,1
116,11.700000000000001,11.13988842186291,1
117,11.8,11.154224151431396,1
118,11.9,11.166996481454143,1
119,12.0,11.178140811094691,1
120,12.100000000000001,11.18757010660855,1
121,12.200000000000001,11.195243270150844,1
122,12.3,11.201220441213492,1
123,12.4,11.205578329662293,1
124,12.5,11.208337160271007,1
125,12.600000000000001,11.20952343373819,1
126,12.700000000000001,11.209152238525192,1
127,12.8,11.207105849852686,1
128,12.9,11.203297412112985,1
129,13.0,11.197626192420628,1
130,13.100000000000001,11.189981525135952,1
131,13.200000000000001,11.18020798987365,1
132,13.3,11.168358467127574,1
133,13.4,11.154562554196655,1
134,13.5,11.138668058450193,1
135,13.600000000000001,11.120991905663029,1
136,13.700000000000001,11.101615219173892,1
137,13.8,11.076845284588797,2
138,13.9,11.039297492758342,2
139,14.0,11.000425319960137,2
140,14.100000000000001,10.960874230176938,2
141,14.200000000000001,10.921161716919189,2
142,14.3,10.882003209609753,2
143,14.4,10.843627119612634,2
144,14.5,10.806097566747354,2
145,14.600000000000001,10.769470496999586,2
146,14.700000000000001,10.733858127083117,2
147,14.8,10.699100202888541,2
148,14.9,10.665135045773802,2
149,15.0,10.631789002569985,2
150,15.100000000000001,10.599172585754156,2
151,15.200000000000001,10.567343948201865,2
152,15.3,10.536268998648302,2
153,15.4,10.506261227697287,2
154,15.5,10.477589849162674,2
155,15.600000000000001,10.45031473437933,2
156,15.700000000000001,10.424606301217219,2
157,15.8,10.401343713583888,2
158,15.9,10.381404517975376,2
159,16.0,10.365072080744131,2
160,16.1,10.35240718056037,2
161,16.2,10.343928603520789,2
162,16.3,10.340065654113666,2
163,16.400000000000002,10.34092735497638,2
164,16.5,10.3466645806721,2
165,16.6,10.357168339711306,2
166,16.7,10.372225962754063,2
167,16.8,10.391255554677594,2
168,16.900000000000002,10.413345945092837,2
169,17.0,10.437402423043705,2
170,17.1,10.461498037347255,2
171,17.2,10.484920551725477,2
172,17.3,10.507254109444883,2
173,17.400000000000002,10.528350542342949,2
174,17.5,10.548234239944948,2
175,17.6,10.566927118776539,2
176,17.7,10.584422553714658,2
177,17.8,10.600723857043349,2
178,17.900000000000002,10.615825467092531,2
179,18.0,10.629635540880898,2
180,18.1,10.64206935188293,2
181,18.2,10.65317974066705,2
182,18.3,10.663087657175375,2
183,18.400000000000002,10.671873348095373,2
184,18.5,10.679661308373651,2
185,18.6,10.686559477438735,2
186,18.7,10.693603471479614,2
187,18.8,10.700487433193363,2
188,18.900000000000002,10.706994422693592,2
189,19.0,10.712877859201079,2
190,19.1,10.717947683521992,2
191,19.200000000000003,10.72206739803164,2
192,19.3,10.725017275803275,2
193,19.400000000000002,10.726463378354046,2
194,19.5,10.726249328343082,2
195,19.6,10.724321650824047,2
196,19.700000000000003,10.720523038216728,2
197,19.8,10.715025099062114,2
198,19.900000000000002,10.707991693508514,2
199,20.0,10.699319890923405,2
200,20.1,10.688971787227997,2
201,20.200000000000003,10.677357819490997,2
202,20.3,10.665084773073291,2
203,20.400000000000002,10.652482008569539,2
204,20.5,10.639815213660494,2
205,20.6,10.627226168539744,2
206,20.700000000000003,10.614756413002533,2
207,20.8,10.602454827407001,2
208,20.900000000000002,10.590350267961336,2
209,21.0,10.578661465039122,2
210,21.1,10.567590067515509,2
211,21.200000000000003,10.557182162456554,2
212,21.3,10.547735066151041,2
213,21.400000000000002,10.539274184473568,2
214,21.5,10.532563793685583,2
215,21.6,10.528385322331529,2
216,21.700000000000003,10.526784294748184,2
217,21.8,10.527923831896906,2
218,21.900000000000002,10.53220302410971,2
219,22.0,10.540256974340402,2
220,22.1,10.552526253590978,2
221,22.200000000000003,10.546240087463431,0
222,22.3,10.519012393542987,0
223,22.400000000000002,10.495887866808754,0
224,22.5,10.477661332881942,0
225,22.6,10.464661866360746,0
226,22.700000000000003,10.457011627786432,0
227,22.8,10.454627340529017,0
228,22.900000000000002,10.4572619049406,0
229,23.0,10.464459205111103,0
230,23.1,10.475257858668307,0
231,23.200000000000003,10.488456375685747,0
232,23.3,10.503772113178512,0
233,23.400000000000002,10.520621549555239,0
234,23.5,10.537668283708786,0
235,23.6,10.555670269792337,0
236,23.700000000000003,10.574488834086967,0
237,23.8,10.592715921509596,0
238,23.900000000000002,10.61037298360339,0
239,24.0,10.62727738045703,0
240,24.1,10.643121390353485,0
241,24.200000000000003,10.65817157605713,0
242,24.3,10.672526778790973,0
243,24.400000000000002,10.685907622240867,0
244,24.5,10.69827961619007,0
245,24.6,10.709605071100395,0
246,24.700000000000003,10.71993995086917,0
247,24.8,10.729363466487085,0
248,24.900000000000002,10.737972221138563,0
249,25.0,10.745707732543073,0
250,25.1,10.75237546614769,0
251,25.200000000000003,10.757884989752114,0
252,25.3,10.762145556057627,0
253,25.400000000000002,10.765099579814647,0
254,25.5,10.766634515360781,0
255,25.6,10.766538989302852,0
256,25.700000000000003,10.764716268198981,0
257,25.8,10.760945942795352,0
258,25.900000000000002,10.75503301349432,0
259,26.0,10.74676216446051,0
260,26.1,10.73592660948915,0
261,26.200000000000003,10.722792906313767,0
262,26.3,10.707239843192783,0
263,26.400000000000002,10.689079702232686,0
264,26.5,10.668619085108766,0
265,26.6,10.646464016395253,0
266,26.700000000000003,10.623495641762403,0
267,26.8,10.599559447024646,0
268,26.900000000000002,10.57570903182278,0
269,27.0,10.553530869876845,0
270,27.1,10.533461956742572,0
271,27.200000000000003,10.515292810011184,0
272,27.3,10.498889944563402,0
273,27.400000000000002,10.484575100599312,0
274,27.5,10.472621533206889,0
275,27.6,10.462704510861462,0
276,27.700000000000003,10.454394441980215,0
277,27.8,10.447660357748221,0
278,27.900000000000002,10.442639711558261,0
279,28.0,10.43966354351297,0
280,28.1,10.43890687022184,0
281,28.200000000000003,10.440349888859915,0
282,28.3,10.44396375217898,0
283,28.400000000000002,10.449693486530514,0
284,28.5,10.457602856055347,0
285,28.6,10.467846121205676,0
286,28.700000000000003,10.480688290130724,0
287,28.8,10.49628922576095,0
288,28.900000000000002,10.514729301876612,0
289,29.0,10.536399358153664,0
290,29.1,10.561359244636545,0
291,29.200000000000003,10.58929185832438,0
292,29.3,10.619622490952564,0
293,29.400000000000002,10.651906026637453,0
294,29.5,10.685819758250641,0
295,29.6,10.721354287247499,0
296,29.700000000000003,10.757905178067688,0
297,29.8,10.79465804887179,0
298,29.900000000000002,10.831319593876547,0
299,30.0,10.867731542240795,0
300,30.1,10.903646501471208,0
301,30.200000000000003,10.938713914447725,0
302,30.3,10.972900719375362,0
303,30.400000000000002,10.994198277374311,2
304,30.5,10.991510074635961,2
305,30.6,10.98844871545863,2
306,30.700000000000003,10.98458410495034,2
307,30.8,10.980198221821421,2
308,30.900000000000002,10.975511913654037,2
309,31.0,10.970515582168307,2
310,31.1,10.965537486645651,2
311,31.200000000000003,10.960332640155613,2
312,31.3,10.954667083269529,2
313,31.400000000000002,10.948581379541672,2
314,31.5,10.942036972495579,2
