scenario_matrix,scenario_matrix_hash,scenario_count,planner_key,algo,planner_group,benchmark_profile,kinematics,seed_policy.mode,seed_policy.seed_set,resolved_seeds,repeats,paper_facing,paper_profile_version,config_hash,git_commit,campaign_id,created_at_utc
configs/scenarios/classic_interactions_francis2023.yaml,8ac8ab9387f4,48,goal,goal,core,baseline-safe,differential_drive,seed-set,eval,"[111, 112, 113]",3,True,paper-matrix-v1,e2dfe44193c4ffbd,1d7acbaac53b32dd4d656c5a31466b018dd131f6,paper_experiment_matrix_all_planners_v1_main_latest_all_20260504_171217,2026-05-04T15:12:17.036639Z
configs/scenarios/classic_interactions_francis2023.yaml,8ac8ab9387f4,48,orca,orca,core,baseline-safe,differential_drive,seed-set,eval,"[111, 112, 113]",3,True,paper-matrix-v1,e2dfe44193c4ffbd,1d7acbaac53b32dd4d656c5a31466b018dd131f6,paper_experiment_matrix_all_planners_v1_main_latest_all_20260504_171217,2026-05-04T15:12:17.036639Z
configs/scenarios/classic_interactions_francis2023.yaml,8ac8ab9387f4,48,social_force,social_force,core,baseline-safe,differential_drive,seed-set,eval,"[111, 112, 113]",3,True,paper-matrix-v1,e2dfe44193c4ffbd,1d7acbaac53b32dd4d656c5a31466b018dd131f6,paper_experiment_matrix_all_planners_v1_main_latest_all_20260504_171217,2026-05-04T15:12:17.036639Z
configs/scenarios/classic_interactions_francis2023.yaml,8ac8ab9387f4,48,ppo,ppo,experimental,experimental,differential_drive,seed-set,eval,"[111, 112, 113]",3,True,paper-matrix-v1,e2dfe44193c4ffbd,1d7acbaac53b32dd4d656c5a31466b018dd131f6,paper_experiment_matrix_all_planners_v1_main_latest_all_20260504_171217,2026-05-04T15:12:17.036639Z
configs/scenarios/classic_interactions_francis2023.yaml,8ac8ab9387f4,48,prediction_planner,prediction_planner,experimental,experimental,differential_drive,seed-set,eval,"[111, 112, 113]",3,True,paper-matrix-v1,e2dfe44193c4ffbd,1d7acbaac53b32dd4d656c5a31466b018dd131f6,paper_experiment_matrix_all_planners_v1_main_latest_all_20260504_171217,2026-05-04T15:12:17.036639Z
configs/scenarios/classic_interactions_francis2023.yaml,8ac8ab9387f4,48,sacadrl,sacadrl,experimental,experimental,differential_drive,seed-set,eval,"[111, 112, 113]",3,True,paper-matrix-v1,e2dfe44193c4ffbd,1d7acbaac53b32dd4d656c5a31466b018dd131f6,paper_experiment_matrix_all_planners_v1_main_latest_all_20260504_171217,2026-05-04T15:12:17.036639Z
configs/scenarios/classic_interactions_francis2023.yaml,8ac8ab9387f4,48,socnav_bench,socnav_bench,experimental,experimental,differential_drive,seed-set,eval,"[111, 112, 113]",3,True,paper-matrix-v1,e2dfe44193c4ffbd,1d7acbaac53b32dd4d656c5a31466b018dd131f6,paper_experiment_matrix_all_planners_v1_main_latest_all_20260504_171217,2026-05-04T15:12:17.036639Z
configs/scenarios/classic_interactions_francis2023.yaml,8ac8ab9387f4,48,socnav_sampling,socnav_sampling,experimental,experimental,differential_drive,seed-set,eval,"[111, 112, 113]",3,True,paper-matrix-v1,e2dfe44193c4ffbd,1d7acbaac53b32dd4d656c5a31466b018dd131f6,paper_experiment_matrix_all_planners_v1_main_latest_all_20260504_171217,2026-05-04T15:12:17.036639Z
