# AI-GENERATED NEEDS-REVIEW
run_label,job_id,scenario_matrix_hash,planner_key,algo,scenario_family,scenario_id,episodes,success_mean,collisions_mean,ped_collision_count_mean,obstacle_collision_count_mean,total_collision_count_mean,near_misses_mean,time_to_goal_norm_mean,path_efficiency_mean,comfort_exposure_mean,jerk_mean,snqi_mean
confirm,13268,c10df617a87c,ppo,ppo,robot_overtaking,francis2023_robot_overtaking,3,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2961,1.0000,0.0000,,0.0149
confirm,13268,c10df617a87c,ppo,ppo,station_platform,classic_station_platform_medium,3,0.0000,0.3333,0.3333,0.0000,0.3333,15.6667,1.0000,0.4606,0.0108,,'-0.5776
confirm,13268,c10df617a87c,ppo,ppo,t_intersection,classic_t_intersection_low,3,0.3333,0.6667,0.0000,0.6667,0.6667,0.0000,0.7478,0.9932,0.0320,,'-0.2092
confirm,13268,c10df617a87c,ppo,ppo,t_intersection,classic_t_intersection_medium,3,0.6667,0.3333,0.0000,0.3333,0.3333,0.0000,0.5033,0.9908,0.0248,,'-0.0864
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,accompanying_peer,francis2023_accompanying_peer,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3706,1.0000,0.0045,,0.1545
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,blind_corner,francis2023_blind_corner,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.2018
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,bottleneck,classic_bottleneck_high,3,0.0000,1.0000,0.6667,0.3333,1.0000,2.6667,1.0000,1.0000,0.0000,,'-0.2435
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,bottleneck,classic_bottleneck_low,3,0.6667,0.3333,0.0000,0.3333,0.3333,0.0000,0.4961,1.0000,0.0000,,0.0404
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,bottleneck,classic_bottleneck_medium,3,0.6667,0.3333,0.0000,0.3333,0.3333,36.3333,0.5389,1.0000,0.0000,,'-0.1692
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,bottleneck,classic_realworld_double_bottleneck_high,3,0.3333,0.6667,0.6667,0.0000,0.6667,83.6667,0.8806,1.0000,0.0081,,'-0.4237
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,circular_crossing,francis2023_circular_crossing,3,0.6667,0.3333,0.3333,0.0000,0.3333,0.3333,0.4361,1.0000,0.2406,,'-0.0126
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,cross_trap,classic_cross_trap_high,3,0.0000,1.0000,1.0000,0.0000,1.0000,49.6667,1.0000,1.0000,0.3934,,'-0.4238
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,cross_trap,classic_cross_trap_low,3,0.3333,0.6667,0.0000,0.6667,0.6667,0.0000,0.8267,0.9925,0.0097,,'-0.0944
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,cross_trap,classic_cross_trap_medium,3,0.3333,0.6667,0.6667,0.0000,0.6667,55.6667,0.8639,0.9960,0.1757,,'-0.3651
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,crossing,classic_urban_crossing_medium,3,0.3333,0.6667,0.0000,0.6667,0.6667,0.0000,0.7850,1.0000,0.0092,,'-0.0887
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,crowd_navigation,francis2023_crowd_navigation,3,0.3333,0.6667,0.6667,0.0000,0.6667,34.0000,0.7822,1.0000,0.0722,,'-0.3200
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,doorway,classic_doorway_high,3,0.0000,1.0000,1.0000,0.0000,1.0000,6.0000,1.0000,1.0000,0.0141,,'-0.4810
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,doorway,classic_doorway_low,3,0.0000,1.0000,0.6667,0.3333,1.0000,5.3333,1.0000,1.0000,0.0286,,'-0.4041
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,doorway,classic_doorway_medium,3,0.6667,0.3333,0.0000,0.3333,0.3333,15.3333,0.4428,1.0000,0.0066,,'-0.3202
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,down_path,francis2023_down_path,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3700,1.0000,0.0000,,0.1553
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,entering_elevator,francis2023_entering_elevator,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1228,1.0000,0.0000,,0.1788
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,entering_room,francis2023_entering_room,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1844,1.0000,0.0000,,0.1730
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,exiting_elevator,francis2023_exiting_elevator,3,1.0000,0.0000,0.0000,0.0000,0.0000,33.6667,0.1450,1.0000,0.0000,,'-0.1316
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,exiting_room,francis2023_exiting_room,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1872,1.0000,0.0000,,0.1727
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,following_human,francis2023_following_human,3,1.0000,0.0000,0.0000,0.0000,0.0000,8.6667,0.3867,1.0000,0.0043,,0.0258
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,frontal_approach,francis2023_frontal_approach,3,0.0000,1.0000,1.0000,0.0000,1.0000,5.3333,1.0000,1.0000,0.0000,,'-0.2780
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,group_crossing,classic_group_crossing_high,3,0.6667,0.3333,0.3333,0.0000,0.3333,12.6667,0.5011,1.0000,0.0505,,'-0.1536
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,group_crossing,classic_group_crossing_low,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2283,1.0000,0.0186,,0.1584
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,group_crossing,classic_group_crossing_medium,3,1.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.2389,1.0000,0.0047,,0.0770
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,head_on_corridor,classic_head_on_corridor_low,3,0.6667,0.3333,0.3333,0.0000,0.3333,5.0000,0.5656,1.0000,0.0153,,'-0.0458
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,head_on_corridor,classic_head_on_corridor_medium,3,0.3333,0.6667,0.6667,0.0000,0.6667,6.3333,0.7900,1.0000,0.0146,,'-0.1850
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,intersection_no_gesture,francis2023_intersection_no_gesture,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2472,1.0000,0.0000,,0.1670
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,intersection_proceed,francis2023_intersection_proceed,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2472,1.0000,0.0000,,0.1670
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,intersection_wait,francis2023_intersection_wait,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2472,1.0000,0.0000,,0.1670
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,join_group,francis2023_join_group,3,0.0000,1.0000,1.0000,0.0000,1.0000,6.3333,1.0000,1.0000,0.0141,,'-0.2990
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,leading_human,francis2023_leading_human,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3661,1.0000,0.0045,,0.1549
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,leave_group,francis2023_leave_group,3,0.0000,1.0000,1.0000,0.0000,1.0000,14.3333,1.0000,1.0000,0.0152,,'-0.4162
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,merging,classic_merging_low,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9033,0.0079,,'-0.3050
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,merging,classic_merging_medium,3,0.0000,1.0000,0.3333,0.6667,1.0000,4.0000,1.0000,0.9544,0.0196,,'-0.3719
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,narrow_doorway,francis2023_narrow_doorway,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.1997
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,narrow_hallway,francis2023_narrow_hallway,3,0.0000,1.0000,1.0000,0.0000,1.0000,6.3333,1.0000,1.0000,0.0178,,'-0.2973
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,overtaking,classic_overtaking_low,3,0.3333,0.6667,0.0000,0.6667,0.6667,0.0000,0.8022,0.9853,0.0174,,'-0.1506
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,overtaking,classic_overtaking_medium,3,0.0000,1.0000,0.0000,1.0000,1.0000,7.0000,1.0000,1.0000,0.0114,,'-0.3794
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,parallel_traffic,francis2023_parallel_traffic,3,1.0000,0.0000,0.0000,0.0000,0.0000,43.0000,0.4722,1.0000,0.0372,,'-0.1358
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,pedestrian_obstruction,francis2023_pedestrian_obstruction,3,0.0000,1.0000,1.0000,0.0000,1.0000,20.6667,1.0000,1.0000,0.0900,,'-0.4436
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,pedestrian_overtaking,francis2023_pedestrian_overtaking,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4133,1.0000,0.0227,,0.1405
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,perpendicular_traffic,francis2023_perpendicular_traffic,3,0.6667,0.3333,0.3333,0.0000,0.3333,11.0000,0.5150,1.0000,0.0101,,'-0.1138
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,robot_crowding,francis2023_robot_crowding,3,0.3333,0.6667,0.6667,0.0000,0.6667,32.0000,0.7417,1.0000,0.1941,,'-0.4228
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,robot_overtaking,francis2023_robot_overtaking,3,0.0000,1.0000,1.0000,0.0000,1.0000,36.6667,1.0000,1.0000,0.3039,,'-0.5880
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,station_platform,classic_station_platform_medium,3,0.0000,0.6667,0.6667,0.0000,0.6667,45.0000,1.0000,0.9862,0.0123,,'-0.3820
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,t_intersection,classic_t_intersection_low,3,0.6667,0.3333,0.0000,0.3333,0.3333,0.0000,0.5244,0.9833,0.0267,,'-0.0225
confirm,13268,c10df617a87c,prediction_planner,prediction_planner,t_intersection,classic_t_intersection_medium,3,0.6667,0.3333,0.0000,0.3333,0.3333,0.0000,0.5244,0.9833,0.0214,,'-0.0285
confirm,13268,c10df617a87c,sacadrl,sacadrl,accompanying_peer,francis2023_accompanying_peer,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0194,,'-0.4663
confirm,13268,c10df617a87c,sacadrl,sacadrl,blind_corner,francis2023_blind_corner,3,0.0000,1.0000,0.0000,1.0000,1.0000,13.0000,1.0000,1.0000,0.0000,,'-0.6647
confirm,13268,c10df617a87c,sacadrl,sacadrl,bottleneck,classic_bottleneck_high,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.3796
confirm,13268,c10df617a87c,sacadrl,sacadrl,bottleneck,classic_bottleneck_low,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3694,1.0000,0.0000,,0.0992
confirm,13268,c10df617a87c,sacadrl,sacadrl,bottleneck,classic_bottleneck_medium,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.3032
confirm,13268,c10df617a87c,sacadrl,sacadrl,bottleneck,classic_realworld_double_bottleneck_high,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.4501
confirm,13268,c10df617a87c,sacadrl,sacadrl,circular_crossing,francis2023_circular_crossing,3,0.6667,0.3333,0.3333,0.0000,0.3333,0.3333,0.4822,1.0000,0.2358,,'-0.1113
confirm,13268,c10df617a87c,sacadrl,sacadrl,cross_trap,classic_cross_trap_high,3,0.0000,1.0000,1.0000,0.0000,1.0000,6.0000,1.0000,1.0000,0.3912,,'-0.4179
confirm,13268,c10df617a87c,sacadrl,sacadrl,cross_trap,classic_cross_trap_low,3,0.6667,0.3333,0.3333,0.0000,0.3333,4.6667,0.8450,0.9816,0.0265,,'-0.2243
confirm,13268,c10df617a87c,sacadrl,sacadrl,cross_trap,classic_cross_trap_medium,3,0.0000,1.0000,0.6667,0.3333,1.0000,6.0000,1.0000,1.0000,0.1721,,'-0.4033
confirm,13268,c10df617a87c,sacadrl,sacadrl,crossing,classic_urban_crossing_medium,3,0.0000,1.0000,0.3333,0.6667,1.0000,3.3333,1.0000,1.0000,0.0118,,'-0.7961
confirm,13268,c10df617a87c,sacadrl,sacadrl,crowd_navigation,francis2023_crowd_navigation,3,0.6667,0.3333,0.3333,0.0000,0.3333,11.3333,0.5917,1.0000,0.0380,,'-0.2723
confirm,13268,c10df617a87c,sacadrl,sacadrl,doorway,classic_doorway_high,3,0.0000,1.0000,1.0000,0.0000,1.0000,4.3333,1.0000,1.0000,0.0103,,'-0.4458
confirm,13268,c10df617a87c,sacadrl,sacadrl,doorway,classic_doorway_low,3,0.0000,1.0000,1.0000,0.0000,1.0000,4.3333,1.0000,1.0000,0.0493,,'-0.4065
confirm,13268,c10df617a87c,sacadrl,sacadrl,doorway,classic_doorway_medium,3,0.0000,1.0000,0.3333,0.6667,1.0000,6.3333,1.0000,1.0000,0.0095,,'-0.4109
confirm,13268,c10df617a87c,sacadrl,sacadrl,down_path,francis2023_down_path,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.4439
confirm,13268,c10df617a87c,sacadrl,sacadrl,entering_elevator,francis2023_entering_elevator,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.4337
confirm,13268,c10df617a87c,sacadrl,sacadrl,entering_room,francis2023_entering_room,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.3767
confirm,13268,c10df617a87c,sacadrl,sacadrl,exiting_elevator,francis2023_exiting_elevator,3,0.6667,0.3333,0.0000,0.3333,0.3333,9.0000,0.4500,1.0000,0.0000,,'-0.2545
confirm,13268,c10df617a87c,sacadrl,sacadrl,exiting_room,francis2023_exiting_room,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2694,1.0000,0.0000,,0.1174
confirm,13268,c10df617a87c,sacadrl,sacadrl,following_human,francis2023_following_human,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0197,,'-0.5333
confirm,13268,c10df617a87c,sacadrl,sacadrl,frontal_approach,francis2023_frontal_approach,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.6742
confirm,13268,c10df617a87c,sacadrl,sacadrl,group_crossing,classic_group_crossing_high,3,0.6667,0.3333,0.3333,0.0000,0.3333,10.6667,0.5594,1.0000,0.0315,,'-0.2754
confirm,13268,c10df617a87c,sacadrl,sacadrl,group_crossing,classic_group_crossing_low,3,1.0000,0.0000,0.0000,0.0000,0.0000,9.6667,0.3383,1.0000,0.0130,,'-0.1129
confirm,13268,c10df617a87c,sacadrl,sacadrl,group_crossing,classic_group_crossing_medium,3,0.6667,0.3333,0.3333,0.0000,0.3333,10.3333,0.5606,1.0000,0.0065,,'-0.2615
confirm,13268,c10df617a87c,sacadrl,sacadrl,head_on_corridor,classic_head_on_corridor_low,3,0.6667,0.3333,0.3333,0.0000,0.3333,6.3333,0.6744,1.0000,0.0107,,'-0.2435
confirm,13268,c10df617a87c,sacadrl,sacadrl,head_on_corridor,classic_head_on_corridor_medium,3,0.3333,0.6667,0.6667,0.0000,0.6667,11.6667,0.8333,1.0000,0.0078,,'-0.4167
confirm,13268,c10df617a87c,sacadrl,sacadrl,intersection_no_gesture,francis2023_intersection_no_gesture,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3872,1.0000,0.0000,,0.0391
confirm,13268,c10df617a87c,sacadrl,sacadrl,intersection_proceed,francis2023_intersection_proceed,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3878,1.0000,0.0000,,0.0320
confirm,13268,c10df617a87c,sacadrl,sacadrl,intersection_wait,francis2023_intersection_wait,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3878,1.0000,0.0000,,0.0326
confirm,13268,c10df617a87c,sacadrl,sacadrl,join_group,francis2023_join_group,3,0.0000,1.0000,1.0000,0.0000,1.0000,6.6667,1.0000,1.0000,0.0138,,'-0.5364
confirm,13268,c10df617a87c,sacadrl,sacadrl,leading_human,francis2023_leading_human,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0191,,'-0.4610
confirm,13268,c10df617a87c,sacadrl,sacadrl,leave_group,francis2023_leave_group,3,0.0000,1.0000,1.0000,0.0000,1.0000,6.6667,1.0000,1.0000,0.0140,,'-0.5438
confirm,13268,c10df617a87c,sacadrl,sacadrl,merging,classic_merging_low,3,0.0000,1.0000,1.0000,0.0000,1.0000,14.6667,1.0000,1.0000,0.0133,,'-0.5896
confirm,13268,c10df617a87c,sacadrl,sacadrl,merging,classic_merging_medium,3,0.0000,1.0000,1.0000,0.0000,1.0000,20.3333,1.0000,0.9946,0.0115,,'-0.6581
confirm,13268,c10df617a87c,sacadrl,sacadrl,narrow_doorway,francis2023_narrow_doorway,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.4882
confirm,13268,c10df617a87c,sacadrl,sacadrl,narrow_hallway,francis2023_narrow_hallway,3,0.0000,1.0000,0.0000,1.0000,1.0000,6.0000,1.0000,1.0000,0.0136,,'-0.5552
confirm,13268,c10df617a87c,sacadrl,sacadrl,overtaking,classic_overtaking_low,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0111,,'-0.3944
confirm,13268,c10df617a87c,sacadrl,sacadrl,overtaking,classic_overtaking_medium,3,0.0000,1.0000,0.0000,1.0000,1.0000,2.6667,1.0000,0.9952,0.0056,,'-0.4317
confirm,13268,c10df617a87c,sacadrl,sacadrl,parallel_traffic,francis2023_parallel_traffic,3,0.6667,0.3333,0.0000,0.3333,0.3333,0.0000,0.7083,1.0000,0.0378,,'-0.1530
confirm,13268,c10df617a87c,sacadrl,sacadrl,pedestrian_obstruction,francis2023_pedestrian_obstruction,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.7622
confirm,13268,c10df617a87c,sacadrl,sacadrl,pedestrian_overtaking,francis2023_pedestrian_overtaking,3,1.0000,0.0000,0.0000,0.0000,0.0000,23.6667,0.5661,1.0000,0.0166,,'-0.1981
confirm,13268,c10df617a87c,sacadrl,sacadrl,perpendicular_traffic,francis2023_perpendicular_traffic,3,0.6667,0.3333,0.3333,0.0000,0.3333,13.3333,0.5917,1.0000,0.0071,,'-0.3928
confirm,13268,c10df617a87c,sacadrl,sacadrl,robot_crowding,francis2023_robot_crowding,3,0.0000,1.0000,1.0000,0.0000,1.0000,15.0000,1.0000,1.0000,0.1381,,'-0.6573
confirm,13268,c10df617a87c,sacadrl,sacadrl,robot_overtaking,francis2023_robot_overtaking,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5850,0.9991,0.0000,,'-0.0519
confirm,13268,c10df617a87c,sacadrl,sacadrl,station_platform,classic_station_platform_medium,3,0.0000,1.0000,0.6667,0.3333,1.0000,4.6667,1.0000,0.9523,0.0118,,'-0.7121
confirm,13268,c10df617a87c,sacadrl,sacadrl,t_intersection,classic_t_intersection_low,3,0.3333,0.6667,0.0000,0.6667,0.6667,0.0000,0.8178,0.9901,0.0304,,'-0.2805
confirm,13268,c10df617a87c,sacadrl,sacadrl,t_intersection,classic_t_intersection_medium,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0207,,'-0.4103
confirm,13268,c10df617a87c,social_force,social_force,accompanying_peer,francis2023_accompanying_peer,3,0.0000,1.0000,1.0000,0.0000,1.0000,9.0000,1.0000,0.8836,0.0470,,'-0.9736
confirm,13268,c10df617a87c,social_force,social_force,blind_corner,francis2023_blind_corner,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.6977
confirm,13268,c10df617a87c,social_force,social_force,bottleneck,classic_bottleneck_high,3,0.0000,1.0000,1.0000,0.0000,1.0000,3.6667,1.0000,0.1478,0.0000,,'-1.0393
confirm,13268,c10df617a87c,social_force,social_force,bottleneck,classic_bottleneck_low,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1194,0.0000,,'-0.8724
confirm,13268,c10df617a87c,social_force,social_force,bottleneck,classic_bottleneck_medium,3,0.0000,1.0000,1.0000,0.0000,1.0000,35.6667,1.0000,0.1233,0.0233,,'-1.3062
confirm,13268,c10df617a87c,social_force,social_force,bottleneck,classic_realworld_double_bottleneck_high,3,0.0000,0.0000,0.0000,0.0000,0.0000,8.3333,1.0000,0.1541,0.0002,,'-0.9808
confirm,13268,c10df617a87c,social_force,social_force,circular_crossing,francis2023_circular_crossing,3,0.0000,0.3333,0.3333,0.0000,0.3333,0.3333,1.0000,0.6193,0.2278,,'-0.8627
confirm,13268,c10df617a87c,social_force,social_force,cross_trap,classic_cross_trap_high,3,0.0000,1.0000,1.0000,0.0000,1.0000,5.3333,1.0000,1.0000,0.3914,,'-0.3772
confirm,13268,c10df617a87c,social_force,social_force,cross_trap,classic_cross_trap_low,3,0.0000,0.0000,0.0000,0.0000,0.0000,23.6667,1.0000,0.2828,0.0037,,'-1.1571
confirm,13268,c10df617a87c,social_force,social_force,cross_trap,classic_cross_trap_medium,3,0.0000,0.6667,0.6667,0.0000,0.6667,20.3333,1.0000,0.7633,0.1732,,'-0.7184
confirm,13268,c10df617a87c,social_force,social_force,crossing,classic_urban_crossing_medium,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0160,,'-0.9232
confirm,13268,c10df617a87c,social_force,social_force,crowd_navigation,francis2023_crowd_navigation,3,0.0000,1.0000,1.0000,0.0000,1.0000,18.0000,1.0000,1.0000,0.0616,,'-0.5036
confirm,13268,c10df617a87c,social_force,social_force,doorway,classic_doorway_high,3,0.0000,0.0000,0.0000,0.0000,0.0000,41.0000,1.0000,0.4098,0.0023,,'-1.3490
confirm,13268,c10df617a87c,social_force,social_force,doorway,classic_doorway_low,3,0.0000,0.0000,0.0000,0.0000,0.0000,16.3333,1.0000,0.4351,0.0047,,'-1.2811
confirm,13268,c10df617a87c,social_force,social_force,doorway,classic_doorway_medium,3,0.0000,0.0000,0.0000,0.0000,0.0000,30.3333,1.0000,0.4647,0.0019,,'-1.2836
confirm,13268,c10df617a87c,social_force,social_force,down_path,francis2023_down_path,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.6288,0.0000,,'-0.8370
confirm,13268,c10df617a87c,social_force,social_force,entering_elevator,francis2023_entering_elevator,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1778,0.0000,,'-0.8948
confirm,13268,c10df617a87c,social_force,social_force,entering_room,francis2023_entering_room,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3482,0.0000,,'-1.0968
confirm,13268,c10df617a87c,social_force,social_force,exiting_elevator,francis2023_exiting_elevator,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.8661
confirm,13268,c10df617a87c,social_force,social_force,exiting_room,francis2023_exiting_room,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1099,0.0000,,'-0.8379
confirm,13268,c10df617a87c,social_force,social_force,following_human,francis2023_following_human,3,0.0000,1.0000,1.0000,0.0000,1.0000,35.3333,1.0000,0.8688,0.1103,,'-1.3142
confirm,13268,c10df617a87c,social_force,social_force,frontal_approach,francis2023_frontal_approach,3,0.0000,1.0000,1.0000,0.0000,1.0000,7.3333,1.0000,0.6922,0.0034,,'-1.0012
confirm,13268,c10df617a87c,social_force,social_force,group_crossing,classic_group_crossing_high,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2638,0.0200,,'-1.1508
confirm,13268,c10df617a87c,social_force,social_force,group_crossing,classic_group_crossing_low,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2638,0.0063,,'-1.1045
confirm,13268,c10df617a87c,social_force,social_force,group_crossing,classic_group_crossing_medium,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2699,0.0069,,'-1.1093
confirm,13268,c10df617a87c,social_force,social_force,head_on_corridor,classic_head_on_corridor_low,3,0.6667,0.3333,0.3333,0.0000,0.3333,6.3333,0.6389,1.0000,0.0119,,'-0.0717
confirm,13268,c10df617a87c,social_force,social_force,head_on_corridor,classic_head_on_corridor_medium,3,0.0000,1.0000,1.0000,0.0000,1.0000,14.0000,1.0000,1.0000,0.0100,,'-0.3813
confirm,13268,c10df617a87c,social_force,social_force,intersection_no_gesture,francis2023_intersection_no_gesture,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9634,0.0000,,'-0.8659
confirm,13268,c10df617a87c,social_force,social_force,intersection_proceed,francis2023_intersection_proceed,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9634,0.0000,,'-0.8659
confirm,13268,c10df617a87c,social_force,social_force,intersection_wait,francis2023_intersection_wait,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9634,0.0000,,'-0.8659
confirm,13268,c10df617a87c,social_force,social_force,join_group,francis2023_join_group,3,0.0000,1.0000,1.0000,0.0000,1.0000,5.3333,1.0000,1.0000,0.0126,,'-0.2831
confirm,13268,c10df617a87c,social_force,social_force,leading_human,francis2023_leading_human,3,0.0000,0.6667,0.6667,0.0000,0.6667,54.6667,1.0000,0.8772,0.0553,,'-0.9294
confirm,13268,c10df617a87c,social_force,social_force,leave_group,francis2023_leave_group,3,0.0000,1.0000,1.0000,0.0000,1.0000,9.3333,1.0000,1.0000,0.0069,,'-0.3394
confirm,13268,c10df617a87c,social_force,social_force,merging,classic_merging_low,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.4702,0.0029,,'-1.1041
confirm,13268,c10df617a87c,social_force,social_force,merging,classic_merging_medium,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.4715,0.0060,,'-1.1404
confirm,13268,c10df617a87c,social_force,social_force,narrow_doorway,francis2023_narrow_doorway,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.4363,0.0000,,'-0.8035
confirm,13268,c10df617a87c,social_force,social_force,narrow_hallway,francis2023_narrow_hallway,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0732,,'-0.7013
confirm,13268,c10df617a87c,social_force,social_force,overtaking,classic_overtaking_low,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2814,0.0054,,'-1.1085
confirm,13268,c10df617a87c,social_force,social_force,overtaking,classic_overtaking_medium,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2722,0.0029,,'-1.1093
