# AI-GENERATED NEEDS-REVIEW
step,time_s,robot_x_m,robot_y_m,robot_heading_rad,executed_vx_m_s,executed_vy_m_s,executed_speed_m_s,commanded_linear_velocity_m_s,commanded_angular_velocity_rad_s,nearest_pedestrian_id,min_robot_ped_distance_m,pedestrian_count,pedestrian_positions_json
0,0.1,15.49207929714985,3.50649037580622,1.3658969402313232,0.01020446585219048,0.048947613595267114,0.050000000000000995,2.0,0.2535936825742673,3,7.471449084670213,4,"[{""id"":""0"",""x_m"":16.03917241409481,""y_m"":22.294535017604378},{""id"":""1"",""x_m"":18.163100458394123,""y_m"":15.390542335150801},{""id"":""2"",""x_m"":17.808690119639117,""y_m"":13.40317280745725},{""id"":""3"",""x_m"":18.38891769125916,""y_m"":10.39349834322092}]"
1,0.2,15.495106592746971,3.5211817161592185,1.3692647218704224,0.030272955971213378,0.14691340352998683,0.14999999999999925,2.0,0.19171825918274443,3,7.423837465762034,4,"[{""id"":""0"",""x_m"":16.05239295819776,""y_m"":22.240673480568642},{""id"":""1"",""x_m"":18.172644687905695,""y_m"":15.336681796977285},{""id"":""2"",""x_m"":17.82634832807722,""y_m"":13.350376206856343},{""id"":""3"",""x_m"":18.41652278655294,""y_m"":10.346039966747307}]"
2,0.30000000000000004,15.500046502358568,3.545688802747168,1.3745172023773193,0.0493990961159696,0.24507086587949534,0.2500000000000008,2.0,0.25260456193460046,3,7.365767077728751,4,"[{""id"":""0"",""x_m"":16.066070581350562,""y_m"":22.184926419221398},{""id"":""1"",""x_m"":18.18240069820398,""y_m"":15.281159171109556},{""id"":""2"",""x_m"":17.844651717317387,""y_m"":13.295679597675399},{""id"":""3"",""x_m"":18.445039512194384,""y_m"":10.297099086189505}]"
3,0.4,15.50674774548081,3.5800412894201386,1.3817681074142456,0.06701243122241962,0.3435248667297053,0.35000000000000187,2.0,0.2521125116417391,3,7.297552656967466,4,"[{""id"":""0"",""x_m"":16.080113485903112,""y_m"":22.127671829265434},{""id"":""1"",""x_m"":18.19232879079569,""y_m"":15.224306520965332},{""id"":""2"",""x_m"":17.863466911526405,""y_m"":13.239467583724858},{""id"":""3"",""x_m"":18.47428406275273,""y_m"":10.246974841427773}]"
4,0.5,15.515010231778431,3.624276245282913,1.3905075788497925,0.08262486297621052,0.44234955862774594,0.4499999999999991,2.0,0.19060945552377717,3,7.219490155609506,4,"[{""id"":""0"",""x_m"":16.0944482281179,""y_m"":22.06921212815462},{""id"":""1"",""x_m"":18.202396519588003,""y_m"":15.166389802812496},{""id"":""2"",""x_m"":17.88268813034215,""y_m"":13.182047513442628},{""id"":""3"",""x_m"":18.50410890086104,""y_m"":10.195906731960564}]"
5,0.6000000000000001,15.5246089384733,3.6784321759810914,1.4002445936203003,0.09598706694868397,0.5415593069817826,0.5499999999999997,2.0,0.18369871954550465,3,7.131865220419155,4,"[{""id"":""0"",""x_m"":16.109016048832824,""y_m"":22.009789265618398},{""id"":""1"",""x_m"":18.212577415365725,""y_m"":15.107622010125649},{""id"":""2"",""x_m"":17.902231460800866,""y_m"":13.123665014686528},{""id"":""3"",""x_m"":18.53439554761234,""y_m"":10.144086519485056}]"
6,0.7000000000000001,15.535302528941129,3.7425465045115094,1.4108119010925293,0.1069359046782914,0.6411432853041799,0.6500000000000012,2.0,0.17709151251937438,3,7.0349629064573085,4,"[{""id"":""0"",""x_m"":16.123769937696945,""y_m"":21.949596813161158},{""id"":""1"",""x_m"":18.22284991898064,""y_m"":15.048173711119983},{""id"":""2"",""x_m"":17.92203032453136,""y_m"":13.0645164031716},{""id"":""3"",""x_m"":18.56504880642485,""y_m"":10.091667749951998}]"
7,0.8,15.546832466034028,3.8166549422944893,1.4220916032791138,0.11529937092898734,0.7410843778297993,0.7500000000000007,2.0,0.1767552024158503,3,6.9290787581743345,4,"[{""id"":""0"",""x_m"":16.138672284323725,""y_m"":21.88878963652217},{""id"":""1"",""x_m"":18.233196495434623,""y_m"":14.988181493664477},{""id"":""2"",""x_m"":17.94203188771444,""y_m"":13.004758595122516},{""id"":""3"",""x_m"":18.595992133787092,""y_m"":10.03877337234151}]"
8,0.9,15.558930243422552,3.9007896187499065,1.4338774681091309,0.12097777388524023,0.8413467645541717,0.8500000000000006,2.0,0.15006118020104875,3,6.814527180917704,4,"[{""id"":""0"",""x_m"":16.153692999025598,""y_m"":21.827491634328602},{""id"":""1"",""x_m"":18.243602901908734,""y_m"":14.92775473147437},{""id"":""2"",""x_m"":17.96219421604143,""y_m"":12.944517026874781},{""id"":""3"",""x_m"":18.627163927838783,""y_m"":9.985501835221593}]"
9,1.0,15.571334288302843,3.994976346427471,1.4458296298980713,0.12404044880291565,0.9418672767756453,0.9499999999999994,2.0,0.11889654584540521,3,6.691645836468237,4,"[{""id"":""0"",""x_m"":16.16880800925159,""y_m"":21.765801929563068},{""id"":""1"",""x_m"":18.254057585228,""y_m"":14.866981004312194},{""id"":""2"",""x_m"":17.98248401915727,""y_m"":12.883891982520767},{""id"":""3"",""x_m"":18.658514551610477,""y_m"":9.93193196547723}]"
10,1.1,15.583797960349548,4.0992339930492525,1.457798719406128,0.12463672046704843,1.042576466217815,1.0500000000000038,2.0,0.12354908811442744,3,6.560801667962588,4,"[{""id"":""0"",""x_m"":16.183998056617725,""y_m"":21.703799823171256},{""id"":""1"",""x_m"":18.264551187248312,""y_m"":14.805930439399319},{""id"":""2"",""x_m"":18.002874861959814,""y_m"":12.822963649773857},{""id"":""3"",""x_m"":18.690003944324964,""y_m"":9.878126872438521}]"
