planner_id,alpha_arm_key,total_rows,benchmark_strength_rows,excluded_rows,row_status_counts
prediction_mpc,envelope_off_alpha_0,1,0,1,"{""diagnostic_only"": 1}"
prediction_mpc,envelope_on_alpha_0,1,0,1,"{""diagnostic_only"": 1}"
prediction_mpc,envelope_on_alpha_0p10,1,0,1,"{""diagnostic_only"": 1}"
