planner_key,algo,scenario_family,use_case,context,speed_regime,maneuver_type,episodes,success_mean,collisions_mean,ped_collision_count_mean,obstacle_collision_count_mean,total_collision_count_mean,near_misses_mean,time_to_goal_norm_mean,path_efficiency_mean,comfort_exposure_mean,jerk_mean,snqi_mean
prediction_mpc_cbf,prediction_mpc,t_intersection,,,,,6,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0234,,'-0.4047
prediction_planner,prediction_planner,accompanying_peer,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3706,1.0000,0.0045,,0.1545
prediction_planner,prediction_planner,blind_corner,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.2018
prediction_planner,prediction_planner,bottleneck,,,,,12,0.4167,0.5833,0.3333,0.2500,0.5833,30.6667,0.7289,1.0000,0.0020,,'-0.1990
prediction_planner,prediction_planner,circular_crossing,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,0.3333,0.4361,1.0000,0.2406,,'-0.0126
prediction_planner,prediction_planner,cross_trap,,,,,9,0.2222,0.7778,0.5556,0.2222,0.7778,35.1111,0.8969,0.9962,0.1929,,'-0.2944
prediction_planner,prediction_planner,crossing,,,,,3,0.3333,0.6667,0.0000,0.6667,0.6667,0.0000,0.7850,1.0000,0.0092,,'-0.0887
prediction_planner,prediction_planner,crowd_navigation,,,,,3,0.3333,0.6667,0.6667,0.0000,0.6667,34.0000,0.7822,1.0000,0.0722,,'-0.3200
prediction_planner,prediction_planner,doorway,,,,,9,0.2222,0.7778,0.5556,0.2222,0.7778,8.8889,0.8143,1.0000,0.0164,,'-0.4018
prediction_planner,prediction_planner,down_path,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3700,1.0000,0.0000,,0.1553
prediction_planner,prediction_planner,entering_elevator,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1228,1.0000,0.0000,,0.1788
prediction_planner,prediction_planner,entering_room,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1844,1.0000,0.0000,,0.1730
prediction_planner,prediction_planner,exiting_elevator,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,33.6667,0.1450,1.0000,0.0000,,'-0.1316
prediction_planner,prediction_planner,exiting_room,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1872,1.0000,0.0000,,0.1727
prediction_planner,prediction_planner,following_human,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,8.6667,0.3867,1.0000,0.0043,,0.0258
prediction_planner,prediction_planner,frontal_approach,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,5.3333,1.0000,1.0000,0.0000,,'-0.2780
prediction_planner,prediction_planner,group_crossing,,,,,9,0.8889,0.1111,0.1111,0.0000,0.1111,6.2222,0.3228,1.0000,0.0246,,0.0273
prediction_planner,prediction_planner,head_on_corridor,,,,,6,0.5000,0.5000,0.5000,0.0000,0.5000,5.6667,0.6778,1.0000,0.0149,,'-0.1154
prediction_planner,prediction_planner,intersection_no_gesture,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2472,1.0000,0.0000,,0.1670
prediction_planner,prediction_planner,intersection_proceed,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2472,1.0000,0.0000,,0.1670
prediction_planner,prediction_planner,intersection_wait,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2472,1.0000,0.0000,,0.1670
prediction_planner,prediction_planner,join_group,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,6.3333,1.0000,1.0000,0.0141,,'-0.2990
prediction_planner,prediction_planner,leading_human,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3661,1.0000,0.0045,,0.1549
prediction_planner,prediction_planner,leave_group,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,14.3333,1.0000,1.0000,0.0152,,'-0.4162
prediction_planner,prediction_planner,merging,,,,,6,0.0000,1.0000,0.1667,0.8333,1.0000,2.0000,1.0000,0.9288,0.0138,,'-0.3384
prediction_planner,prediction_planner,narrow_doorway,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.1997
prediction_planner,prediction_planner,narrow_hallway,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,6.3333,1.0000,1.0000,0.0178,,'-0.2973
prediction_planner,prediction_planner,overtaking,,,,,6,0.1667,0.8333,0.0000,0.8333,0.8333,3.5000,0.9011,0.9927,0.0144,,'-0.2650
prediction_planner,prediction_planner,parallel_traffic,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,43.0000,0.4722,1.0000,0.0372,,'-0.1358
prediction_planner,prediction_planner,pedestrian_obstruction,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,20.6667,1.0000,1.0000,0.0900,,'-0.4436
prediction_planner,prediction_planner,pedestrian_overtaking,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4133,1.0000,0.0227,,0.1405
prediction_planner,prediction_planner,perpendicular_traffic,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,11.0000,0.5150,1.0000,0.0101,,'-0.1138
prediction_planner,prediction_planner,robot_crowding,,,,,3,0.3333,0.6667,0.6667,0.0000,0.6667,32.0000,0.7417,1.0000,0.1941,,'-0.4228
prediction_planner,prediction_planner,robot_overtaking,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,36.6667,1.0000,1.0000,0.3039,,'-0.5880
prediction_planner,prediction_planner,station_platform,,,,,3,0.0000,0.6667,0.6667,0.0000,0.6667,45.0000,1.0000,0.9862,0.0123,,'-0.3820
prediction_planner,prediction_planner,t_intersection,,,,,6,0.6667,0.3333,0.0000,0.3333,0.3333,0.0000,0.5244,0.9833,0.0240,,'-0.0255
sacadrl,sacadrl,accompanying_peer,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0194,,'-0.4663
sacadrl,sacadrl,blind_corner,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,13.0000,1.0000,1.0000,0.0000,,'-0.6647
sacadrl,sacadrl,bottleneck,,,,,12,0.2500,0.7500,0.0000,0.7500,0.7500,0.0000,0.8424,1.0000,0.0000,,'-0.2584
sacadrl,sacadrl,circular_crossing,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,0.3333,0.4822,1.0000,0.2358,,'-0.1113
sacadrl,sacadrl,cross_trap,,,,,9,0.2222,0.7778,0.6667,0.1111,0.7778,5.5556,0.9483,0.9939,0.1966,,'-0.3485
sacadrl,sacadrl,crossing,,,,,3,0.0000,1.0000,0.3333,0.6667,1.0000,3.3333,1.0000,1.0000,0.0118,,'-0.7961
sacadrl,sacadrl,crowd_navigation,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,11.3333,0.5917,1.0000,0.0380,,'-0.2723
sacadrl,sacadrl,doorway,,,,,9,0.0000,1.0000,0.7778,0.2222,1.0000,5.0000,1.0000,1.0000,0.0231,,'-0.4211
sacadrl,sacadrl,down_path,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.4439
sacadrl,sacadrl,entering_elevator,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.4337
sacadrl,sacadrl,entering_room,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.3767
sacadrl,sacadrl,exiting_elevator,,,,,3,0.6667,0.3333,0.0000,0.3333,0.3333,9.0000,0.4500,1.0000,0.0000,,'-0.2545
sacadrl,sacadrl,exiting_room,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2694,1.0000,0.0000,,0.1174
sacadrl,sacadrl,following_human,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0197,,'-0.5333
sacadrl,sacadrl,frontal_approach,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.6742
sacadrl,sacadrl,group_crossing,,,,,9,0.7778,0.2222,0.2222,0.0000,0.2222,10.2222,0.4861,1.0000,0.0170,,'-0.2166
sacadrl,sacadrl,head_on_corridor,,,,,6,0.5000,0.5000,0.5000,0.0000,0.5000,9.0000,0.7539,1.0000,0.0092,,'-0.3301
sacadrl,sacadrl,intersection_no_gesture,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3872,1.0000,0.0000,,0.0391
sacadrl,sacadrl,intersection_proceed,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3878,1.0000,0.0000,,0.0320
sacadrl,sacadrl,intersection_wait,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3878,1.0000,0.0000,,0.0326
sacadrl,sacadrl,join_group,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,6.6667,1.0000,1.0000,0.0138,,'-0.5364
sacadrl,sacadrl,leading_human,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0191,,'-0.4610
sacadrl,sacadrl,leave_group,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,6.6667,1.0000,1.0000,0.0140,,'-0.5438
sacadrl,sacadrl,merging,,,,,6,0.0000,1.0000,1.0000,0.0000,1.0000,17.5000,1.0000,0.9973,0.0124,,'-0.6239
sacadrl,sacadrl,narrow_doorway,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.4882
sacadrl,sacadrl,narrow_hallway,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,6.0000,1.0000,1.0000,0.0136,,'-0.5552
sacadrl,sacadrl,overtaking,,,,,6,0.0000,1.0000,0.0000,1.0000,1.0000,1.3333,1.0000,0.9976,0.0084,,'-0.4131
sacadrl,sacadrl,parallel_traffic,,,,,3,0.6667,0.3333,0.0000,0.3333,0.3333,0.0000,0.7083,1.0000,0.0378,,'-0.1530
sacadrl,sacadrl,pedestrian_obstruction,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.7622
sacadrl,sacadrl,pedestrian_overtaking,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,23.6667,0.5661,1.0000,0.0166,,'-0.1981
sacadrl,sacadrl,perpendicular_traffic,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,13.3333,0.5917,1.0000,0.0071,,'-0.3928
sacadrl,sacadrl,robot_crowding,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,15.0000,1.0000,1.0000,0.1381,,'-0.6573
sacadrl,sacadrl,robot_overtaking,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5850,0.9991,0.0000,,'-0.0519
sacadrl,sacadrl,station_platform,,,,,3,0.0000,1.0000,0.6667,0.3333,1.0000,4.6667,1.0000,0.9523,0.0118,,'-0.7121
sacadrl,sacadrl,t_intersection,,,,,6,0.1667,0.8333,0.0000,0.8333,0.8333,0.0000,0.9089,0.9950,0.0256,,'-0.3454
social_force,social_force,accompanying_peer,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,9.0000,1.0000,0.8836,0.0470,,'-0.9736
social_force,social_force,blind_corner,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.6977
social_force,social_force,bottleneck,,,,,12,0.0000,0.5000,0.5000,0.0000,0.5000,11.9167,1.0000,0.1361,0.0059,,'-1.0497
social_force,social_force,circular_crossing,,,,,3,0.0000,0.3333,0.3333,0.0000,0.3333,0.3333,1.0000,0.6193,0.2278,,'-0.8627
social_force,social_force,cross_trap,,,,,9,0.0000,0.5556,0.5556,0.0000,0.5556,16.4444,1.0000,0.6820,0.1895,,'-0.7509
social_force,social_force,crossing,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0160,,'-0.9232
social_force,social_force,crowd_navigation,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,18.0000,1.0000,1.0000,0.0616,,'-0.5036
social_force,social_force,doorway,,,,,9,0.0000,0.0000,0.0000,0.0000,0.0000,29.2222,1.0000,0.4365,0.0030,,'-1.3046
social_force,social_force,down_path,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.6288,0.0000,,'-0.8370
social_force,social_force,entering_elevator,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1778,0.0000,,'-0.8948
social_force,social_force,entering_room,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3482,0.0000,,'-1.0968
social_force,social_force,exiting_elevator,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.8661
social_force,social_force,exiting_room,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1099,0.0000,,'-0.8379
social_force,social_force,following_human,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,35.3333,1.0000,0.8688,0.1103,,'-1.3142
social_force,social_force,frontal_approach,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,7.3333,1.0000,0.6922,0.0034,,'-1.0012
social_force,social_force,group_crossing,,,,,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2658,0.0111,,'-1.1215
social_force,social_force,head_on_corridor,,,,,6,0.3333,0.6667,0.6667,0.0000,0.6667,10.1667,0.8194,1.0000,0.0109,,'-0.2265
social_force,social_force,intersection_no_gesture,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9634,0.0000,,'-0.8659
social_force,social_force,intersection_proceed,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9634,0.0000,,'-0.8659
social_force,social_force,intersection_wait,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9634,0.0000,,'-0.8659
social_force,social_force,join_group,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,5.3333,1.0000,1.0000,0.0126,,'-0.2831
social_force,social_force,leading_human,,,,,3,0.0000,0.6667,0.6667,0.0000,0.6667,54.6667,1.0000,0.8772,0.0553,,'-0.9294
social_force,social_force,leave_group,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,9.3333,1.0000,1.0000,0.0069,,'-0.3394
social_force,social_force,merging,,,,,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.4709,0.0045,,'-1.1223
social_force,social_force,narrow_doorway,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.4363,0.0000,,'-0.8035
social_force,social_force,narrow_hallway,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0732,,'-0.7013
social_force,social_force,overtaking,,,,,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2768,0.0041,,'-1.1089
social_force,social_force,parallel_traffic,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,8.0000,1.0000,1.0000,0.1159,,'-0.7887
social_force,social_force,pedestrian_obstruction,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.6386,0.0000,,'-0.7823
social_force,social_force,pedestrian_overtaking,,,,,3,0.0000,0.3333,0.3333,0.0000,0.3333,1.6667,1.0000,0.7563,0.0285,,'-0.8063
social_force,social_force,perpendicular_traffic,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9634,0.0162,,'-0.8749
social_force,social_force,robot_crowding,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,11.3333,1.0000,1.0000,0.2082,,'-0.4728
social_force,social_force,robot_overtaking,,,,,3,0.0000,0.0000,0.0000,0.0000,0.0000,2.3333,1.0000,0.6391,0.0000,,'-0.8184
social_force,social_force,station_platform,,,,,3,0.0000,0.3333,0.3333,0.0000,0.3333,11.3333,1.0000,0.5624,0.0106,,'-1.1206
social_force,social_force,t_intersection,,,,,6,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0813,,'-0.8538
socnav_sampling,socnav_sampling,accompanying_peer,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0248,,'-0.2339
socnav_sampling,socnav_sampling,blind_corner,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,2.6667,1.0000,1.0000,0.0057,,'-0.2982
socnav_sampling,socnav_sampling,bottleneck,,,,,12,0.1667,0.8333,0.5000,0.3333,0.8333,3.5833,0.8665,0.9944,0.0025,,'-0.2664
socnav_sampling,socnav_sampling,circular_crossing,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,0.3333,0.4200,0.9988,0.2444,,'-0.0608
socnav_sampling,socnav_sampling,cross_trap,,,,,9,0.2222,0.7778,0.4444,0.3333,0.7778,2.0000,0.8641,0.9980,0.1944,,'-0.2350
socnav_sampling,socnav_sampling,crossing,,,,,3,0.3333,0.6667,0.3333,0.3333,0.6667,1.3333,0.7644,1.0000,0.0122,,'-0.1230
socnav_sampling,socnav_sampling,crowd_navigation,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0721,,'-0.3460
socnav_sampling,socnav_sampling,doorway,,,,,9,0.0000,1.0000,0.3333,0.6667,1.0000,3.5556,1.0000,1.0000,0.0309,,'-0.4091
socnav_sampling,socnav_sampling,down_path,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.2158
socnav_sampling,socnav_sampling,entering_elevator,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.2050
socnav_sampling,socnav_sampling,entering_room,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1539,1.0000,0.0000,,0.1759
socnav_sampling,socnav_sampling,exiting_elevator,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,3.0000,1.0000,1.0000,0.0242,,'-0.2562
socnav_sampling,socnav_sampling,exiting_room,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.2104
socnav_sampling,socnav_sampling,following_human,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0250,,'-0.2309
socnav_sampling,socnav_sampling,frontal_approach,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,2.0000,1.0000,1.0000,0.0054,,'-0.2301
socnav_sampling,socnav_sampling,group_crossing,,,,,9,0.4444,0.5556,0.2222,0.3333,0.5556,2.0000,0.6367,1.0000,0.0297,,'-0.1066
socnav_sampling,socnav_sampling,head_on_corridor,,,,,6,0.5000,0.5000,0.5000,0.0000,0.5000,3.1667,0.6419,0.9964,0.0224,,'-0.0828
socnav_sampling,socnav_sampling,intersection_no_gesture,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2039,1.0000,0.0000,,0.1711
socnav_sampling,socnav_sampling,intersection_proceed,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2039,1.0000,0.0000,,0.1711
socnav_sampling,socnav_sampling,intersection_wait,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2039,1.0000,0.0000,,0.1711
socnav_sampling,socnav_sampling,join_group,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.9243,0.0000,,0.1434
socnav_sampling,socnav_sampling,leading_human,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0248,,'-0.2352
socnav_sampling,socnav_sampling,leave_group,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,2.6667,1.0000,1.0000,0.0000,,'-0.2695
socnav_sampling,socnav_sampling,merging,,,,,6,0.1667,0.8333,0.1667,0.6667,0.8333,3.0000,0.9439,0.9236,0.0127,,'-0.3046
socnav_sampling,socnav_sampling,narrow_doorway,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.1997
socnav_sampling,socnav_sampling,narrow_hallway,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,2.6667,1.0000,1.0000,0.0282,,'-0.2463
socnav_sampling,socnav_sampling,overtaking,,,,,6,0.6667,0.3333,0.0000,0.3333,0.3333,2.0000,0.5517,0.9743,0.0232,,'-0.0900
socnav_sampling,socnav_sampling,parallel_traffic,,,,,3,0.0000,1.0000,0.3333,0.6667,1.0000,1.3333,1.0000,1.0000,0.1520,,'-0.4578
socnav_sampling,socnav_sampling,pedestrian_obstruction,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,3.0000,1.0000,1.0000,0.0165,,'-0.2482
socnav_sampling,socnav_sampling,pedestrian_overtaking,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2867,1.0000,0.0327,,0.1508
socnav_sampling,socnav_sampling,perpendicular_traffic,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0195,,'-0.2419
socnav_sampling,socnav_sampling,robot_crowding,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.8639,0.2136,,'-1.0553
socnav_sampling,socnav_sampling,robot_overtaking,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,5.6667,1.0000,1.0000,0.0718,,'-0.3029
socnav_sampling,socnav_sampling,station_platform,,,,,3,0.0000,1.0000,0.3333,0.6667,1.0000,0.6667,1.0000,1.0000,0.0142,,'-0.4951
socnav_sampling,socnav_sampling,t_intersection,,,,,6,0.6667,0.3333,0.1667,0.1667,0.3333,3.0000,0.4883,0.9903,0.0367,,'-0.0637
