# AI-GENERATED NEEDS-REVIEW
planner_group,planner,latency_step,latency_ms,seed,scenario_id,execution_mode,availability_status,success,collision,time_to_goal_norm,near_miss_rate,steps,comfort_exposure_mean
orca,orca,0,0.0,113,francis2023_perpendicular_traffic,adapter,available,True,False,0.7111111111111111,0.0,128,0.004464285714285714
orca,orca,0,0.0,113,francis2023_circular_crossing,adapter,available,True,False,0.4166666666666667,0.013333333333333334,75,0.04444444444444444
orca,orca,0,0.0,113,francis2023_robot_crowding,adapter,available,True,False,0.55,0.1717171717171717,99,0.20454545454545456
orca,orca,1,100.0,111,classic_bottleneck_low,adapter,available,True,False,0.7055555555555556,0.0,127,0.0
orca,orca,1,100.0,111,classic_bottleneck_medium,adapter,available,False,True,0.6777777777777778,0.0,122,0.0
orca,orca,1,100.0,111,classic_bottleneck_high,adapter,available,False,True,0.75,0.0,135,0.0
orca,orca,1,100.0,111,classic_realworld_double_bottleneck_high,adapter,available,False,False,1.0,0.25555555555555554,180,0.011805555555555555
orca,orca,1,100.0,111,classic_station_platform_medium,adapter,available,False,False,1.0,0.0,180,0.003205128205128205
orca,orca,1,100.0,111,classic_cross_trap_low,adapter,available,False,True,0.6055555555555555,0.11926605504587157,109,0.009174311926605505
orca,orca,1,100.0,111,classic_cross_trap_medium,adapter,available,False,True,0.005555555555555556,0.0,1,0.5
orca,orca,1,100.0,111,classic_cross_trap_high,adapter,available,False,True,0.005555555555555556,0.0,1,0.5833333333333334
orca,orca,1,100.0,111,classic_doorway_low,adapter,available,False,True,0.7722222222222223,0.0,139,0.0
orca,orca,1,100.0,111,classic_doorway_medium,adapter,available,False,True,0.8611111111111112,0.0,155,0.001075268817204301
orca,orca,1,100.0,111,classic_doorway_high,adapter,available,False,False,1.0,0.0,180,0.0018518518518518517
orca,orca,1,100.0,111,classic_group_crossing_low,adapter,available,True,False,0.6222222222222222,0.0,112,0.0
orca,orca,1,100.0,111,classic_group_crossing_medium,adapter,available,False,True,0.39444444444444443,0.11267605633802817,71,0.023474178403755867
orca,orca,1,100.0,111,classic_group_crossing_high,adapter,available,True,False,0.6944444444444444,0.128,125,0.048
orca,orca,1,100.0,111,classic_head_on_corridor_low,adapter,available,False,False,1.0,0.0,180,0.0
orca,orca,1,100.0,111,classic_head_on_corridor_medium,adapter,available,False,False,1.0,0.0,180,0.011111111111111112
orca,orca,1,100.0,111,classic_merging_low,adapter,available,False,True,0.9888888888888889,0.16853932584269662,178,0.014044943820224719
orca,orca,1,100.0,111,classic_merging_medium,adapter,available,False,True,0.8888888888888888,0.0,160,0.004861111111111111
orca,orca,1,100.0,111,classic_overtaking_low,adapter,available,False,True,0.35,0.0,63,0.0
orca,orca,1,100.0,111,classic_overtaking_medium,adapter,available,False,True,0.7944444444444444,0.09090909090909091,143,0.02097902097902098
orca,orca,1,100.0,111,classic_t_intersection_low,adapter,available,False,True,0.7777777777777778,0.0,140,0.0
orca,orca,1,100.0,111,classic_t_intersection_medium,adapter,available,False,True,0.7222222222222222,0.0,130,0.023076923076923078
orca,orca,1,100.0,111,classic_urban_crossing_medium,adapter,available,True,False,0.9722222222222222,0.0,175,0.006857142857142857
orca,orca,1,100.0,111,francis2023_frontal_approach,adapter,available,True,False,0.9944444444444445,0.055865921787709494,179,0.0
orca,orca,1,100.0,111,francis2023_pedestrian_obstruction,adapter,available,True,False,0.9833333333333333,0.05084745762711865,177,0.0
orca,orca,1,100.0,111,francis2023_pedestrian_overtaking,adapter,available,True,False,0.9611111111111111,0.0,173,0.028901734104046242
orca,orca,1,100.0,111,francis2023_robot_overtaking,adapter,available,False,False,1.0,0.0,180,0.0
orca,orca,1,100.0,111,francis2023_down_path,adapter,available,True,False,0.9611111111111111,0.0,173,0.0
orca,orca,1,100.0,111,francis2023_intersection_no_gesture,adapter,available,True,False,0.6888888888888889,0.0,124,0.0
orca,orca,1,100.0,111,francis2023_blind_corner,adapter,available,False,False,1.0,0.0,180,0.0
orca,orca,1,100.0,111,francis2023_narrow_hallway,adapter,available,False,True,0.55,0.0707070707070707,99,0.020202020202020204
orca,orca,1,100.0,111,francis2023_narrow_doorway,adapter,available,False,True,0.37777777777777777,0.0,68,0.0
orca,orca,1,100.0,111,francis2023_entering_room,adapter,available,True,False,0.5222222222222223,0.0,94,0.0
orca,orca,1,100.0,111,francis2023_exiting_room,adapter,available,False,True,0.6277777777777778,0.0,113,0.0
orca,orca,1,100.0,111,francis2023_entering_elevator,adapter,available,False,True,0.2833333333333333,0.0,51,0.0
orca,orca,1,100.0,111,francis2023_exiting_elevator,adapter,available,False,False,1.0,0.0,180,0.0
orca,orca,1,100.0,111,francis2023_intersection_wait,adapter,available,True,False,0.6888888888888889,0.0,124,0.0
orca,orca,1,100.0,111,francis2023_intersection_proceed,adapter,available,True,False,0.6888888888888889,0.0,124,0.0
orca,orca,1,100.0,111,francis2023_following_human,adapter,available,True,False,0.9611111111111111,0.0,173,0.005780346820809248
orca,orca,1,100.0,111,francis2023_leading_human,adapter,available,True,False,0.9444444444444444,0.0,170,0.0058823529411764705
orca,orca,1,100.0,111,francis2023_accompanying_peer,adapter,available,True,False,0.9444444444444444,0.0,170,0.0058823529411764705
orca,orca,1,100.0,111,francis2023_join_group,adapter,available,False,True,0.40555555555555556,0.0547945205479452,73,0.0136986301369863
orca,orca,1,100.0,111,francis2023_leave_group,adapter,available,False,True,0.4722222222222222,0.1411764705882353,85,0.01568627450980392
orca,orca,1,100.0,111,francis2023_crowd_navigation,adapter,available,True,False,0.8277777777777777,0.053691275167785234,149,0.016405667412378824
orca,orca,1,100.0,111,francis2023_parallel_traffic,adapter,available,False,True,0.5388888888888889,0.0,97,0.05412371134020619
orca,orca,1,100.0,111,francis2023_perpendicular_traffic,adapter,available,True,False,0.7222222222222222,0.06923076923076923,130,0.008791208791208791
orca,orca,1,100.0,111,francis2023_circular_crossing,adapter,available,False,True,0.005555555555555556,0.0,1,0.6666666666666666
orca,orca,1,100.0,111,francis2023_robot_crowding,adapter,available,True,False,0.7277777777777777,0.1984732824427481,131,0.08428753180661577
orca,orca,1,100.0,112,classic_bottleneck_low,adapter,available,True,False,0.6444444444444445,0.0,116,0.0
orca,orca,1,100.0,112,classic_bottleneck_medium,adapter,available,False,True,0.6722222222222223,0.0,121,0.0
orca,orca,1,100.0,112,classic_bottleneck_high,adapter,available,False,True,0.7444444444444445,0.0,134,0.0
orca,orca,1,100.0,112,classic_realworld_double_bottleneck_high,adapter,available,False,True,0.75,0.14814814814814814,135,0.0
orca,orca,1,100.0,112,classic_station_platform_medium,adapter,available,False,True,0.08888888888888889,0.0,16,0.028846153846153848
orca,orca,1,100.0,112,classic_cross_trap_low,adapter,available,False,False,1.0,0.0,180,0.014814814814814814
orca,orca,1,100.0,112,classic_cross_trap_medium,adapter,available,False,True,0.5388888888888889,0.0,97,0.015463917525773196
orca,orca,1,100.0,112,classic_cross_trap_high,adapter,available,False,True,0.005555555555555556,0.0,1,0.5833333333333334
orca,orca,1,100.0,112,classic_doorway_low,adapter,available,False,True,0.6,0.1574074074074074,108,0.018518518518518517
orca,orca,1,100.0,112,classic_doorway_medium,adapter,available,False,True,0.7055555555555556,0.0,127,0.0026246719160104987
orca,orca,1,100.0,112,classic_doorway_high,adapter,available,False,True,0.8388888888888889,0.0,151,0.0029433406916850625
orca,orca,1,100.0,112,classic_group_crossing_low,adapter,available,True,False,0.6055555555555555,0.0,109,0.0
orca,orca,1,100.0,112,classic_group_crossing_medium,adapter,available,True,False,0.6055555555555555,0.0,109,0.0061162079510703364
orca,orca,1,100.0,112,classic_group_crossing_high,adapter,available,False,True,0.4111111111111111,0.0,74,0.11148648648648649
orca,orca,1,100.0,112,classic_head_on_corridor_low,adapter,available,False,False,1.0,0.1388888888888889,180,0.005555555555555556
orca,orca,1,100.0,112,classic_head_on_corridor_medium,adapter,available,False,False,1.0,0.2611111111111111,180,0.001388888888888889
orca,orca,1,100.0,112,classic_merging_low,adapter,available,False,True,0.8444444444444444,0.06578947368421052,152,0.011513157894736841
orca,orca,1,100.0,112,classic_merging_medium,adapter,available,False,False,1.0,0.06666666666666667,180,0.010493827160493827
orca,orca,1,100.0,112,classic_overtaking_low,adapter,available,False,False,1.0,0.0,180,0.03333333333333333
orca,orca,1,100.0,112,classic_overtaking_medium,adapter,available,False,False,1.0,0.0,180,0.004629629629629629
orca,orca,1,100.0,112,classic_t_intersection_low,adapter,available,True,False,0.8333333333333334,0.0,150,0.006666666666666667
orca,orca,1,100.0,112,classic_t_intersection_medium,adapter,available,True,False,0.8333333333333334,0.0,150,0.013333333333333332
orca,orca,1,100.0,112,classic_urban_crossing_medium,adapter,available,True,False,0.9833333333333333,0.01694915254237288,177,0.005649717514124294
orca,orca,1,100.0,112,francis2023_frontal_approach,adapter,available,True,False,1.0,0.06111111111111111,180,0.0
orca,orca,1,100.0,112,francis2023_pedestrian_obstruction,adapter,available,True,False,0.9888888888888889,0.05056179775280899,178,0.0
orca,orca,1,100.0,112,francis2023_pedestrian_overtaking,adapter,available,True,False,0.9666666666666667,0.0,174,0.034482758620689655
orca,orca,1,100.0,112,francis2023_robot_overtaking,adapter,available,False,False,1.0,0.0,180,0.0
orca,orca,1,100.0,112,francis2023_down_path,adapter,available,True,False,0.9611111111111111,0.0,173,0.0
orca,orca,1,100.0,112,francis2023_intersection_no_gesture,adapter,available,True,False,0.6944444444444444,0.0,125,0.0
orca,orca,1,100.0,112,francis2023_blind_corner,adapter,available,False,False,1.0,0.0,180,0.0
orca,orca,1,100.0,112,francis2023_narrow_hallway,adapter,available,False,True,0.5388888888888889,0.030927835051546393,97,0.020618556701030927
orca,orca,1,100.0,112,francis2023_narrow_doorway,adapter,available,False,True,0.37777777777777777,0.0,68,0.0
orca,orca,1,100.0,112,francis2023_entering_room,adapter,available,True,False,0.5277777777777778,0.0,95,0.0
orca,orca,1,100.0,112,francis2023_exiting_room,adapter,available,False,True,0.6333333333333333,0.0,114,0.0
orca,orca,1,100.0,112,francis2023_entering_elevator,adapter,available,False,True,0.2833333333333333,0.0,51,0.0
