# AI-GENERATED NEEDS-REVIEW
step,time_s,min_robot_ped_distance_m,nearest_pedestrian_id
0,0.1,7.291329352941517,2
1,0.2,7.302888651525659,2
2,0.30000000000000004,7.312607986483524,2
3,0.4,7.320219367351869,2
4,0.5,7.3253794134281485,2
5,0.6000000000000001,7.327619209613063,2
6,0.7000000000000001,7.326915985490515,2
7,0.8,7.32334650695428,2
8,0.9,7.317062397503113,2
9,1.0,7.303563946487877,2
10,1.1,7.288957527946588,2
11,1.2000000000000002,7.269419478024498,2
12,1.3,7.242829072940358,0
13,1.4000000000000001,7.166020003714983,0
14,1.5,7.087478297195318,0
15,1.6,7.008186233477863,0
16,1.7000000000000002,6.928341094793694,0
17,1.8,6.848152978279349,0
18,1.9000000000000001,6.767838120286252,0
19,2.0,6.687613886546354,0
20,2.1,6.60769721891175,0
21,2.2,6.528235341384766,0
22,2.3000000000000003,6.449409747769813,0
23,2.4000000000000004,6.3718418009503806,0
24,2.5,6.29603767547277,0
25,2.6,6.22195142329081,0
26,2.7,6.149500449780474,0
27,2.8000000000000003,6.0785762191998165,0
28,2.9000000000000004,6.009053702198282,0
29,3.0,5.940799314332977,0
30,3.1,5.87367733803507,0
31,3.2,5.807555846925109,0
32,3.3000000000000003,5.742309113411943,0
33,3.4000000000000004,5.677820406052559,0
34,3.5,5.613973399842243,0
35,3.6,5.550680046807397,0
36,3.7,5.487864154369512,0
37,3.8000000000000003,5.425462046999218,0
38,3.9000000000000004,5.363422852119092,0
39,4.0,5.301708519524074,0
40,4.1000000000000005,5.240293663868252,0
41,4.2,5.179165302931017,0
42,4.3,5.1183225490380915,0
43,4.4,5.05777629742649,0
44,4.5,4.997548943353235,0
45,4.6000000000000005,4.937674151267855,0
46,4.7,4.8781966890714665,0
47,4.800000000000001,4.819172331729548,0
48,4.9,4.760667832153043,0
49,5.0,4.7027609499993215,0
50,5.1000000000000005,4.645540523429032,0
51,5.2,4.589112158483116,0
52,5.300000000000001,4.533629755467579,0
53,5.4,4.479281410020544,0
54,5.5,4.426250349331156,0
55,5.6000000000000005,4.374716238171117,0
56,5.7,4.324856323867773,0
57,5.800000000000001,4.276846389796476,0
58,5.9,4.230861491078118,0
59,6.0,4.18707644727587,0
60,6.1000000000000005,4.145666071936928,0
61,6.2,4.1068051243945645,0
62,6.300000000000001,4.070667974218231,0
63,6.4,4.037427976632952,0
64,6.5,4.007256564572513,0
65,6.6000000000000005,3.980322072569218,0
66,6.7,3.9567837817801794,0
67,6.800000000000001,3.9367374316140147,0
68,6.9,3.920277280986003,0
69,7.0,3.907493588188495,0
70,7.1000000000000005,3.898470266465003,0
71,7.2,3.893275407274316,0
72,7.300000000000001,3.8917555964679114,0
73,7.4,3.8939675702266223,0
74,7.5,3.899954699232387,0
75,7.6000000000000005,3.909746383749511,0
76,7.7,5.158809518295402,1
77,7.800000000000001,5.06481590379933,1
78,7.9,4.971205840898565,1
79,8.0,4.878026258359423,1
80,8.1,4.785333150366531,1
81,8.200000000000001,4.693197295986978,1
82,8.3,4.601720440046904,1
83,8.4,4.511002990610449,1
84,8.5,4.421134811951982,1
85,8.6,4.332204862410782,1
86,8.700000000000001,4.244306489729214,1
87,8.8,4.157540315451036,1
88,8.9,4.0720168114173045,1
89,9.0,3.9878572711819182,1
90,9.1,3.905192357914637,1
91,9.200000000000001,3.82416138349491,1
92,9.3,3.744968913874738,1
93,9.4,3.667788892459874,1
94,9.5,3.5927968084569986,1
95,9.600000000000001,3.5201760872324273,1
96,9.700000000000001,3.4501178176725227,1
97,9.8,3.3828202527866957,1
98,9.9,3.318488047674404,1
99,10.0,3.2598010312059102,1
100,10.100000000000001,3.2064453882538446,1
101,10.200000000000001,3.1582122140559377,1
102,10.3,3.1149774992406667,1
103,10.4,3.076653478554279,1
104,10.5,3.0431650111240316,1
105,10.600000000000001,3.0144920683889542,1
106,10.700000000000001,2.990650639394929,1
107,10.8,2.9716769570802946,1
108,10.9,2.957614796287658,1
109,11.0,2.9485055037894137,1
110,11.100000000000001,2.9443804165126575,1
111,11.200000000000001,2.946252361802271,1
112,11.3,2.9539733614889556,1
113,11.4,2.9674016769564764,1
114,11.5,2.9863878070933243,1
115,11.600000000000001,3.0107663663684856,1
116,11.700000000000001,3.0403528734762584,1
117,11.8,3.0749442207481237,1
118,11.9,3.1143215748772275,1
119,12.0,3.158254637910456,1
120,12.100000000000001,3.206506444008983,1
121,12.200000000000001,3.2588381020046526,1
122,12.3,3.315243549957379,1
123,12.4,3.3754788287969224,1
124,12.5,3.4370151287565878,1
125,12.600000000000001,3.5001753875436004,1
126,12.700000000000001,3.5651889774434267,1
127,12.8,3.632210648405337,1
128,12.9,3.7013362162596795,1
129,13.0,3.7726166268619323,1
130,13.100000000000001,3.8460692229184144,1
131,13.200000000000001,3.921684604994994,1
132,13.3,3.999432434896343,1
133,13.4,4.079266325727511,1
134,13.5,4.1611279254615035,1
135,13.600000000000001,4.244950281627089,1
136,13.700000000000001,4.330660574137101,1
137,13.8,4.418182304330696,1
138,13.9,4.507427965536535,1
139,14.0,4.598296418580088,1
140,14.100000000000001,4.690692594946813,1
141,14.200000000000001,4.7845270924004755,1
142,14.3,4.879715801601765,1
143,14.4,4.976179560903407,1
144,14.5,5.073843833594649,1
145,14.600000000000001,5.172027386170522,1
146,14.700000000000001,5.270104627084331,1
147,14.8,5.357039318545575,2
148,14.9,5.429590816976843,2
149,15.0,5.503204096695764,2
150,15.100000000000001,5.577877156966147,2
151,15.200000000000001,5.6535840891119,2
152,15.3,5.730278420505025,2
153,15.4,5.807896499587954,2
154,15.5,5.886360846193734,2
155,15.600000000000001,5.965583401767296,2
156,15.700000000000001,6.0454686270918,2
157,15.8,6.125916403564449,2
158,15.9,6.206824702336092,2
159,16.0,6.288087274491571,2
160,16.1,6.3695970923520235,2
161,16.2,6.451250080123093,2
162,16.3,6.5329478676257144,2
163,16.400000000000002,6.614599801031735,2
164,16.5,6.696124373020262,2
165,16.6,6.777450186926166,2
166,16.7,6.858516547047978,2
